cluster_size, probability, probability_err
1.000000000000000000e+00,8.018919585321082621e-01,7.032314111706903939e-04
2.000000000000000000e+00,1.451445197627081463e-01,9.697598883470255485e-04
3.000000000000000000e+00,3.687225182986960531e-02,6.598107933843968490e-04
4.000000000000000000e+00,1.112205106557003637e-02,1.321318016827460794e-04
5.000000000000000000e+00,3.165553389449644178e-03,4.589221576335418480e-05
6.000000000000000000e+00,1.216945858378386258e-03,1.528469345583358973e-05
7.000000000000000000e+00,3.846535264636111412e-04,3.998496347344794404e-05
8.000000000000000000e+00,7.702593366356328070e-05,3.962634710164943461e-05
9.000000000000000000e+00,7.614532792610423666e-05,3.145640765179147179e-05
1.000000000000000000e+01,4.200544405626699911e-05,3.229098961599257756e-05
1.100000000000000000e+01,6.889329805996472281e-06,6.889329805996472281e-06
