r,gSS_mean,gSS_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,7.831708317792533821e-05,6.929426953418416419e-06
9.499999999999999556e-01,2.048534712343252351e-01,2.151189318718225551e-04
1.050000000000000044e+00,1.299005403504559286e+00,6.035309372386581193e-04
1.150000000000000133e+00,1.499131421782579743e+00,3.751010117748483749e-04
1.250000000000000000e+00,1.321035221178965324e+00,5.105065006386681975e-04
1.350000000000000089e+00,1.184119566782510180e+00,4.926956949589406803e-04
1.450000000000000178e+00,1.081909952693739241e+00,3.463149591682348192e-04
1.550000000000000044e+00,1.008455838092608747e+00,3.089527567346642221e-04
1.650000000000000133e+00,9.613898731186412139e-01,3.274869828923263819e-04
1.750000000000000000e+00,9.377568159770269807e-01,2.995057431457497847e-04
1.850000000000000089e+00,9.354154072063458614e-01,2.839906646633789922e-04
1.950000000000000178e+00,9.521797616209699555e-01,2.920748819598902881e-04
2.049999999999999822e+00,9.822231651880748426e-01,1.257875458755750551e-04
2.150000000000000355e+00,1.005085730555393742e+00,2.456550461837160365e-04
2.250000000000000000e+00,1.016438496280830828e+00,1.859583415347276206e-04
2.350000000000000533e+00,1.017377229773941183e+00,1.650306463048765711e-04
2.450000000000000178e+00,1.013688100069769060e+00,1.388050068674452349e-04
2.549999999999999822e+00,1.007845605838456171e+00,1.504601856490923645e-04
2.650000000000000355e+00,1.002136499462544794e+00,1.519407365293095594e-04
2.750000000000000000e+00,9.977593401795671335e-01,1.521399121245416153e-04
2.850000000000000533e+00,9.956963752828107417e-01,1.950778465590016265e-04
2.950000000000000178e+00,9.953086418264132096e-01,2.545311135889639790e-04
3.049999999999999822e+00,9.966637982050897682e-01,1.349227967280635623e-04
3.150000000000000355e+00,9.985527912824994079e-01,1.850171192019928613e-04
3.250000000000000000e+00,1.000027188884477614e+00,1.128271749619418350e-04
3.350000000000000533e+00,1.000913085923874402e+00,1.326768480755180436e-04
3.450000000000000178e+00,1.001162900110196707e+00,1.575600047629538143e-04
3.549999999999999822e+00,1.001082244806503763e+00,1.608292288598613747e-04
3.650000000000000355e+00,1.000574905448195606e+00,2.037274523571354292e-04
3.750000000000000000e+00,1.000416365881824809e+00,1.577302488942966888e-04
3.850000000000000533e+00,9.996793276745414847e-01,1.533188335377162509e-04
3.950000000000000178e+00,9.996697751477068294e-01,1.359231806942644619e-04
4.050000000000000711e+00,9.996553497026861024e-01,1.388462967346566269e-04
4.150000000000000355e+00,9.995373780245806472e-01,8.988222822252111318e-05
4.250000000000000000e+00,9.997600889063509300e-01,1.439701476970299185e-04
4.349999999999999645e+00,1.000030737946014714e+00,1.277934934234270503e-04
4.450000000000000178e+00,1.000129929940188012e+00,1.554711381194345799e-04
4.550000000000000711e+00,1.000220982707649808e+00,1.333006706227699500e-04
4.650000000000000355e+00,9.997958141072528226e-01,1.255139872672590500e-04
4.750000000000000000e+00,9.999710105406283134e-01,1.135466492673407104e-04
4.850000000000000533e+00,1.000058831821475147e+00,1.128208593311719968e-04
4.950000000000000178e+00,9.999969250819322752e-01,6.903580982242814301e-05
5.050000000000000711e+00,1.000078320230540552e+00,7.556249925861802824e-05
5.150000000000000355e+00,9.998620542151968049e-01,6.125079575277102067e-05
5.250000000000000000e+00,9.998539127358606615e-01,1.028391591262750186e-04
5.350000000000000533e+00,9.997479171433345524e-01,1.113555966508760788e-04
5.450000000000000178e+00,9.998809721819178487e-01,9.694682297239238524e-05
5.550000000000000711e+00,9.999390798141976067e-01,1.221593463331708217e-04
5.650000000000000355e+00,1.000005831307122062e+00,8.240334886878984460e-05
5.750000000000000000e+00,1.000103634438975542e+00,5.400001543920499329e-05
5.850000000000000533e+00,1.000005102166252602e+00,9.572322367115676913e-05
5.950000000000000178e+00,1.000000143179752055e+00,1.305946310977452605e-04
6.050000000000000711e+00,9.999146020363010035e-01,9.523274737344939529e-05
6.150000000000000355e+00,9.998372430453279502e-01,1.181584662029289525e-04
6.250000000000000000e+00,9.998880950936728240e-01,7.501326823139572129e-05
6.350000000000000533e+00,1.000124334741280263e+00,6.882660907161598578e-05
6.450000000000000178e+00,9.999183199950933965e-01,4.211290068843106393e-05
6.550000000000000711e+00,1.000026355369086684e+00,8.882174218361035475e-05
6.650000000000000355e+00,1.000069391125300466e+00,9.033163566405395925e-05
6.750000000000000000e+00,9.999027125224971835e-01,5.737731891683527184e-05
6.850000000000000533e+00,9.998979827543651444e-01,7.637982966598974067e-05
6.950000000000000178e+00,9.998521481734694571e-01,5.400808620351011850e-05
7.050000000000000711e+00,9.997762935364024051e-01,6.673163268160938193e-05
7.150000000000000355e+00,1.000006511727367320e+00,1.004749502330945353e-04
7.250000000000000000e+00,9.999638223535318726e-01,6.754562551809706794e-05
7.350000000000000533e+00,1.000126909672404363e+00,4.371561303872974896e-05
7.450000000000000178e+00,9.998728666565875889e-01,6.455059882980671568e-05
7.550000000000000711e+00,1.000030557286246680e+00,5.704295579359825943e-05
7.650000000000000355e+00,9.999642153740643247e-01,9.883923347624143959e-05
7.750000000000000000e+00,9.999839356057963480e-01,7.331421628222284056e-05
7.850000000000000533e+00,1.000002071147892080e+00,8.129396989390746573e-05
7.950000000000000178e+00,9.998888894544852857e-01,5.775053967845959643e-05
8.050000000000000711e+00,9.998711225584691054e-01,6.057664825787379027e-05
8.150000000000000355e+00,9.999228776067609070e-01,8.325525069534928774e-05
8.250000000000000000e+00,1.000043035063837404e+00,7.198207404988164022e-05
8.350000000000001421e+00,1.000047220534663994e+00,6.530858158639791578e-05
8.449999999999999289e+00,9.998289080726321387e-01,6.244270681284347954e-05
8.550000000000000711e+00,9.999487149496559812e-01,7.414655398600955008e-05
8.650000000000000355e+00,9.998360475863016239e-01,6.732796308877558714e-05
8.750000000000000000e+00,1.000072700874656162e+00,7.377937833371506400e-05
8.850000000000001421e+00,9.999780618694279477e-01,4.762954018592955750e-05
8.949999999999999289e+00,9.999523063764919062e-01,4.336847471033394429e-05
9.050000000000000711e+00,9.999317882529256130e-01,5.555673674284000854e-05
9.150000000000000355e+00,9.999428921862916209e-01,4.618260859571749507e-05
9.250000000000000000e+00,9.999756070499967731e-01,6.880142924625383752e-05
9.350000000000001421e+00,9.999067835079020750e-01,3.876150931364399070e-05
9.449999999999999289e+00,9.998909838862617416e-01,6.399326122931298382e-05
9.550000000000000711e+00,9.999344697402412496e-01,5.283032292772292011e-05
9.650000000000002132e+00,1.000061087556603168e+00,4.209805933400324863e-05
9.750000000000000000e+00,9.999921096268418186e-01,5.518481649288632836e-05
9.850000000000001421e+00,9.999448298391522272e-01,4.530072647305001434e-05
9.949999999999999289e+00,9.999487733778753551e-01,4.271685303330150928e-05
