r,gSS_mean,gSS_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,2.068133224702044563e-04,6.770517203148830947e-06
9.499999999999999556e-01,4.129089177753614837e-01,3.238153151059205525e-04
1.050000000000000044e+00,2.220946251303600683e+00,5.064580102766680749e-04
1.150000000000000133e+00,2.153525448458773361e+00,3.186294249992224076e-04
1.250000000000000000e+00,1.419848127352972389e+00,3.645044939055977679e-04
1.350000000000000089e+00,9.818451072041058936e-01,2.317769934833636080e-04
1.450000000000000178e+00,7.753953309737493527e-01,2.140766376267378964e-04
1.550000000000000044e+00,7.006223349137141732e-01,1.844239329189835939e-04
1.650000000000000133e+00,7.150496789454651170e-01,1.338782323893144242e-04
1.750000000000000000e+00,8.030507751479423195e-01,1.971416139113489911e-04
1.850000000000000089e+00,9.418122474180389281e-01,1.221775590586456561e-04
1.950000000000000178e+00,1.084850903500643060e+00,1.890562321486130505e-04
2.049999999999999822e+00,1.182130947484330452e+00,1.891423906818364092e-04
2.150000000000000355e+00,1.179707998502389277e+00,1.570234827633934743e-04
2.250000000000000000e+00,1.095282240247039685e+00,2.366939867443822534e-04
2.350000000000000533e+00,9.976834690508201708e-01,1.133128999562727548e-04
2.450000000000000178e+00,9.295804579452990879e-01,1.473371216958490248e-04
2.549999999999999822e+00,9.047133005767766800e-01,1.083022145346107328e-04
2.650000000000000355e+00,9.192188067066628943e-01,1.352340416781131090e-04
2.750000000000000000e+00,9.588847782338513204e-01,1.374989205361149490e-04
2.850000000000000533e+00,1.006049074081224237e+00,1.773512120648842788e-04
2.950000000000000178e+00,1.040912739508863094e+00,1.337662428040331248e-04
3.049999999999999822e+00,1.053422332660170158e+00,1.327660721552070843e-04
3.150000000000000355e+00,1.042888071739798361e+00,1.200680014617731156e-04
3.250000000000000000e+00,1.018416511474329322e+00,1.336793838497093881e-04
3.350000000000000533e+00,9.922097883743561386e-01,1.279457837780321365e-04
3.450000000000000178e+00,9.743558776183581793e-01,1.470833653452839206e-04
3.549999999999999822e+00,9.696590833078622129e-01,6.313228058537289321e-05
3.650000000000000355e+00,9.774885644587006928e-01,1.141298794245028695e-04
3.750000000000000000e+00,9.924826005048921207e-01,1.196230245438877722e-04
3.850000000000000533e+00,1.006748620472119660e+00,8.244139294015622170e-05
3.950000000000000178e+00,1.015876106101088583e+00,1.064182604476409760e-04
4.050000000000000711e+00,1.017059038291896034e+00,6.740555546136960433e-05
4.150000000000000355e+00,1.011429179144359036e+00,7.822080778972532122e-05
4.250000000000000000e+00,1.002758288957334987e+00,9.385501162889661861e-05
4.349999999999999645e+00,9.948948585132019184e-01,6.581221458689737723e-05
4.450000000000000178e+00,9.902968229354817131e-01,1.041429114014524567e-04
4.550000000000000711e+00,9.901405488285801582e-01,1.076706475220959102e-04
4.650000000000000355e+00,9.938557266935298395e-01,8.574951292598764860e-05
4.750000000000000000e+00,9.992274553384239422e-01,1.161154889672085964e-04
4.850000000000000533e+00,1.003768723986384170e+00,1.073897709952081452e-04
4.950000000000000178e+00,1.005907811174288513e+00,7.815851453484228375e-05
5.050000000000000711e+00,1.005499710865652929e+00,8.495505879128480392e-05
5.150000000000000355e+00,1.003005457095099251e+00,6.642359120798293050e-05
5.250000000000000000e+00,9.998598443907450450e-01,7.529483140473938046e-05
5.350000000000000533e+00,9.973959558380458557e-01,5.709491297901001200e-05
5.450000000000000178e+00,9.962450377957031700e-01,6.583978675419917411e-05
5.550000000000000711e+00,9.968359858030557685e-01,7.054519542786237920e-05
5.650000000000000355e+00,9.984511315227960759e-01,5.287411164249469656e-05
5.750000000000000000e+00,1.000338941888616606e+00,5.685903468216849262e-05
5.850000000000000533e+00,1.001773952574547710e+00,6.825612997892601069e-05
5.950000000000000178e+00,1.002258883048337434e+00,7.459030037054925003e-05
6.050000000000000711e+00,1.001689457581767639e+00,5.186494616986698022e-05
6.150000000000000355e+00,1.000590709971730163e+00,6.552485026589633743e-05
6.250000000000000000e+00,9.995137909101927676e-01,8.404989358680334212e-05
6.350000000000000533e+00,9.987713595889976537e-01,6.878948236652548812e-05
6.450000000000000178e+00,9.985022966442574921e-01,6.495845606386917550e-05
6.550000000000000711e+00,9.989911877385864170e-01,5.652952937658163341e-05
6.650000000000000355e+00,9.997518284708313274e-01,6.553308609101842624e-05
6.750000000000000000e+00,1.000278034726067578e+00,4.331084641577002319e-05
6.850000000000000533e+00,1.000787038153611253e+00,4.114259595311272547e-05
6.950000000000000178e+00,1.000789400354773928e+00,5.209471422781122499e-05
7.050000000000000711e+00,1.000536854908663731e+00,4.214278294061044001e-05
7.150000000000000355e+00,1.000025950597758007e+00,3.645519384714797812e-05
7.250000000000000000e+00,9.995966795501225466e-01,3.735007526704707070e-05
7.350000000000000533e+00,9.994707258915814796e-01,6.189542580673161978e-05
7.450000000000000178e+00,9.994670845238953216e-01,4.920654980531212729e-05
7.550000000000000711e+00,9.996153269234667738e-01,5.014248030127600080e-05
7.650000000000000355e+00,9.999136673766862993e-01,5.180978212182449057e-05
7.750000000000000000e+00,1.000257184030407087e+00,6.817606681247764832e-05
7.850000000000000533e+00,1.000356797256961361e+00,3.133744116485685159e-05
7.950000000000000178e+00,1.000268381244005855e+00,3.449162481115238687e-05
8.050000000000000711e+00,1.000105495658070831e+00,4.287428594792686622e-05
8.150000000000000355e+00,9.999300529474652866e-01,5.241867077418590950e-05
8.250000000000000000e+00,9.997474098534271381e-01,4.610533881717232313e-05
8.350000000000001421e+00,9.996497856629569245e-01,4.672824335109595139e-05
8.449999999999999289e+00,9.997137860709278678e-01,4.477019634320838148e-05
8.550000000000000711e+00,9.999339252852337268e-01,3.317979886058280276e-05
8.650000000000000355e+00,1.000035089186045667e+00,4.998858053757680855e-05
8.750000000000000000e+00,1.000190397961519873e+00,5.956667677856064807e-05
8.850000000000001421e+00,1.000046806739028238e+00,3.663119919242609196e-05
8.949999999999999289e+00,1.000040961036311904e+00,3.928835782635560974e-05
9.050000000000000711e+00,1.000009799898551988e+00,5.054704815462585809e-05
9.150000000000000355e+00,9.998797543704303070e-01,4.980761316783718261e-05
9.250000000000000000e+00,9.999060003827573428e-01,2.962008682361392240e-05
9.350000000000001421e+00,9.998136016121061953e-01,3.249841913215636985e-05
9.449999999999999289e+00,9.998467539544325655e-01,2.705555568320424850e-05
9.550000000000000711e+00,9.999573625742685934e-01,3.259684565661485423e-05
9.650000000000002132e+00,9.998488818397198719e-01,2.831918636974280708e-05
9.750000000000000000e+00,9.831784828962337741e-01,7.337230164817554222e-05
9.850000000000001421e+00,9.529873393164191020e-01,9.384826704567761748e-05
9.949999999999999289e+00,9.232709887083208056e-01,7.875565817986503463e-05
