timestep,H(t)_mean,H(t)_err
4.000000000000000222e-01,5.239732000000000278e-01,9.488183168552336011e-03
8.000000000000000444e-01,2.789059999999999873e-01,5.444390875019906699e-03
1.199999999999999956e+00,1.931614000000000386e-01,1.078368977947715204e-02
1.600000000000000089e+00,1.372474000000000194e-01,9.374479887439087292e-03
2.000000000000000000e+00,1.123709999999999987e-01,2.585790923489369314e-03
2.399999999999999911e+00,9.041860000000000175e-02,2.010550859839163682e-03
2.799999999999999822e+00,7.197939999999999894e-02,2.572089279165868866e-03
3.200000000000000178e+00,5.768020000000000092e-02,3.249572024128715136e-03
3.600000000000000089e+00,5.228220000000000089e-02,4.690830655651513116e-03
4.000000000000000000e+00,4.137639999999999374e-02,3.332053129828514010e-03
4.400000000000000355e+00,3.839820000000000733e-02,4.670725211356375355e-04
4.799999999999999822e+00,2.749679999999999833e-02,3.160952173001040002e-03
5.200000000000000178e+00,3.347819999999999963e-02,1.891642815121290146e-03
5.599999999999999645e+00,3.171519999999999895e-02,1.799127132806350744e-03
6.000000000000000000e+00,2.221360000000000001e-02,5.270115032900135436e-03
6.400000000000000355e+00,2.721900000000000014e-02,4.542734782044841740e-03
6.799999999999999822e+00,2.817720000000000294e-02,2.863209918954598854e-03
7.200000000000000178e+00,2.898180000000000200e-02,2.318956821504014176e-03
7.599999999999999645e+00,1.990899999999999961e-02,4.678980369695944982e-03
8.000000000000000000e+00,1.940259999999999901e-02,4.156380896886135989e-03
8.400000000000000355e+00,1.590420000000000028e-02,3.162666381394028080e-03
8.800000000000000711e+00,2.080560000000000048e-02,3.127910462273496197e-03
9.199999999999999289e+00,1.875639999999999946e-02,3.661988825761214317e-03
9.599999999999999645e+00,1.437759999999999906e-02,3.076575963632297885e-03
1.000000000000000000e+01,1.573719999999999980e-02,3.509681458480241791e-03
1.040000000000000036e+01,1.689480000000000148e-02,3.797593861907825642e-03
1.080000000000000071e+01,1.645560000000000078e-02,3.731729633829331937e-03
1.119999999999999929e+01,1.439180000000000147e-02,3.248484452787176076e-03
1.159999999999999964e+01,1.231219999999999884e-02,1.756872459798946131e-03
1.200000000000000000e+01,1.355099999999999881e-02,1.517347389360788456e-03
1.240000000000000036e+01,1.449920000000000028e-02,3.323354892273769779e-03
1.280000000000000071e+01,8.886399999999999161e-03,1.530309334742489249e-03
1.319999999999999929e+01,9.760599999999999485e-03,3.204210395713739858e-03
1.359999999999999964e+01,1.318360000000000018e-02,1.843202609590166054e-03
1.400000000000000000e+01,1.370500000000000017e-02,2.481266833696045560e-03
1.440000000000000036e+01,1.452100000000000092e-02,1.982387071184636262e-03
1.480000000000000071e+01,1.138079999999999994e-02,2.306285832241962343e-03
1.519999999999999929e+01,1.102540000000000117e-02,1.275857186365307984e-03
1.559999999999999964e+01,8.052000000000000129e-03,1.784304262170552423e-03
1.600000000000000000e+01,8.850000000000000228e-03,2.141712282263889388e-03
1.639999999999999858e+01,4.624800000000000091e-03,7.745555757981476734e-04
1.680000000000000071e+01,4.222399999999999418e-03,1.801304155327467134e-03
