t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000222e-01,1.369757449999999608e+02,1.577540719699045191e+01
8.000000000000000444e-01,9.570759499999999775e+01,7.866465967077010291e+00
1.199999999999999956e+00,8.013581111111110999e+01,5.169791006322548732e+00
1.600000000000000089e+00,7.168237499999997908e+01,3.860309348386368189e+00
2.000000000000000000e+00,6.610754333333333932e+01,3.005948621371001384e+00
2.399999999999999911e+00,6.232914722222223247e+01,2.563087466595826314e+00
2.799999999999999822e+00,5.936390238095238203e+01,2.222100662498498469e+00
3.200000000000000178e+00,5.696224374999999185e+01,1.986115719278963132e+00
3.600000000000000089e+00,5.501974444444444146e+01,1.815353977655153050e+00
4.000000000000000000e+00,5.339706166666665865e+01,1.659947981162955832e+00
4.400000000000000355e+00,5.213506515151514975e+01,1.574355235843208245e+00
4.799999999999999822e+00,5.088732638888889426e+01,1.494213254678013580e+00
5.200000000000000178e+00,4.987693846153845811e+01,1.447536405097332057e+00
5.599999999999999645e+00,4.889316309523810844e+01,1.372788999778454810e+00
6.000000000000000000e+00,4.808377000000000123e+01,1.315705448287377344e+00
6.400000000000000355e+00,4.739168645833332505e+01,1.266255269745558465e+00
6.799999999999999822e+00,4.673462843137255618e+01,1.227100209975704681e+00
7.200000000000000178e+00,4.614766296296296133e+01,1.201810375880011161e+00
7.599999999999999645e+00,4.558390087719298833e+01,1.169014514992963161e+00
8.000000000000000000e+00,4.510604666666666418e+01,1.150696973836957016e+00
8.400000000000000355e+00,4.464711190476189984e+01,1.140285274137233795e+00
8.800000000000000711e+00,4.421007954545454766e+01,1.137127982171993956e+00
9.199999999999999289e+00,4.383551304347826516e+01,1.125950203640554648e+00
9.599999999999999645e+00,4.346384375000000944e+01,1.119088876099950003e+00
1.000000000000000000e+01,4.314203933333332941e+01,1.110443356446424668e+00
1.040000000000000036e+01,4.283169551282050946e+01,1.094832989029385528e+00
1.080000000000000071e+01,4.256476851851850540e+01,1.100251270227821765e+00
1.119999999999999929e+01,4.226149583333334192e+01,1.086445886843541819e+00
1.159999999999999964e+01,4.200213505747127840e+01,1.083565586594498864e+00
1.200000000000000000e+01,4.173637277777778110e+01,1.080691549319164890e+00
1.240000000000000036e+01,4.152195376344085531e+01,1.073840341212670468e+00
1.280000000000000071e+01,4.127308333333332513e+01,1.057956028609875254e+00
1.319999999999999929e+01,4.105018838383839608e+01,1.059772496273516440e+00
1.359999999999999964e+01,4.082808137254902192e+01,1.064297217730079792e+00
1.400000000000000000e+01,4.062550428571428540e+01,1.062094789003384276e+00
1.440000000000000036e+01,4.043285648148148681e+01,1.057460209733158907e+00
1.480000000000000071e+01,4.025261306306306608e+01,1.054971405662763484e+00
1.519999999999999929e+01,4.007791973684211229e+01,1.059182937179196982e+00
1.559999999999999964e+01,3.990059871794871782e+01,1.051768023459765056e+00
1.600000000000000000e+01,3.973657833333332690e+01,1.049783003635214040e+00
1.639999999999999858e+01,3.958549634146342555e+01,1.047207973767875888e+00
1.680000000000000071e+01,3.943380674603174896e+01,1.049360302142238632e+00
1.719999999999999929e+01,3.928387596899225542e+01,1.047681738283986919e+00
1.760000000000000142e+01,3.912628333333333330e+01,1.054530979580083905e+00
1.800000000000000000e+01,3.899326925925925025e+01,1.065375162848184010e+00
1.839999999999999858e+01,3.885226304347825987e+01,1.075892175026905040e+00
1.880000000000000071e+01,3.870683049645389673e+01,1.086236050625464689e+00
1.919999999999999929e+01,3.857036319444444672e+01,1.093873445888859042e+00
1.960000000000000142e+01,3.844354285714285879e+01,1.105515242168767509e+00
2.000000000000000000e+01,3.830961999999999534e+01,1.113117671474201487e+00
2.039999999999999858e+01,3.818868300653595327e+01,1.125145903892159849e+00
2.080000000000000071e+01,3.806918910256409561e+01,1.145517649977484176e+00
2.119999999999999929e+01,3.792862893081761655e+01,1.149060815515853262e+00
2.160000000000000142e+01,3.778834567901234465e+01,1.160964447513496589e+00
2.200000000000000000e+01,3.766761515151515027e+01,1.172514534189414759e+00
2.239999999999999858e+01,3.754950000000000188e+01,1.193564712258283755e+00
2.280000000000000071e+01,3.743389181286549672e+01,1.210987633558368470e+00
2.319999999999999929e+01,3.731568678160920172e+01,1.219567555907615786e+00
2.360000000000000142e+01,3.721593785310733438e+01,1.233734989917802061e+00
2.400000000000000000e+01,3.711993611111110880e+01,1.240850790469457454e+00
2.439999999999999858e+01,3.702025956284153096e+01,1.247613923226715826e+00
2.480000000000000071e+01,3.692197043010752111e+01,1.253874839778273520e+00
2.519999999999999929e+01,3.681841798941799482e+01,1.254665149079287945e+00
2.560000000000000142e+01,3.672038802083333309e+01,1.258297025681997194e+00
2.600000000000000000e+01,3.661923589743589957e+01,1.258311090548000388e+00
2.639999999999999858e+01,3.653317929292929023e+01,1.260629675236260239e+00
2.680000000000000071e+01,3.643449502487562341e+01,1.265814815604371590e+00
2.719999999999999929e+01,3.635266176470589272e+01,1.270393414345660110e+00
2.760000000000000142e+01,3.626418115942028209e+01,1.276389348387354294e+00
2.800000000000000000e+01,3.618461428571428939e+01,1.281553919529776264e+00
2.839999999999999858e+01,3.609712676056339120e+01,1.281711768459767864e+00
2.880000000000000071e+01,3.601759490740739977e+01,1.281561355859939688e+00
2.919999999999999929e+01,3.591946118721460834e+01,1.284397345508910160e+00
2.960000000000000142e+01,3.583359459459459373e+01,1.283511606283572082e+00
3.000000000000000000e+01,3.575553777777777498e+01,1.288967629509651713e+00
3.039999999999999858e+01,3.568583114035088499e+01,1.294367106343812912e+00
3.080000000000000071e+01,3.561479437229437650e+01,1.302371293041881595e+00
3.119999999999999929e+01,3.554984615384616120e+01,1.304592658346898748e+00
3.160000000000000142e+01,3.547728270042194509e+01,1.306579547407082043e+00
3.200000000000000000e+01,3.540830416666666736e+01,1.309666130114399474e+00
3.239999999999999858e+01,3.533492386831277088e+01,1.316559812838264731e+00
3.279999999999999716e+01,3.526345121951219852e+01,1.320802571011344684e+00
3.320000000000000284e+01,3.519619076305220062e+01,1.324314643329612906e+00
3.360000000000000142e+01,3.513593055555555367e+01,1.332440099690513247e+00
3.400000000000000000e+01,3.507577843137254803e+01,1.338639474309937238e+00
3.439999999999999858e+01,3.499981395348838475e+01,1.341684831658346733e+00
3.479999999999999716e+01,3.494155747126436751e+01,1.345517154877321930e+00
3.520000000000000284e+01,3.488039015151515088e+01,1.349207126866815321e+00
3.560000000000000142e+01,3.482691947565542279e+01,1.350577287704882723e+00
3.600000000000000000e+01,3.475836481481481144e+01,1.357836167147335127e+00
3.639999999999999858e+01,3.470784798534798199e+01,1.365701230994986304e+00
3.679999999999999716e+01,3.465177536231884403e+01,1.375375602594234081e+00
3.720000000000000284e+01,3.459938530465949214e+01,1.380132422276950876e+00
3.760000000000000142e+01,3.455217907801419130e+01,1.386453757465901271e+00
3.800000000000000000e+01,3.450728070175438233e+01,1.390969132150752907e+00
3.839999999999999858e+01,3.445880902777778232e+01,1.396568617245364408e+00
3.879999999999999716e+01,3.442048453608247627e+01,1.401145021536118751e+00
3.920000000000000284e+01,3.436366666666666703e+01,1.403822972533844693e+00
3.960000000000000142e+01,3.432196296296295657e+01,1.404831702005601590e+00
4.000000000000000000e+01,3.428866166666666970e+01,1.409111487826198772e+00
4.039999999999999858e+01,3.424107260726073321e+01,1.415241290463473245e+00
4.079999999999999716e+01,3.420521732026143980e+01,1.419112182094305341e+00
4.120000000000000284e+01,3.417401618122976714e+01,1.421685472136533734e+00
4.160000000000000142e+01,3.414175641025640573e+01,1.420061570202792556e+00
4.200000000000000000e+01,3.410414603174603343e+01,1.420112866039262567e+00
4.239999999999999858e+01,3.407174685534592129e+01,1.420222970472714508e+00
4.279999999999999716e+01,3.402384890965733177e+01,1.419634886708955213e+00
4.320000000000000284e+01,3.398828858024690192e+01,1.424627358221283613e+00
4.360000000000000142e+01,3.395404281345565067e+01,1.423483921664541851e+00
4.400000000000000000e+01,3.391813333333332992e+01,1.423075184633002310e+00
4.439999999999999858e+01,3.388074024024024311e+01,1.422393389296760624e+00
4.479999999999999716e+01,3.383742857142857474e+01,1.419403289106157207e+00
4.520000000000000284e+01,3.379045280235987292e+01,1.419349858709890055e+00
4.560000000000000142e+01,3.374542690058479621e+01,1.419199871719380557e+00
4.600000000000000000e+01,3.370435652173912899e+01,1.419907400386545060e+00
4.639999999999999858e+01,3.365774137931035170e+01,1.418754462319897325e+00
4.679999999999999716e+01,3.361676068376068827e+01,1.421401524332954747e+00
4.720000000000000284e+01,3.357032344632767717e+01,1.423274371617689660e+00
4.760000000000000142e+01,3.352949019607843439e+01,1.421904361772101000e+00
4.800000000000000000e+01,3.349836666666666218e+01,1.421543758559083992e+00
4.839999999999999858e+01,3.346803305785124394e+01,1.422892421718769285e+00
4.879999999999999716e+01,3.343327322404373092e+01,1.421451699871146834e+00
4.920000000000000284e+01,3.339776151761517298e+01,1.420767477094740272e+00
4.960000000000000142e+01,3.336313709677419581e+01,1.417881856680020425e+00
5.000000000000000000e+01,3.332891733333333661e+01,1.415081824005703703e+00
5.039999999999999858e+01,3.329694444444444912e+01,1.412480805816318519e+00
