cluster_size, probability, probability_err
1.000000000000000000e+00,5.825285329157320335e-01,1.030511112207716873e-03
2.000000000000000000e+00,1.655712786545283921e-01,6.497228127558567949e-04
3.000000000000000000e+00,7.563183526329843309e-02,3.877873762294722785e-04
4.000000000000000000e+00,4.308055616793535908e-02,5.663370675171421412e-04
5.000000000000000000e+00,2.729186565382763982e-02,6.093064677652024777e-05
6.000000000000000000e+00,1.907493686773033617e-02,2.798487187522520191e-04
7.000000000000000000e+00,1.345124350056740858e-02,2.456133796712516807e-04
8.000000000000000000e+00,1.024918027130915059e-02,2.248983735823897011e-04
9.000000000000000000e+00,8.224668729701088699e-03,1.170241763727736007e-04
1.000000000000000000e+01,6.145062345932171544e-03,5.402907485173543328e-05
1.100000000000000000e+01,5.048464016641450273e-03,3.929588401835682404e-05
1.200000000000000000e+01,4.263518048545664012e-03,2.940628626708019987e-05
1.300000000000000000e+01,3.658422239448683253e-03,1.013632585125160389e-04
1.400000000000000000e+01,3.116216768205175031e-03,5.097101035350173757e-05
1.500000000000000000e+01,2.665322889537003002e-03,2.429636836267794507e-05
1.600000000000000000e+01,2.268154319065050079e-03,7.416686656982938400e-05
1.700000000000000000e+01,2.114625863148511184e-03,2.575546431271387372e-05
1.800000000000000000e+01,1.860609076800577881e-03,7.478608167883232956e-05
1.900000000000000000e+01,1.525623126436824809e-03,8.628935550911648940e-05
2.000000000000000000e+01,1.339769756104060858e-03,9.711881747211243679e-05
2.100000000000000000e+01,1.113323489850088924e-03,5.591041975411454885e-05
2.200000000000000000e+01,1.110862882367997248e-03,3.147369040187771174e-05
2.300000000000000000e+01,9.788540167963916735e-04,3.887488138051832748e-05
2.400000000000000000e+01,9.867633280370611496e-04,4.240825679465709677e-05
2.500000000000000000e+01,8.540787749903860785e-04,3.656852284146221567e-05
2.600000000000000000e+01,7.477066625823722149e-04,5.373040494173521591e-05
2.700000000000000000e+01,7.527653588682666668e-04,1.821701132576206001e-05
2.800000000000000000e+01,6.604663267764722704e-04,3.081131926820111029e-05
2.900000000000000000e+01,5.502579963501027507e-04,7.616059373958714799e-05
