t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000222e-01,1.203234693333333325e+03,1.525865054853288996e+02
8.000000000000000444e-01,7.788434133333332738e+02,7.693754168744627009e+01
1.199999999999999956e+00,6.316304444444446062e+02,5.154530505898765114e+01
1.600000000000000089e+00,5.572686133333332918e+02,3.945916805658360715e+01
2.000000000000000000e+00,5.126678080000000364e+02,3.211174530049016340e+01
2.399999999999999911e+00,4.825900222222223306e+02,2.745300551823360635e+01
2.799999999999999822e+00,4.611489599999999882e+02,2.411098646843104021e+01
3.200000000000000178e+00,4.449928666666666004e+02,2.164249908051001370e+01
3.600000000000000089e+00,4.325389037037037383e+02,1.978421191722759431e+01
4.000000000000000000e+00,4.221398133333333362e+02,1.830201418365600929e+01
4.400000000000000355e+00,4.133454787878787329e+02,1.721134685557217026e+01
4.799999999999999822e+00,4.066835555555556425e+02,1.645729258450707633e+01
5.200000000000000178e+00,4.002165128205128326e+02,1.570522019249530388e+01
5.599999999999999645e+00,3.944592761904763165e+02,1.515763234345489963e+01
6.000000000000000000e+00,3.899483911111111070e+02,1.454130267111226438e+01
6.400000000000000355e+00,3.858356333333332486e+02,1.422167764156595915e+01
6.799999999999999822e+00,3.821164235294117475e+02,1.395126714837954474e+01
7.200000000000000178e+00,3.786419111111110283e+02,1.358809798546462844e+01
7.599999999999999645e+00,3.758769684210527089e+02,1.334182395240505947e+01
8.000000000000000000e+00,3.729970266666666134e+02,1.314146871719659515e+01
8.400000000000000355e+00,3.705312380952380522e+02,1.289739416320132648e+01
8.800000000000000711e+00,3.682692727272727780e+02,1.267870899384142191e+01
9.199999999999999289e+00,3.662326028985507378e+02,1.266683183327080009e+01
9.599999999999999645e+00,3.641367888888888729e+02,1.259704575349411648e+01
1.000000000000000000e+01,3.625315200000000004e+02,1.252260599706168875e+01
1.040000000000000036e+01,3.606123179487179300e+02,1.236972610198644951e+01
1.080000000000000071e+01,3.591270913580245860e+02,1.228411843721102592e+01
1.119999999999999929e+01,3.578729523809524835e+02,1.222894145106003450e+01
1.159999999999999964e+01,3.565461241379310309e+02,1.222507023204784637e+01
1.200000000000000000e+01,3.552373955555555654e+02,1.227874110832881804e+01
1.240000000000000036e+01,3.538965333333333092e+02,1.229909805195403116e+01
1.280000000000000071e+01,3.526215499999999565e+02,1.226141007682005934e+01
1.319999999999999929e+01,3.515071353535354319e+02,1.225240137103883420e+01
1.359999999999999964e+01,3.500739372549020345e+02,1.223655451305496911e+01
1.400000000000000000e+01,3.490469485714286293e+02,1.223177347654274882e+01
1.440000000000000036e+01,3.480314666666666312e+02,1.222744833120586350e+01
1.480000000000000071e+01,3.470613045045043918e+02,1.220777893291174010e+01
1.519999999999999929e+01,3.461728631578947670e+02,1.217896226289798101e+01
1.559999999999999964e+01,3.452155008547009061e+02,1.213470451367613911e+01
1.600000000000000000e+01,3.442427800000000389e+02,1.207021539348576233e+01
1.639999999999999858e+01,3.431988357723577110e+02,1.202044621871141317e+01
1.680000000000000071e+01,3.422033650793650281e+02,1.198743499638045584e+01
1.719999999999999929e+01,3.413306480620155412e+02,1.195388415158982376e+01
1.760000000000000142e+01,3.404937272727271989e+02,1.198324973742528599e+01
1.800000000000000000e+01,3.398931496296296473e+02,1.202036869479934467e+01
1.839999999999999858e+01,3.392352521739130680e+02,1.205969452890964355e+01
1.880000000000000071e+01,3.385613957446807945e+02,1.212331892383395626e+01
