t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,8.008053750000000415e-01,1.592507159375444433e-03
8.000000000000000000e+00,6.001564791666665899e-01,8.678891109592815284e-04
1.200000000000000000e+01,5.359288472222221156e-01,5.737014823028255273e-04
1.600000000000000000e+01,5.041675520833333035e-01,4.260278178072708427e-04
2.000000000000000000e+01,4.855463916666666324e-01,3.028478094468035529e-04
2.400000000000000000e+01,4.734358402777777419e-01,2.436216066148028678e-04
2.800000000000000000e+01,4.648427499999999712e-01,2.354300643349216003e-04
3.200000000000000000e+01,4.584976249999999642e-01,1.928511934807956082e-04
3.600000000000000000e+01,4.535740277777777218e-01,1.665147224054888209e-04
4.000000000000000000e+01,4.496797083333333167e-01,1.473641225213296506e-04
4.400000000000000000e+01,4.465652272727272942e-01,1.703972668445938136e-04
4.800000000000000000e+01,4.438549652777778465e-01,1.297451437413360933e-04
5.200000000000000000e+01,4.416871794871794488e-01,1.298017039876501837e-04
5.600000000000000000e+01,4.397865178571429001e-01,1.091185066151606514e-04
6.000000000000000000e+01,4.381956388888889609e-01,1.028981698111294894e-04
6.400000000000000000e+01,4.367573177083333147e-01,9.826254270340755185e-05
6.800000000000000000e+01,4.355810294117646864e-01,8.891596419394179524e-05
7.200000000000000000e+01,4.344920370370370932e-01,1.004176117507948212e-04
7.600000000000000000e+01,4.335021929824561804e-01,9.965551880058613017e-05
8.000000000000000000e+01,4.326074375000000249e-01,1.004133675211057276e-04
8.400000000000000000e+01,4.317987698412698028e-01,8.575335615029633786e-05
8.800000000000000000e+01,4.310989962121212216e-01,8.966447771261752491e-05
9.200000000000000000e+01,4.304114673913043698e-01,8.831238816228290567e-05
9.600000000000000000e+01,4.298545833333332622e-01,9.646808553235224981e-05
1.000000000000000000e+02,4.292833333333333501e-01,9.258424925372947935e-05
1.040000000000000000e+02,4.287548397435897440e-01,8.694280339911068833e-05
1.080000000000000000e+02,4.283304012345679479e-01,8.083380537569486248e-05
1.120000000000000000e+02,4.278922470238095133e-01,8.196606476309162574e-05
1.160000000000000000e+02,4.274545833333333600e-01,7.946083983075635869e-05
1.200000000000000000e+02,4.270946111111111887e-01,7.492835455410776463e-05
1.240000000000000000e+02,4.267429032258064359e-01,8.427199458258166403e-05
1.280000000000000000e+02,4.264285286458333601e-01,7.731709349475278435e-05
