r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,1.826282616975287464e-04,9.366241399243850765e-06
9.499999999999999556e-01,4.089840933879047569e-01,2.460296233365009445e-04
1.050000000000000044e+00,2.203901040619430152e+00,4.589164111428484672e-04
1.150000000000000133e+00,2.141106669539061702e+00,5.403594742960733579e-04
1.250000000000000000e+00,1.414869671346792535e+00,4.894302911674000946e-04
1.350000000000000089e+00,9.804795356520447092e-01,4.507436501964248352e-04
1.450000000000000178e+00,7.744257269748164862e-01,3.848242600074792247e-04
1.550000000000000044e+00,7.007667875478096331e-01,1.034462082955794188e-04
1.650000000000000133e+00,7.144557807975001618e-01,2.325106133844413378e-04
1.750000000000000000e+00,8.031651598558886551e-01,2.759769970445248924e-04
1.850000000000000089e+00,9.410646087679621630e-01,1.824015289779989675e-04
1.950000000000000178e+00,1.083906878275060937e+00,1.213380163384364862e-04
2.049999999999999822e+00,1.180628870108897832e+00,2.711357928446305366e-04
2.150000000000000355e+00,1.179037945905873741e+00,1.949373774381902202e-04
2.250000000000000000e+00,1.095410279390837793e+00,1.613431745079467114e-04
2.350000000000000533e+00,9.986812113567520299e-01,2.507150764127620644e-04
2.450000000000000178e+00,9.303517072934726073e-01,1.853848412384818142e-04
2.549999999999999822e+00,9.059295234396508301e-01,1.488799156824916728e-04
2.650000000000000355e+00,9.192331183785930060e-01,1.671339171481948200e-04
2.750000000000000000e+00,9.585753803774668125e-01,1.184192275733841611e-04
2.850000000000000533e+00,1.005515790403163523e+00,2.222074888289707188e-04
2.950000000000000178e+00,1.039995495957999783e+00,2.157695318160261539e-04
3.049999999999999822e+00,1.053222497969780402e+00,1.580351445023761299e-04
3.150000000000000355e+00,1.042670980200132380e+00,1.159487492116709017e-04
3.250000000000000000e+00,1.018925266495741333e+00,1.121751984947667684e-04
3.350000000000000533e+00,9.930358359522131195e-01,1.057146903787496223e-04
3.450000000000000178e+00,9.747443102007380400e-01,1.312504612228182304e-04
3.549999999999999822e+00,9.701207216099116959e-01,1.444499237949079190e-04
3.650000000000000355e+00,9.777377411643259908e-01,1.708128259542104931e-04
3.750000000000000000e+00,9.922572847006490004e-01,1.507006725521227214e-04
3.850000000000000533e+00,1.006660842005212997e+00,1.087396877308280461e-04
3.950000000000000178e+00,1.015879271084774826e+00,1.399655947355377876e-04
4.050000000000000711e+00,1.016919622190586514e+00,7.663605316711844288e-05
4.150000000000000355e+00,1.011563387371377631e+00,1.320456807546862242e-04
4.250000000000000000e+00,1.002694529687951253e+00,1.333800686079626274e-04
4.349999999999999645e+00,9.950484646624042639e-01,1.237133359481202199e-04
4.450000000000000178e+00,9.906505164752701376e-01,8.259266992700454795e-05
4.550000000000000711e+00,9.904708391011670665e-01,8.633948905464958884e-05
4.650000000000000355e+00,9.940087638251373647e-01,1.899103598154038746e-04
4.750000000000000000e+00,9.991632915836501372e-01,9.935116960241234638e-05
4.850000000000000533e+00,1.003697522691360922e+00,1.141780414038462025e-04
4.950000000000000178e+00,1.005996329705383996e+00,5.705612103150553435e-05
5.050000000000000711e+00,1.005415028180731474e+00,9.608967408086100228e-05
5.150000000000000355e+00,1.003248394039978564e+00,8.266424780418666891e-05
5.250000000000000000e+00,1.000008867194834838e+00,1.172333775232042743e-04
5.350000000000000533e+00,9.974851650015237325e-01,9.253865243753257603e-05
5.450000000000000178e+00,9.965624249458373551e-01,5.050262240993329076e-05
5.550000000000000711e+00,9.971265926434561555e-01,6.200289779938040579e-05
5.650000000000000355e+00,9.986707197543494008e-01,7.584174709754991600e-05
5.750000000000000000e+00,1.000391246405801127e+00,8.524283283143397900e-05
5.850000000000000533e+00,1.001890645004005709e+00,4.476179536745184592e-05
5.950000000000000178e+00,1.002066791995138928e+00,5.681361311935439942e-05
6.050000000000000711e+00,1.001766571863647926e+00,1.062315263873001014e-04
6.150000000000000355e+00,1.000771551839731988e+00,5.761573589213229535e-05
6.250000000000000000e+00,9.996084906750150045e-01,8.191118031298708470e-05
6.350000000000000533e+00,9.990733243405032216e-01,6.963254555434073023e-05
6.450000000000000178e+00,9.987792172001876967e-01,2.394067249237925214e-05
6.550000000000000711e+00,9.989257322468301226e-01,7.969552103376333671e-05
6.650000000000000355e+00,9.999114297745823610e-01,4.492842110915699948e-05
6.750000000000000000e+00,1.000477905142745039e+00,7.141320443602880387e-05
6.850000000000000533e+00,1.000776049527219103e+00,6.573717025419639943e-05
6.950000000000000178e+00,1.000797067571166155e+00,7.016630127672995540e-05
7.050000000000000711e+00,1.000590670316660713e+00,6.750564972244825848e-05
7.150000000000000355e+00,1.000167664763330189e+00,9.750194906085986248e-05
7.250000000000000000e+00,9.998750296801173221e-01,5.176638298487351597e-05
7.350000000000000533e+00,9.996074287751863796e-01,4.563357558109908070e-05
7.450000000000000178e+00,9.995042687903795686e-01,7.531661031854274251e-05
7.550000000000000711e+00,9.996720794987059566e-01,3.751289937975080491e-05
7.650000000000000355e+00,1.000102122136514726e+00,6.393896598792995589e-05
7.750000000000000000e+00,1.000113423531504786e+00,1.092699451146811107e-04
7.850000000000000533e+00,1.000354731909193884e+00,7.049765171774212305e-05
7.950000000000000178e+00,1.000223545643269762e+00,8.319213346986928392e-05
8.050000000000000711e+00,1.000295735913234063e+00,5.055619449003263518e-05
8.150000000000000355e+00,1.000034647120085829e+00,4.102502551060974579e-05
8.250000000000000000e+00,1.000057995170445801e+00,4.050511004287274223e-05
8.350000000000001421e+00,1.000066123371516014e+00,6.635916632340641550e-05
8.449999999999999289e+00,9.999684726484769914e-01,5.487784525408908248e-05
8.550000000000000711e+00,9.999889747696787401e-01,4.821741847543779022e-05
8.650000000000000355e+00,9.999661248617801590e-01,6.246646545089896843e-05
8.750000000000000000e+00,1.000152099118941873e+00,5.848750081598554952e-05
8.850000000000001421e+00,1.000242925980517228e+00,4.424065599431447541e-05
8.949999999999999289e+00,1.000110756334272599e+00,7.259103410620455158e-05
9.050000000000000711e+00,1.000100031442246795e+00,5.725108395909558060e-05
9.150000000000000355e+00,1.000181843793425784e+00,6.076278763884562328e-05
9.250000000000000000e+00,1.000017865202043721e+00,4.174436426718767428e-05
9.350000000000001421e+00,9.999596005323697634e-01,4.865345571553239800e-05
9.449999999999999289e+00,9.999081975903683084e-01,3.408362468198567629e-05
9.550000000000000711e+00,9.999695301353407340e-01,5.316382778877881330e-05
9.650000000000002132e+00,1.000153979130476101e+00,3.075468732263942013e-05
9.750000000000000000e+00,1.000161969797691119e+00,3.597558945829890396e-05
9.850000000000001421e+00,1.000051782412286538e+00,3.389689786505641495e-05
9.949999999999999289e+00,1.000070754779917692e+00,3.007013022003318699e-05
