r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,1.731439946615119876e-04,1.643914308062565185e-05
9.499999999999999556e-01,4.079605281883526002e-01,4.757944647150424131e-04
1.050000000000000044e+00,2.202414466659340597e+00,8.589628134398452197e-04
1.150000000000000133e+00,2.141637237916754533e+00,8.814406649455985192e-04
1.250000000000000000e+00,1.415895361340007153e+00,7.069373008046457704e-04
1.350000000000000089e+00,9.805366432820079581e-01,9.537963800029482979e-04
1.450000000000000178e+00,7.746929236495877502e-01,2.532630338652873555e-04
1.550000000000000044e+00,7.009767475156584160e-01,2.356429270109087007e-04
1.650000000000000133e+00,7.148545213401963361e-01,5.062598262391917623e-04
1.750000000000000000e+00,8.022692069829415740e-01,5.029432903090951760e-04
1.850000000000000089e+00,9.406407866877618540e-01,3.744840832252388355e-04
1.950000000000000178e+00,1.083722179304351219e+00,3.296632837244993573e-04
2.049999999999999822e+00,1.180354027654969773e+00,3.368196958627426739e-04
2.150000000000000355e+00,1.178739061267196409e+00,1.557288161994473542e-04
2.250000000000000000e+00,1.095611964937099447e+00,2.650027756867972596e-04
2.350000000000000533e+00,9.986759288811082325e-01,2.757760887243885508e-04
2.450000000000000178e+00,9.309172612476915853e-01,2.517769196158220197e-04
2.549999999999999822e+00,9.058675240999827238e-01,1.934563543203492370e-04
2.650000000000000355e+00,9.198766866147216614e-01,2.308952989185407759e-04
2.750000000000000000e+00,9.589661369646964584e-01,2.283287744963100757e-04
2.850000000000000533e+00,1.005408441627289484e+00,2.107099259637631625e-04
2.950000000000000178e+00,1.040412030520784015e+00,1.425867019263390946e-04
3.049999999999999822e+00,1.053015421652669481e+00,2.741543321871271212e-04
3.150000000000000355e+00,1.042508540161857900e+00,2.899906809877157688e-04
3.250000000000000000e+00,1.018653308469185115e+00,2.276566818542044904e-04
3.350000000000000533e+00,9.930120914950775202e-01,2.590153208715566735e-04
3.450000000000000178e+00,9.752422224085190994e-01,2.040252302848281657e-04
3.549999999999999822e+00,9.704827400394483439e-01,2.688930784704002372e-04
3.650000000000000355e+00,9.776081714432862668e-01,1.934920022171571457e-04
3.750000000000000000e+00,9.918953037485126467e-01,2.061762044755136958e-04
3.850000000000000533e+00,1.006834842007167108e+00,2.086713906514353080e-04
3.950000000000000178e+00,1.015786895117563482e+00,1.885557238502827730e-04
4.050000000000000711e+00,1.017247306896152725e+00,2.693126212677324758e-04
4.150000000000000355e+00,1.011595923090772287e+00,1.312991876064989168e-04
4.250000000000000000e+00,1.003365446264886440e+00,2.069270498142461857e-04
4.349999999999999645e+00,9.951590948941204662e-01,1.440544818026153959e-04
4.450000000000000178e+00,9.906248530255188367e-01,1.563836743548353294e-04
4.550000000000000711e+00,9.906550317475618650e-01,1.493931339412131259e-04
4.650000000000000355e+00,9.938986457427180232e-01,1.161353156994642633e-04
4.750000000000000000e+00,9.991406624801030256e-01,1.721287311231018010e-04
4.850000000000000533e+00,1.003593647715775861e+00,1.334918168666982929e-04
4.950000000000000178e+00,1.006229184914144481e+00,1.356851130707087741e-04
5.050000000000000711e+00,1.005521288908323818e+00,1.000919677808344218e-04
5.150000000000000355e+00,1.003239652509712032e+00,1.605777425875316313e-04
5.250000000000000000e+00,9.999003673838527950e-01,1.681318846155653091e-04
5.350000000000000533e+00,9.979074078898781952e-01,1.294745848301210450e-04
5.450000000000000178e+00,9.965739577392618287e-01,1.291333885198688632e-04
5.550000000000000711e+00,9.972237117920144112e-01,1.239816044483805395e-04
5.650000000000000355e+00,9.985323025374238659e-01,1.319975175488518552e-04
5.750000000000000000e+00,1.000360078770671901e+00,7.755912479310658769e-05
5.850000000000000533e+00,1.001982846756567458e+00,1.532475522412126302e-04
5.950000000000000178e+00,1.002188968137315506e+00,1.113057979224422908e-04
6.050000000000000711e+00,1.001764880630504173e+00,1.236555633127311721e-04
6.150000000000000355e+00,1.000895251296137767e+00,1.044500688484902815e-04
6.250000000000000000e+00,9.998486167105060662e-01,8.568183196613172407e-05
6.350000000000000533e+00,9.988669807125898359e-01,8.039219245244429266e-05
6.450000000000000178e+00,9.987742321769339515e-01,1.189619825360961321e-04
6.550000000000000711e+00,9.991813517150592849e-01,9.890824216741507708e-05
6.650000000000000355e+00,9.999104525557822587e-01,9.758635756370291365e-05
6.750000000000000000e+00,1.000470675742032522e+00,8.762967949556206863e-05
6.850000000000000533e+00,1.000928065910731357e+00,1.304849210756135324e-04
6.950000000000000178e+00,1.000852600576256801e+00,1.001314809743889455e-04
7.050000000000000711e+00,1.000471525267489614e+00,7.808901116712950810e-05
7.150000000000000355e+00,1.000319478952319541e+00,1.274092924506827970e-04
7.250000000000000000e+00,9.998984967117771072e-01,8.966425315729718230e-05
7.350000000000000533e+00,9.997227649580471276e-01,7.931396861375154806e-05
7.450000000000000178e+00,9.996746705141943412e-01,1.041423551402172762e-04
7.550000000000000711e+00,9.998034654789471620e-01,1.159791608774727293e-04
7.650000000000000355e+00,1.000109692017304486e+00,9.644899952112364607e-05
7.750000000000000000e+00,1.000395160676868400e+00,8.130015912398504986e-05
7.850000000000000533e+00,1.000351987940980791e+00,7.004802777093234077e-05
7.950000000000000178e+00,1.000456624297403341e+00,7.047318305473504029e-05
8.050000000000000711e+00,1.000124459791686071e+00,8.575545901724159652e-05
8.150000000000000355e+00,1.000204667757278454e+00,7.705700767179892374e-05
8.250000000000000000e+00,9.999857931693820756e-01,9.123216542050407345e-05
8.350000000000001421e+00,9.998427388268066318e-01,1.262792159053682925e-04
8.449999999999999289e+00,9.999101928838669551e-01,9.634478936612743286e-05
8.550000000000000711e+00,1.000240580082961239e+00,5.826469691595493439e-05
8.650000000000000355e+00,1.000121616154014736e+00,7.855995032981369429e-05
8.750000000000000000e+00,1.000242032704441009e+00,5.846778651859129837e-05
8.850000000000001421e+00,1.000300183894971884e+00,1.018005932922891657e-04
8.949999999999999289e+00,1.000313086268288965e+00,1.000114551414322216e-04
9.050000000000000711e+00,1.000147972979025468e+00,7.716782685830842739e-05
9.150000000000000355e+00,1.000179177513249140e+00,8.176103394077741300e-05
9.250000000000000000e+00,1.000006313043299899e+00,8.789047824244439872e-05
9.350000000000001421e+00,1.000056727681837732e+00,7.103605213405997008e-05
9.449999999999999289e+00,1.000084932353922706e+00,8.939681862249240752e-05
9.550000000000000711e+00,1.000177706565264835e+00,3.462924621426959081e-05
9.650000000000002132e+00,1.000057989614722365e+00,8.335165971515003059e-05
9.750000000000000000e+00,1.000109538799933251e+00,6.919627318395593174e-05
9.850000000000001421e+00,1.000318084398886143e+00,1.229628682011830174e-04
9.949999999999999289e+00,1.000011027306596301e+00,6.941012473329354645e-05
