t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,1.882002541666666362e-01,3.487749916069771854e-04
8.000000000000000000e+00,1.387755104166666642e-01,1.735838218622000621e-04
1.200000000000000000e+01,1.225821083333333422e-01,1.127612676977281881e-04
1.600000000000000000e+01,1.146101562499999976e-01,8.584176239907087037e-05
2.000000000000000000e+01,1.098496750000000077e-01,5.911827631228591673e-05
2.400000000000000000e+01,1.067002777777777689e-01,5.896069263409002060e-05
2.800000000000000000e+01,1.044092023809523734e-01,5.043873179566466149e-05
3.200000000000000000e+01,1.027134583333333406e-01,4.357034403624377979e-05
3.600000000000000000e+01,1.014004768518518562e-01,3.979297063819613514e-05
4.000000000000000000e+01,1.003407124999999844e-01,3.460351009478170167e-05
4.400000000000000000e+01,9.947565530303031922e-02,3.195421360682179157e-05
4.800000000000000000e+01,9.875860763888888449e-02,2.805456498545395229e-05
5.200000000000000000e+01,9.815049358974357874e-02,2.846830572316054868e-05
5.600000000000000000e+01,9.762926190476189925e-02,2.627604872591388175e-05
6.000000000000000000e+01,9.718039444444445674e-02,2.393820806185401092e-05
6.400000000000000000e+01,9.677137499999999282e-02,2.324810882983283918e-05
6.800000000000000000e+01,9.642975980392158586e-02,2.136367574043098624e-05
7.200000000000000000e+01,9.612034953703704754e-02,2.027332894911521111e-05
7.600000000000000000e+01,9.583929824561406019e-02,2.056173480279873495e-05
8.000000000000000000e+01,9.559471666666666256e-02,2.058117261676006317e-05
8.400000000000000000e+01,9.537138095238095747e-02,1.992699957874484765e-05
8.800000000000000000e+01,9.515830492424243170e-02,2.015017579162373872e-05
9.200000000000000000e+01,9.497740760869563537e-02,2.026793254544333975e-05
9.600000000000000000e+01,9.480676736111111336e-02,2.034548814398869342e-05
1.000000000000000000e+02,9.464790166666665894e-02,1.942690199945104889e-05
1.040000000000000000e+02,9.450583974358973960e-02,1.932086714072538607e-05
1.080000000000000000e+02,9.436810493827160751e-02,1.931409591365653203e-05
1.120000000000000000e+02,9.424842261904763097e-02,2.032017365760225685e-05
1.160000000000000000e+02,9.412867241379310745e-02,1.913539327115867261e-05
1.200000000000000000e+02,9.402127083333333690e-02,1.935095417575067553e-05
1.240000000000000000e+02,9.392368817204301001e-02,1.946394024947403003e-05
1.280000000000000000e+02,9.383120052083332441e-02,2.015439443649302340e-05
