t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,6.510668264062499020e+02,1.272317993641564726e+02
8.000000000000000000e+00,4.733529553124999438e+02,6.428083704706516244e+01
1.200000000000000000e+01,4.143277484374999631e+02,4.294218761298755282e+01
1.600000000000000000e+01,3.850170832031250256e+02,3.261967216080099519e+01
2.000000000000000000e+01,3.674473565625000333e+02,2.613601523014051153e+01
2.400000000000000000e+01,3.552990820312500091e+02,2.200783926054434403e+01
2.800000000000000000e+01,3.469237633928570972e+02,1.913670646778258799e+01
3.200000000000000000e+01,3.406294804687499322e+02,1.695138083060417955e+01
3.600000000000000000e+01,3.356562656250000032e+02,1.535749520134316626e+01
4.000000000000000000e+01,3.313461609374999739e+02,1.396072296539784574e+01
4.400000000000000000e+01,3.282935688920454709e+02,1.309971771837640908e+01
4.800000000000000000e+01,3.253425390625000091e+02,1.228531329550687978e+01
5.200000000000000000e+01,3.227637620192307395e+02,1.161759459262707495e+01
5.600000000000000000e+01,3.207411060267856442e+02,1.106629196089740752e+01
6.000000000000000000e+01,3.188507562500000176e+02,1.058373380097066452e+01
6.400000000000000000e+01,3.172016806640625077e+02,1.008524286875682385e+01
6.800000000000000000e+01,3.156604935661764557e+02,9.672966796504354647e+00
7.200000000000000000e+01,3.141799843749999468e+02,9.415321707110472005e+00
7.600000000000000000e+01,3.129583988486841690e+02,9.142925334747292965e+00
8.000000000000000000e+01,3.118872585937500048e+02,8.856580938283009630e+00
8.400000000000000000e+01,3.109696026785713912e+02,8.593347205141633083e+00
8.800000000000000000e+01,3.102039289772727670e+02,8.451610424264746513e+00
9.200000000000000000e+01,3.093786012228260915e+02,8.188398624044678442e+00
9.600000000000000000e+01,3.086506152343749818e+02,7.933460538440153087e+00
1.000000000000000000e+02,3.079226081250000107e+02,7.767316379592823949e+00
1.040000000000000000e+02,3.071396502403846398e+02,7.556134573304334801e+00
1.080000000000000000e+02,3.065511423611111468e+02,7.502385367816388317e+00
1.120000000000000000e+02,3.059311573660714316e+02,7.395434210107062256e+00
1.160000000000000000e+02,3.052375037715517578e+02,7.269136830430645624e+00
1.200000000000000000e+02,3.046900734375000184e+02,7.205484086973715563e+00
1.240000000000000000e+02,3.042297610887096084e+02,7.170014620183097875e+00
1.280000000000000000e+02,3.037285019531249759e+02,7.109996353421171200e+00
1.320000000000000000e+02,3.032992500000000291e+02,7.082486460690368801e+00
1.360000000000000000e+02,3.028988878676470335e+02,7.143937861132066303e+00
1.400000000000000000e+02,3.024585214285714301e+02,7.176085623173022121e+00
1.440000000000000000e+02,3.020716067708333412e+02,7.214746479845668858e+00
1.480000000000000000e+02,3.017533061655404936e+02,7.267819856731608574e+00
1.520000000000000000e+02,3.014620941611841545e+02,7.373468348807287853e+00
1.560000000000000000e+02,3.011124338942307759e+02,7.430187306856487872e+00
1.600000000000000000e+02,3.006944894531250156e+02,7.431731973427253557e+00
1.640000000000000000e+02,3.002509996189024832e+02,7.459424080435637094e+00
1.680000000000000000e+02,2.998173727678571368e+02,7.480185677577121162e+00
1.720000000000000000e+02,2.995484018895348299e+02,7.534005813195038925e+00
1.760000000000000000e+02,2.992348007812499873e+02,7.568036980096007227e+00
1.800000000000000000e+02,2.989982093749999876e+02,7.626913528663545883e+00
1.840000000000000000e+02,2.987757829483695104e+02,7.678138199334160419e+00
1.880000000000000000e+02,2.986450561835106896e+02,7.715934739081762750e+00
1.920000000000000000e+02,2.983964316406248827e+02,7.758915650736544656e+00
1.960000000000000000e+02,2.981371119260203955e+02,7.790049023996106214e+00
2.000000000000000000e+02,2.979200015625000333e+02,7.844237346902728447e+00
2.040000000000000000e+02,2.977236452205881960e+02,7.907535870910216147e+00
2.080000000000000000e+02,2.975906204927885028e+02,7.968907760726388290e+00
2.120000000000000000e+02,2.973790728183962528e+02,8.043193720046396322e+00
2.160000000000000000e+02,2.972318055555555816e+02,8.100575339319011192e+00
2.200000000000000000e+02,2.970149019886363249e+02,8.100985227892902429e+00
2.240000000000000000e+02,2.967934528459821308e+02,8.097947882689576105e+00
2.280000000000000000e+02,2.965640090460526608e+02,8.112944920523156966e+00
2.320000000000000000e+02,2.963953246228447824e+02,8.146659014287520151e+00
2.360000000000000000e+02,2.961980918961864404e+02,8.163635886576560807e+00
2.400000000000000000e+02,2.959981367187500041e+02,8.198514442345562259e+00
2.440000000000000000e+02,2.958339920594262935e+02,8.216191564203588982e+00
2.480000000000000000e+02,2.956288797883065058e+02,8.224191856273421308e+00
2.520000000000000000e+02,2.954282105654762063e+02,8.260139182583124295e+00
2.560000000000000000e+02,2.952804931640624773e+02,8.288276774644074862e+00
2.600000000000000000e+02,2.950713317307692591e+02,8.340147689582686041e+00
2.640000000000000000e+02,2.948651562500000409e+02,8.354421259208109518e+00
2.680000000000000000e+02,2.946089972014925138e+02,8.398179545665650281e+00
2.720000000000000000e+02,2.943522690716911825e+02,8.450393232876125538e+00
2.760000000000000000e+02,2.940964266304347916e+02,8.493296611540117169e+00
2.800000000000000000e+02,2.938974140624999905e+02,8.531238188346035756e+00
2.840000000000000000e+02,2.937175715228873401e+02,8.543511143182653811e+00
