t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000000e+00,1.386114285714285799e-01,3.120013182061226486e-04,1.384736845238095093e-01,3.984131069519421166e-04
8.000000000000000000e+00,1.014397797619047553e-01,1.447350938538419641e-04,1.013584672619047555e-01,2.042713220217648408e-04
1.200000000000000000e+01,8.923289087301587708e-02,1.108939146761956892e-04,8.917488293650792375e-02,1.273249756475849416e-04
1.600000000000000000e+01,8.315479464285713274e-02,8.848690246489946114e-05,8.311292410714285483e-02,9.141890753480052178e-05
2.000000000000000000e+01,7.953789404761904547e-02,6.359445818221212926e-05,7.950515714285714963e-02,8.203215801444846661e-05
2.400000000000000000e+01,7.714519841269840139e-02,5.641018089771391279e-05,7.711919642857142931e-02,6.470054977175990988e-05
2.800000000000000000e+01,7.543543367346938755e-02,5.576437922930295237e-05,7.541528911564625293e-02,5.439403612412112467e-05
3.200000000000000000e+01,7.413372767857141776e-02,5.011969729418462469e-05,7.412370535714285502e-02,5.009653666959545108e-05
3.600000000000000000e+01,7.313246031746031828e-02,4.740702034236633642e-05,7.312955026455025820e-02,4.098350978233455429e-05
4.000000000000000000e+01,7.234089285714286055e-02,4.187221409150979431e-05,7.234243452380952066e-02,3.751320298565035397e-05
4.400000000000000000e+01,7.168125541125540401e-02,4.077937037354273847e-05,7.168694264069264133e-02,3.729463872106777501e-05
4.800000000000000000e+01,7.113941468253968947e-02,3.971069231189177886e-05,7.114669146825396140e-02,3.378790805578264637e-05
5.200000000000000000e+01,7.067979395604394310e-02,3.736375033131947114e-05,7.068664835164835403e-02,2.610849611020053638e-05
5.600000000000000000e+01,7.028498299319728415e-02,3.828662687076081830e-05,7.029306547619047774e-02,2.854167331687664270e-05
6.000000000000000000e+01,6.994376587301587289e-02,3.476766595369858669e-05,6.995236111111111099e-02,2.547639063940838525e-05
6.400000000000000000e+01,6.964789806547619366e-02,3.655916590445239408e-05,6.965645833333332371e-02,2.553204220160862088e-05
6.800000000000000000e+01,6.938250350140055811e-02,3.638518412387036394e-05,6.939079481792716220e-02,2.444522061715144346e-05
7.200000000000000000e+01,6.915031746031745363e-02,3.344689066760624184e-05,6.915736441798940592e-02,2.261270749955759642e-05
7.600000000000000000e+01,6.894341478696741632e-02,3.373483547528847927e-05,6.895059523809522750e-02,2.317458402260831520e-05
8.000000000000000000e+01,6.875940178571428307e-02,3.358676713580067052e-05,6.876652083333333054e-02,2.332273887881857700e-05
8.400000000000000000e+01,6.858181122448979428e-02,3.398450265879663761e-05,6.858920634920635806e-02,2.062538890049323649e-05
8.800000000000000000e+01,6.842794642857143173e-02,3.349905329663168074e-05,6.843623106060606198e-02,2.091293210646674429e-05
