r_value,n_plus,n_minus,probability
0.1,5.24,5.26,0.9479634644760974
0.1,5.24,15.78,0.003111467594324106
0.1,5.24,26.299999999999997,0.0
0.1,5.24,36.82,0.0
0.1,5.24,47.339999999999996,0.0
0.1,5.24,57.86,0.0
0.1,5.24,68.38,0.0
0.1,5.24,78.9,0.0
0.1,5.24,89.41999999999999,0.0
0.1,5.24,99.94,0.0
0.1,5.24,110.46,0.0
0.1,5.24,120.97999999999999,0.0
0.1,5.24,131.5,0.0
0.1,5.24,142.01999999999998,0.0
0.1,5.24,152.54,0.0
0.1,5.24,163.06,0.0
0.1,5.24,173.57999999999998,0.0
0.1,5.24,184.1,0.0
0.1,5.24,194.62,0.0
0.1,5.24,205.14,0.0
0.1,5.24,215.65999999999997,0.0
0.1,5.24,226.18,0.0
0.1,5.24,236.7,0.0
0.1,5.24,247.21999999999997,0.0
0.1,5.24,257.74,0.0
0.1,15.72,5.26,0.003074292203081277
0.1,15.72,15.78,0.023839564529720036
0.1,15.72,26.299999999999997,0.0005260881124364076
0.1,15.72,36.82,0.0
0.1,15.72,47.339999999999996,0.0
0.1,15.72,57.86,0.0
0.1,15.72,68.38,0.0
0.1,15.72,78.9,0.0
0.1,15.72,89.41999999999999,0.0
0.1,15.72,99.94,0.0
0.1,15.72,110.46,0.0
0.1,15.72,120.97999999999999,0.0
0.1,15.72,131.5,0.0
0.1,15.72,142.01999999999998,0.0
0.1,15.72,152.54,0.0
0.1,15.72,163.06,0.0
0.1,15.72,173.57999999999998,0.0
0.1,15.72,184.1,0.0
0.1,15.72,194.62,0.0
0.1,15.72,205.14,0.0
0.1,15.72,215.65999999999997,0.0
0.1,15.72,226.18,0.0
0.1,15.72,236.7,0.0
0.1,15.72,247.21999999999997,0.0
0.1,15.72,257.74,0.0
0.1,26.200000000000003,5.26,0.0
0.1,26.200000000000003,15.78,0.0017720269825748803
0.1,26.200000000000003,26.299999999999997,0.007536465679228194
0.1,26.200000000000003,36.82,0.000529467693458483
0.1,26.200000000000003,47.339999999999996,0.0
0.1,26.200000000000003,57.86,0.0
0.1,26.200000000000003,68.38,0.0
0.1,26.200000000000003,78.9,0.0
0.1,26.200000000000003,89.41999999999999,0.0
0.1,26.200000000000003,99.94,0.0
