r_value,Fmax_mean,Fmax_err,Fmin_mean,Fmin_err,ΔF_mean,ΔF_err,ΔF_masked_mean,ΔF_masked_err
0.01,-0.29311337450943165,0.0071092279540361895,-1.3626346218063394,0.009281265417045402,1.0695212472969078,0.006581378191169506,1.3626346218063394,0.009281265417045402
0.015,-0.27213476495647515,0.006370679984708825,-1.3287114536360625,0.006837818716171438,1.0565766886795873,0.0035060392959156946,1.3287114536360625,0.006837818716171438
0.02,-0.25778935316155255,0.004554646698958271,-1.3042024451978476,0.00420325169318512,1.0464130920362948,0.0028113062693499538,1.3042024451978476,0.00420325169318512
0.05,-0.2225435460590141,0.003320850388137748,-1.2221000400158384,0.0036050169793669816,0.9995564939568242,0.0012248253910415502,1.2221000400158384,0.0036050169793669816
0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
