r_value,Fmax_mean,Fmax_err,Fmin_mean,Fmin_err,ΔF_mean,ΔF_err,ΔF_masked_mean,ΔF_masked_err
0.01,-0.044241228289254905,0.00600551891246356,-0.12970721637828697,0.006916226659257041,0.08546598808903205,0.007463883975627001,0.12970721637828697,0.006916226659257041
0.015,-0.05832001797485007,0.004530144019750034,-0.1409780711908572,0.00599581022285646,0.08265805321600712,0.0038179242849811553,0.1409780711908572,0.00599581022285646
0.02,-0.05697201124098088,0.002649578274665483,-0.13558409166178415,0.00281442935773052,0.07861208042080328,0.002896540464977737,0.13558409166178415,0.00281442935773052
0.05,-0.05648519944445775,0.000810541800411767,-0.14116547693144538,0.001988508162826723,0.08468027748698762,0.0018149628710919438,0.14116547693144538,0.001988508162826723
0.08,-0.051568342088341754,0.0005161451794737712,-0.15270759262046427,0.0010226694966111753,0.10113925053212251,0.0012943471511611341,0.15270759262046427,0.0010226694966111753
0.1,-0.049011085564625544,0.00036346197306827714,-0.15831058044712037,0.0010574617854406034,0.10929949488249484,0.0009363174343191776,0.15831058044712037,0.0010574617854406034
0.15,-0.04310628926678474,0.0003554269491127258,-0.17318483416288194,0.00026753230624116287,0.1300785448960972,0.00043441924196195483,0.17318483416288194,0.00026753230624116287
0.2,-0.03789218748555499,0.0002604202954853383,-0.18682865354569658,0.0003427058480930703,0.14893646606014158,0.00028051047799363044,0.18682865354569658,0.0003427058480930703
0.3,-0.03016984489281623,0.00019131112682959264,-0.20901596750304874,0.00027171143085784186,0.17884612261023247,0.00029345645828356457,0.20901596750304874,0.00027171143085784186
0.4,-0.023919471296449286,0.00013901794208988122,-0.2258089779967593,0.0002556409517085887,0.20188950670031006,0.00031051605091461556,0.2258089779967593,0.0002556409517085887
0.8,-0.008138290383738225,8.215103919114209e-05,-0.26860910167366764,7.37946364004391e-05,0.2604708112899293,4.0111132338771e-05,0.26860910167366764,7.37946364004391e-05
