r,gSS_mean,gSS_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,2.153250822191935736e-04,5.777198357702158343e-06
9.499999999999999556e-01,4.233545810216193805e-01,3.188370279778365022e-04
1.050000000000000044e+00,2.263604279152946486e+00,4.206929659995244206e-04
1.150000000000000133e+00,2.178599025606080097e+00,5.292097414814649807e-04
1.250000000000000000e+00,1.426140642005832682e+00,3.300743338487896754e-04
1.350000000000000089e+00,9.820456480366910323e-01,2.859737689950726108e-04
1.450000000000000178e+00,7.726972901097165503e-01,3.222136737408323975e-04
1.550000000000000044e+00,6.975517295657558403e-01,2.546698660734296178e-04
1.650000000000000133e+00,7.126790629624738527e-01,2.550948080185901144e-04
1.750000000000000000e+00,8.032457133114562220e-01,1.894655172778273323e-04
1.850000000000000089e+00,9.446797327806077949e-01,2.205416804736872328e-04
1.950000000000000178e+00,1.089548684805951462e+00,2.534639035128533426e-04
2.049999999999999822e+00,1.185491313253651979e+00,2.490851904182041720e-04
2.150000000000000355e+00,1.181211570399969046e+00,2.521861241396846439e-04
2.250000000000000000e+00,1.094706525072988379e+00,1.022051992615730906e-04
2.350000000000000533e+00,9.950854459323374979e-01,2.239165463167315203e-04
2.450000000000000178e+00,9.267388731882423292e-01,1.717392368486898207e-04
2.549999999999999822e+00,9.020010679112528962e-01,1.694610340055705856e-04
2.650000000000000355e+00,9.184256398884824701e-01,1.641291495772344419e-04
2.750000000000000000e+00,9.601970959609907874e-01,1.240126463517629964e-04
2.850000000000000533e+00,1.007889698333331641e+00,1.338678200354639285e-04
2.950000000000000178e+00,1.043406663996312655e+00,1.655855712522907180e-04
3.049999999999999822e+00,1.054648923625353563e+00,1.371833123524328769e-04
3.150000000000000355e+00,1.043153959169697220e+00,1.739132924413266750e-04
3.250000000000000000e+00,1.017463318242987302e+00,1.096652756103201441e-04
3.350000000000000533e+00,9.904147035503332308e-01,8.280469623219594846e-05
3.450000000000000178e+00,9.727853014229952411e-01,1.382810350158131653e-04
3.549999999999999822e+00,9.685717097765126349e-01,1.443357520591327626e-04
3.650000000000000355e+00,9.773828766864230966e-01,6.930458938518888707e-05
3.750000000000000000e+00,9.932057335046773350e-01,1.486989374467278342e-04
3.850000000000000533e+00,1.008021586490248866e+00,8.810838609195405257e-05
3.950000000000000178e+00,1.017040745862107576e+00,5.906893254259274525e-05
4.050000000000000711e+00,1.017408853582845163e+00,1.252290603943891187e-04
4.150000000000000355e+00,1.011369441815606951e+00,9.132909008869234430e-05
4.250000000000000000e+00,1.001996889477951402e+00,1.187110493068229837e-04
4.349999999999999645e+00,9.937430305046642820e-01,9.521124480257452680e-05
4.450000000000000178e+00,9.894902347316006930e-01,8.223302242209737877e-05
4.550000000000000711e+00,9.899075328784301409e-01,9.421557114855786991e-05
4.650000000000000355e+00,9.941965210829426525e-01,1.051961355596415696e-04
4.750000000000000000e+00,9.995498519616463629e-01,1.103874615343855239e-04
4.850000000000000533e+00,1.004285274744328049e+00,1.026782631256914236e-04
4.950000000000000178e+00,1.006499892047944211e+00,7.088605675793355676e-05
5.050000000000000711e+00,1.005606784347089722e+00,8.567562455136152374e-05
5.150000000000000355e+00,1.002788865732941570e+00,6.958106729677616703e-05
5.250000000000000000e+00,9.992472105078652467e-01,9.265110551039759678e-05
5.350000000000000533e+00,9.968957425444642251e-01,7.118282802174236894e-05
5.450000000000000178e+00,9.961216499878815522e-01,6.504477814044889539e-05
5.550000000000000711e+00,9.968531696824747268e-01,1.185414259050562608e-04
5.650000000000000355e+00,9.986183249888596070e-01,6.558305484145421187e-05
5.750000000000000000e+00,1.000507442594502638e+00,7.415291530975252931e-05
5.850000000000000533e+00,1.001912211164884381e+00,6.726552309892009686e-05
5.950000000000000178e+00,1.002244206620519495e+00,7.479995930792184998e-05
6.050000000000000711e+00,1.001721994480463618e+00,6.983882580957084970e-05
6.150000000000000355e+00,1.000455353730587138e+00,4.802508127486443098e-05
6.250000000000000000e+00,9.993672732722960195e-01,4.918547502106611959e-05
6.350000000000000533e+00,9.984334709518778439e-01,6.155519874836745719e-05
6.450000000000000178e+00,9.985457675445470471e-01,7.187559665508910399e-05
6.550000000000000711e+00,9.991097897957162965e-01,6.571787553452521817e-05
6.650000000000000355e+00,9.998215374500247776e-01,5.606444041134265948e-05
6.750000000000000000e+00,1.000386952530877505e+00,5.408768588575812081e-05
6.850000000000000533e+00,1.000624859130944122e+00,5.381514195538427493e-05
6.950000000000000178e+00,1.000789872256911739e+00,5.324188205956518647e-05
7.050000000000000711e+00,1.000446130190169480e+00,5.850169771506978238e-05
7.150000000000000355e+00,1.000006048556167926e+00,4.101323443461932927e-05
7.250000000000000000e+00,9.995649955020884381e-01,5.285660942065331528e-05
7.350000000000000533e+00,9.992718014759034428e-01,4.481914381457439078e-05
7.450000000000000178e+00,9.994601996055827442e-01,7.359236593615176502e-05
7.550000000000000711e+00,9.997445670325809663e-01,4.611155718647215847e-05
7.650000000000000355e+00,9.999333097040368212e-01,4.460753064636539204e-05
7.750000000000000000e+00,1.000178714774426769e+00,5.310112632575109397e-05
7.850000000000000533e+00,1.000212911253636427e+00,5.572371871912981249e-05
7.950000000000000178e+00,1.000061086121911469e+00,6.437637408639652512e-05
8.050000000000000711e+00,1.000072561665075188e+00,6.059665920751196907e-05
8.150000000000000355e+00,9.998764593799475131e-01,5.543269227846839704e-05
8.250000000000000000e+00,9.997430610231035075e-01,6.126518907099725208e-05
8.350000000000001421e+00,9.996816066424984992e-01,5.580821884827601349e-05
8.449999999999999289e+00,9.997364055179822628e-01,6.765511723430878339e-05
8.550000000000000711e+00,9.999007007331854879e-01,6.786882897213985556e-05
8.650000000000000355e+00,9.999054133424898350e-01,5.745288023338823149e-05
8.750000000000000000e+00,9.999759085302108996e-01,5.393254638448508520e-05
8.850000000000001421e+00,9.999955482113733751e-01,7.094691980034756285e-05
8.949999999999999289e+00,1.000028057276577620e+00,1.996853135982322989e-05
9.050000000000000711e+00,9.999182961501563716e-01,5.729449232270699972e-05
9.150000000000000355e+00,9.999480927569859290e-01,4.559397951851199124e-05
9.250000000000000000e+00,9.997577599560013573e-01,5.271122524618810626e-05
9.350000000000001421e+00,9.998830959518210104e-01,3.626287418933323969e-05
9.449999999999999289e+00,9.998441867643167447e-01,5.194873535459361473e-05
9.550000000000000711e+00,9.999377541123461999e-01,5.099468659382210033e-05
9.650000000000002132e+00,9.999121506028976203e-01,6.440584016740338565e-05
9.750000000000000000e+00,9.999162263307125320e-01,3.914923533546116823e-05
9.850000000000001421e+00,9.999654010654799308e-01,4.503632552103252012e-05
9.949999999999999289e+00,9.999386798145252220e-01,4.404269878464443620e-05
