cluster_size, probability, probability_err
1.000000000000000000e+00,6.344391564180541510e-01,5.774978290399333325e-04
2.000000000000000000e+00,2.618048717003171877e-01,1.308978792328212726e-03
3.000000000000000000e+00,6.116198499960118912e-02,1.924812018973173485e-04
4.000000000000000000e+00,2.678199214942881060e-02,1.108302338231015273e-03
5.000000000000000000e+00,8.741783334669002078e-03,4.841408957071511730e-04
6.000000000000000000e+00,3.982500102183433519e-03,1.981615430958111096e-04
7.000000000000000000e+00,1.611346541664222419e-03,9.404623782618299623e-05
8.000000000000000000e+00,8.681224859423110557e-04,7.713541779873306858e-05
9.000000000000000000e+00,3.092423568928667050e-04,4.930313138599219284e-05
1.000000000000000000e+01,1.287547530715000101e-04,4.932052791018057860e-05
1.100000000000000000e+01,8.518253567479999397e-05,2.475665748712366609e-05
1.200000000000000000e+01,4.134794467148888378e-05,2.387570197531964654e-05
1.300000000000000000e+01,2.833384849421111495e-05,1.419666993398777006e-05
1.500000000000000000e+01,1.538082933431111020e-05,1.538082933431111020e-05
