cluster_size, probability, probability_err
1.000000000000000000e+00,4.129754533111767434e-01,4.484630453870935710e-04
2.000000000000000000e+00,2.056623048393114994e-01,8.101499423354638092e-04
3.000000000000000000e+00,8.851902196561033109e-02,9.275318439706023823e-04
4.000000000000000000e+00,5.902116678624493712e-02,7.274727203606101960e-04
5.000000000000000000e+00,3.886712067433470419e-02,3.400261518902093945e-04
6.000000000000000000e+00,2.850836411886515168e-02,7.421553349751150138e-05
7.000000000000000000e+00,2.147156200997136707e-02,3.110503222405502140e-04
8.000000000000000000e+00,1.661040232448985146e-02,4.239709470287967132e-04
9.000000000000000000e+00,1.294972076740001123e-02,1.671058538555246086e-04
1.000000000000000000e+01,1.120311834850046089e-02,4.628889902710794425e-04
1.100000000000000000e+01,9.469310780628558202e-03,1.671966802232231427e-04
1.200000000000000000e+01,7.763163652744543321e-03,3.101506341691998773e-04
1.300000000000000000e+01,6.990940406625134780e-03,2.917587799966396317e-04
1.400000000000000000e+01,5.734650119811655379e-03,4.583756691788940072e-04
1.500000000000000000e+01,5.087807891064480628e-03,1.532028480129826850e-04
1.600000000000000000e+01,4.371635765472757680e-03,4.572883335807982277e-05
1.700000000000000000e+01,4.019111150985295138e-03,3.100683322861949652e-04
1.800000000000000000e+01,3.709626525818680853e-03,2.568051682998422481e-04
1.900000000000000000e+01,3.355075648630083136e-03,1.519214433171638871e-04
2.000000000000000000e+01,2.895718586929730762e-03,1.450221027245035402e-04
2.100000000000000000e+01,2.655742207607782960e-03,2.558440882651883156e-04
2.200000000000000000e+01,2.478088577197333584e-03,1.006738489683591035e-04
2.300000000000000000e+01,2.352558619293032907e-03,4.392523468390740240e-05
2.400000000000000000e+01,2.096635203444294302e-03,8.867281874016193807e-05
2.500000000000000000e+01,1.665713966167389022e-03,3.562435601432479448e-05
2.600000000000000000e+01,1.857394348287777800e-03,5.359492571886381718e-05
2.700000000000000000e+01,1.641083009775086117e-03,7.735098883847268904e-05
2.800000000000000000e+01,1.502800427486685906e-03,3.864223316783910184e-05
2.900000000000000000e+01,1.438674302134455504e-03,1.484294070716345637e-04
3.000000000000000000e+01,1.269348333204861059e-03,1.525974318478318570e-04
3.100000000000000000e+01,1.321464278425730663e-03,6.519595765360779627e-05
3.200000000000000000e+01,1.180849493789961268e-03,8.541113191749430216e-05
3.300000000000000000e+01,1.092398206788364060e-03,6.516641446701397868e-05
3.400000000000000000e+01,1.107151854624925094e-03,9.972599973426577477e-05
3.500000000000000000e+01,9.513465521896750021e-04,5.123509837124946668e-05
3.600000000000000000e+01,8.077646410711193528e-04,1.066389258010527546e-04
3.700000000000000000e+01,9.851884632180358831e-04,5.098797622862474453e-05
3.800000000000000000e+01,7.306808157063639361e-04,1.410538026250457509e-04
3.900000000000000000e+01,8.851101286858416468e-04,3.480013787902197351e-05
4.000000000000000000e+01,7.079183305957944270e-04,4.934597852793200516e-05
4.100000000000000000e+01,6.746036537972388602e-04,4.001422920888184830e-05
4.200000000000000000e+01,6.283780777138805443e-04,9.068013529627557236e-05
4.300000000000000000e+01,6.804476616943305528e-04,5.387215193873269510e-05
4.400000000000000000e+01,5.699033871814388960e-04,1.459427345380828238e-05
4.500000000000000000e+01,5.541378166561444123e-04,2.644007053298522866e-05
4.600000000000000000e+01,5.535951394114610414e-04,5.843161748579742853e-05
4.700000000000000000e+01,4.447637594115861162e-04,3.898186193782060186e-05
4.800000000000000000e+01,4.584509614059361477e-04,1.203254816991063543e-04
4.900000000000000000e+01,4.874972434097027516e-04,4.607644638014615464e-05
5.000000000000000000e+01,4.651364872187693984e-04,2.012460866786052764e-05
5.100000000000000000e+01,4.199031769323000366e-04,5.589697757793407720e-05
5.200000000000000000e+01,3.644549874733175291e-04,1.204791462150823014e-04
5.300000000000000000e+01,4.155963558422250538e-04,2.871915758427505332e-05
5.400000000000000000e+01,3.408935158423194792e-04,6.726049529513444488e-05
5.500000000000000000e+01,4.750726274428333611e-04,4.359520082246095407e-05
5.600000000000000000e+01,4.185980663923500114e-04,6.021572569744279715e-05
5.700000000000000000e+01,2.949178444687611494e-04,4.990606599073871128e-05
5.800000000000000000e+01,3.471483404631709249e-04,5.988672759193048033e-05
5.900000000000000000e+01,3.140117018801332773e-04,3.551041727187330134e-05
6.000000000000000000e+01,3.465530960858666265e-04,7.376551905636261659e-06
6.100000000000000000e+01,4.208637541410277278e-04,5.270007505077877689e-05
6.200000000000000000e+01,2.606028267048611665e-04,3.097388001936917388e-05
6.300000000000000000e+01,2.976176881266166352e-04,2.117232455049065573e-05
6.400000000000000000e+01,3.451465519390666675e-04,1.374134056908874125e-05
6.500000000000000000e+01,3.238316956113027815e-04,5.127740297991197624e-05
6.600000000000000000e+01,2.945144819298593612e-04,6.532415068302016570e-05
6.700000000000000000e+01,3.189872511509416375e-04,1.982899677001138597e-05
6.800000000000000000e+01,1.928948333545632673e-04,2.292339730699714069e-05
6.900000000000000000e+01,2.032468013604140061e-04,2.989280439885471340e-05
7.000000000000000000e+01,2.733283644513841474e-04,1.263651121886339327e-05
7.100000000000000000e+01,2.101060598621694450e-04,1.035544313882707726e-05
7.200000000000000000e+01,2.206804462165379028e-04,4.979661268095032149e-05
