t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000000e+00,9.908234999999999681e-01,8.150862896272217939e-02,1.041513250000000168e+00,7.454185696329455879e-02
8.000000000000000000e+00,6.957002916666666925e-01,4.072695269100039261e-02,7.209032708333332762e-01,3.725384163418153649e-02
1.200000000000000000e+01,5.987878611111111526e-01,2.729475514752997822e-02,6.154844583333334285e-01,2.489581816199108386e-02
1.600000000000000000e+01,5.513605624999999844e-01,2.036204875532959119e-02,5.638651145833334377e-01,1.851403428515187299e-02
2.000000000000000000e+01,5.231886250000000738e-01,1.631619879752944577e-02,5.330817083333332373e-01,1.492664929142418703e-02
2.400000000000000000e+01,5.043930000000000913e-01,1.348820251132198424e-02,5.125835624999999229e-01,1.233997967676761336e-02
2.800000000000000000e+01,4.912862142857143399e-01,1.161023079388341303e-02,4.982220119047618967e-01,1.066901782366274157e-02
3.200000000000000000e+01,4.813256406249999952e-01,1.014271766137674925e-02,4.873626093749999777e-01,9.334445658610234300e-03
3.600000000000000000e+01,4.736879212962962216e-01,9.026235149689093226e-03,4.790042453703703407e-01,8.322250277234427909e-03
4.000000000000000000e+01,4.674274999999999958e-01,8.110690838855072471e-03,4.721747083333333594e-01,7.502288076404807146e-03
4.400000000000000000e+01,4.626121969696969094e-01,7.359855898100660029e-03,4.668623863636364169e-01,6.835449671868157849e-03
4.800000000000000000e+01,4.583247569444443559e-01,6.734199289806445943e-03,4.621820833333333267e-01,6.241530403078076467e-03
5.200000000000000000e+01,4.548425961538462015e-01,6.198503251394704705e-03,4.584093269230768430e-01,5.802097045633553343e-03
5.600000000000000000e+01,4.518456845238095210e-01,5.750733201356032602e-03,4.551380952380952860e-01,5.406716114850973996e-03
6.000000000000000000e+01,4.492872777777777715e-01,5.378941179700485326e-03,4.523350833333333876e-01,5.068061402080407604e-03
6.400000000000000000e+01,4.469728124999999830e-01,5.032374365633335289e-03,4.498210677083333553e-01,4.747240908117775215e-03
6.800000000000000000e+01,4.449631617647059056e-01,4.744763462836367254e-03,4.476515931372549995e-01,4.500629821434049167e-03
7.200000000000000000e+01,4.432030092592592618e-01,4.454291929538829568e-03,4.457314583333333857e-01,4.241148931759747623e-03
7.600000000000000000e+01,4.415638815789473814e-01,4.242109840188797859e-03,4.439394078947368483e-01,4.036758992216373833e-03
8.000000000000000000e+01,4.401214166666666538e-01,4.028524424305996929e-03,4.423622500000000679e-01,3.839471335709053555e-03
8.400000000000000000e+01,4.388654563492062621e-01,3.834729191572709781e-03,4.410361706349205657e-01,3.666784353266496106e-03
8.800000000000000000e+01,4.376143560606061134e-01,3.656429815206882136e-03,4.397011553030303332e-01,3.502379188387681232e-03
