t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,5.153754467333333196e+02,5.904315786867402949e+01
8.000000000000000000e+00,3.807218613333333224e+02,2.957287493201243223e+01
1.200000000000000000e+01,3.357237240000000043e+02,1.982473035206808021e+01
1.600000000000000000e+01,3.135866430833333425e+02,1.478647165206263558e+01
2.000000000000000000e+01,2.999037884666666969e+02,1.160812154589320144e+01
2.400000000000000000e+01,2.908006003333333638e+02,9.657720547803876343e+00
2.800000000000000000e+01,2.840944985714285735e+02,8.289577601377025928e+00
3.200000000000000000e+01,2.793536720833333789e+02,7.457806649940440735e+00
3.600000000000000000e+01,2.756531807407407655e+02,6.801317905051583068e+00
4.000000000000000000e+01,2.725298870000000306e+02,6.237836716182236785e+00
4.400000000000000000e+01,2.698659239393939515e+02,5.763298337734226173e+00
4.800000000000000000e+01,2.676117619444444244e+02,5.455301450405041663e+00
5.200000000000000000e+01,2.657264671794871447e+02,5.279858461058731578e+00
5.600000000000000000e+01,2.642467364285714666e+02,5.190839544779509929e+00
6.000000000000000000e+01,2.626991677777777454e+02,5.102835323777958898e+00
6.400000000000000000e+01,2.615046089583332787e+02,4.985418857419860572e+00
6.800000000000000000e+01,2.605656676470588309e+02,4.911929418963357108e+00
7.200000000000000000e+01,2.597344370370370825e+02,4.837017404594896597e+00
7.600000000000000000e+01,2.590261159649122646e+02,4.831564382751955655e+00
8.000000000000000000e+01,2.582699528333333205e+02,4.767499538439280649e+00
8.400000000000000000e+01,2.576491276190475901e+02,4.744623270235352130e+00
8.800000000000000000e+01,2.570933868181818980e+02,4.706761280206626985e+00
9.200000000000000000e+01,2.564727662318840657e+02,4.647462206022083819e+00
9.600000000000000000e+01,2.559642805555555185e+02,4.606237806145513147e+00
1.000000000000000000e+02,2.555835864000000583e+02,4.568325333690155254e+00
1.040000000000000000e+02,2.552506042307691985e+02,4.532910588109754002e+00
1.080000000000000000e+02,2.549422317283950576e+02,4.535125498882298878e+00
1.120000000000000000e+02,2.545471091666666723e+02,4.565684172947143793e+00
1.160000000000000000e+02,2.542473993103448322e+02,4.614386302069889645e+00
1.200000000000000000e+02,2.540019164444443902e+02,4.669637776319555122e+00
1.240000000000000000e+02,2.538379544086021156e+02,4.723002438493926647e+00
1.280000000000000000e+02,2.536455052083333044e+02,4.754881136760761073e+00
1.320000000000000000e+02,2.533511636363636228e+02,4.776463449479217083e+00
1.360000000000000000e+02,2.531094137254901852e+02,4.795108783292498345e+00
1.400000000000000000e+02,2.528327666666667142e+02,4.828674889767716749e+00
1.440000000000000000e+02,2.526762518518518448e+02,4.854706450146594854e+00
1.480000000000000000e+02,2.523618495495495608e+02,4.873821770601631798e+00
1.520000000000000000e+02,2.520909228070175629e+02,4.907802653463371634e+00
1.560000000000000000e+02,2.518904367521367078e+02,4.936051462383579391e+00
1.600000000000000000e+02,2.517693824999999777e+02,4.994605771528751070e+00
1.640000000000000000e+02,2.516919674796748154e+02,5.077800496340169722e+00
1.680000000000000000e+02,2.516035047619047305e+02,5.145462153055702537e+00
1.720000000000000000e+02,2.514857217054263856e+02,5.214849901436548585e+00
1.760000000000000000e+02,2.514456583333333697e+02,5.287427844229018348e+00
1.800000000000000000e+02,2.513209377777777718e+02,5.392035451170237970e+00
1.840000000000000000e+02,2.512135550724637483e+02,5.478661405076619140e+00
1.880000000000000000e+02,2.511361553191489406e+02,5.555408543884109207e+00
1.920000000000000000e+02,2.511438701388888717e+02,5.651739645648067523e+00
1.960000000000000000e+02,2.511016136054421679e+02,5.720127211353920771e+00
2.000000000000000000e+02,2.510340640000000008e+02,5.799295049236329547e+00
2.040000000000000000e+02,2.510567248366012905e+02,5.878480529677008626e+00
2.080000000000000000e+02,2.510313416666666342e+02,5.928403732329781128e+00
2.120000000000000000e+02,2.510583251572326731e+02,6.008784189193287162e+00
2.160000000000000000e+02,2.510926975308642284e+02,6.096832962666001166e+00
2.200000000000000000e+02,2.510841296969697396e+02,6.165337101839127421e+00
2.240000000000000000e+02,2.509994339285713920e+02,6.224241078233588631e+00
2.280000000000000000e+02,2.509189631578947228e+02,6.298067367200793853e+00
2.320000000000000000e+02,2.508333695402299384e+02,6.366343349014923270e+00
2.360000000000000000e+02,2.507243932203389818e+02,6.426483904120630086e+00
2.400000000000000000e+02,2.505888805555555336e+02,6.477277554820536132e+00
2.440000000000000000e+02,2.504287076502731964e+02,6.521782106225496811e+00
2.480000000000000000e+02,2.503265854838709288e+02,6.557741778098075791e+00
2.520000000000000000e+02,2.502409862433862031e+02,6.595814564083045894e+00
2.560000000000000000e+02,2.500944395833333260e+02,6.619849391226448887e+00
2.600000000000000000e+02,2.500020753846154093e+02,6.637250902760590598e+00
2.640000000000000000e+02,2.499055525252525456e+02,6.671972239674491156e+00
2.680000000000000000e+02,2.497530169154228474e+02,6.707118515265148240e+00
2.720000000000000000e+02,2.496520759803921408e+02,6.724014232277573555e+00
2.760000000000000000e+02,2.495174743961353272e+02,6.742899959979316904e+00
2.800000000000000000e+02,2.493732185714285094e+02,6.776920385846472605e+00
2.840000000000000000e+02,2.492809802816901481e+02,6.815865282533497549e+00
