t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,7.765947083333333278e-01,1.584078254407896491e-03
8.000000000000000000e+00,5.820794166666667380e-01,7.044841622062067042e-04
1.200000000000000000e+01,5.193871388888888774e-01,4.048060278476033600e-04
1.600000000000000000e+01,4.886690312499999966e-01,3.760197544945673609e-04
2.000000000000000000e+01,4.704975250000000275e-01,2.919051924268233002e-04
2.400000000000000000e+01,4.584466388888889798e-01,2.526437142793849745e-04
2.800000000000000000e+01,4.499762619047619205e-01,2.078829642228026213e-04
3.200000000000000000e+01,4.437274635416667001e-01,1.678553992446466317e-04
3.600000000000000000e+01,4.389489722222221779e-01,1.645937838243066633e-04
4.000000000000000000e+01,4.350209999999999910e-01,1.446249966654894405e-04
4.400000000000000000e+01,4.317639772727273062e-01,9.396989312240726941e-05
4.800000000000000000e+01,4.293006944444444639e-01,1.257101313449732151e-04
5.200000000000000000e+01,4.269216346153846819e-01,8.967967109679042298e-05
5.600000000000000000e+01,4.251488392857143417e-01,9.024215948760914866e-05
6.000000000000000000e+01,4.235273611111110559e-01,1.118202927178795544e-04
6.400000000000000000e+01,4.220638281250000401e-01,1.192325698898369807e-04
6.800000000000000000e+01,4.207825000000000593e-01,9.402647266620206036e-05
7.200000000000000000e+01,4.196806944444443910e-01,9.150412960431722454e-05
7.600000000000000000e+01,4.186915570175439028e-01,1.029251771863954468e-04
8.000000000000000000e+01,4.177840416666667167e-01,9.715640728665943878e-05
8.400000000000000000e+01,4.169878769841270372e-01,1.075387854485973564e-04
8.800000000000000000e+01,4.162599621212120793e-01,1.135677303960447716e-04
9.200000000000000000e+01,4.155808876811594166e-01,1.232008798565030982e-04
9.600000000000000000e+01,4.149372048611111308e-01,1.255423735903995542e-04
1.000000000000000000e+02,4.144098666666666264e-01,1.354184137779052195e-04
1.040000000000000000e+02,4.138225801282051641e-01,1.255516319258675410e-04
1.080000000000000000e+02,4.133951851851851989e-01,1.287899674887523101e-04
1.120000000000000000e+02,4.129166220238095208e-01,1.315766614743790980e-04
1.160000000000000000e+02,4.124828879310344365e-01,1.327677539422785608e-04
1.200000000000000000e+02,4.120906805555555330e-01,1.348730199221262937e-04
1.240000000000000000e+02,4.117203225806451705e-01,1.470228491722399200e-04
1.280000000000000000e+02,4.113952213541666181e-01,1.330556606786902020e-04
1.320000000000000000e+02,4.110571464646464723e-01,1.410071016881028847e-04
