t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,7.506232916666666366e-01,1.328441154382018104e-03
8.000000000000000000e+00,5.622079374999999768e-01,6.001294962573918692e-04
1.200000000000000000e+01,5.015120416666667413e-01,3.989481895475282158e-04
1.600000000000000000e+01,4.719377604166667406e-01,2.683146534260715172e-04
2.000000000000000000e+01,4.543932666666667397e-01,2.828864326287738851e-04
2.400000000000000000e+01,4.428148541666666604e-01,2.090248214204823429e-04
2.800000000000000000e+01,4.345556309523809224e-01,1.997691504383742461e-04
3.200000000000000000e+01,4.284940729166666351e-01,1.516158013297624375e-04
3.600000000000000000e+01,4.238545925925926161e-01,1.578853114648732852e-04
4.000000000000000000e+01,4.201892500000000696e-01,1.415746678402387551e-04
4.400000000000000000e+01,4.171801136363636475e-01,1.374436427389198452e-04
4.800000000000000000e+01,4.146650694444443674e-01,1.287982412419357253e-04
5.200000000000000000e+01,4.125190384615383676e-01,1.182103560251968809e-04
5.600000000000000000e+01,4.107315476190476211e-01,1.356264945091831872e-04
6.000000000000000000e+01,4.091780833333332756e-01,1.150490699419721383e-04
6.400000000000000000e+01,4.078039322916666154e-01,9.799391814775181909e-05
6.800000000000000000e+01,4.066765686274510516e-01,1.168130569455829007e-04
7.200000000000000000e+01,4.055864120370370474e-01,1.218868302130378888e-04
7.600000000000000000e+01,4.046654166666667218e-01,1.221865943990707744e-04
8.000000000000000000e+01,4.037653124999999177e-01,1.198983794014844687e-04
8.400000000000000000e+01,4.030071428571428416e-01,1.188959645443357925e-04
8.800000000000000000e+01,4.022669886363636205e-01,1.132849541598908633e-04
9.200000000000000000e+01,4.016133333333333222e-01,1.191974997431412552e-04
9.600000000000000000e+01,4.010323784722221729e-01,1.195940657834375289e-04
1.000000000000000000e+02,4.005206166666666623e-01,1.075812011723184265e-04
1.040000000000000000e+02,4.000427724358974757e-01,1.025239957028261463e-04
1.080000000000000000e+02,3.995546604938272073e-01,1.096370987465712437e-04
1.120000000000000000e+02,3.991254017857143177e-01,1.122506011258475763e-04
1.160000000000000000e+02,3.986941379310344757e-01,1.125383235517919792e-04
1.200000000000000000e+02,3.983402916666666793e-01,1.096372452818081505e-04
1.240000000000000000e+02,3.980002956989247553e-01,1.133217813411637473e-04
1.280000000000000000e+02,3.976462630208333904e-01,1.184097749165809063e-04
1.320000000000000000e+02,3.973503914141414128e-01,1.191680247603198065e-04
1.360000000000000000e+02,3.970683946078431004e-01,1.181840821304917035e-04
1.400000000000000000e+02,3.967967976190476254e-01,1.134974003212930972e-04
1.440000000000000000e+02,3.965228356481481642e-01,1.179790019610077077e-04
1.480000000000000000e+02,3.963007882882882971e-01,1.130717118196038049e-04
1.520000000000000000e+02,3.960562500000000541e-01,1.098024245099725064e-04
1.560000000000000000e+02,3.958476175213675452e-01,1.113235730881759184e-04
1.600000000000000000e+02,3.956363333333333676e-01,1.253143672315541258e-04
1.640000000000000000e+02,3.954199085365853739e-01,1.060032320883892595e-04
1.680000000000000000e+02,3.952483730158730113e-01,1.147914606593887331e-04
1.720000000000000000e+02,3.950618798449612723e-01,1.111813016309638633e-04
1.760000000000000000e+02,3.948764109848484916e-01,1.098539419886327605e-04
1.800000000000000000e+02,3.947176111111110886e-01,1.120035982136433398e-04
1.840000000000000000e+02,3.945463586956521884e-01,1.059805952713711071e-04
1.880000000000000000e+02,3.944045390070921586e-01,1.088057780288413033e-04
1.920000000000000000e+02,3.942502517361111125e-01,1.068081002490410000e-04
1.960000000000000000e+02,3.941190391156462747e-01,1.118326848224895378e-04
2.000000000000000000e+02,3.939919416666666785e-01,1.060439083660324994e-04
2.040000000000000000e+02,3.938650326797385470e-01,1.039278436157861245e-04
2.080000000000000000e+02,3.937303685897436401e-01,1.107725383525967166e-04
2.120000000000000000e+02,3.936054481132075233e-01,1.045646209845524187e-04
2.160000000000000000e+02,3.934902623456789650e-01,1.054031932488157198e-04
2.200000000000000000e+02,3.933753030303029918e-01,1.035096475848924769e-04
2.240000000000000000e+02,3.932692931547618898e-01,1.088152163179793787e-04
2.280000000000000000e+02,3.931654605263157354e-01,1.042157176499364837e-04
2.320000000000000000e+02,3.930818534482758420e-01,1.070774909003915492e-04
2.360000000000000000e+02,3.929698728813558750e-01,1.048877059024531634e-04
2.400000000000000000e+02,3.928756805555556064e-01,1.041061788370465805e-04
2.440000000000000000e+02,3.927879166666666810e-01,1.128673543108012813e-04
2.480000000000000000e+02,3.926991129032257888e-01,1.078929494360667972e-04
2.520000000000000000e+02,3.926306481481481869e-01,1.120787104422702054e-04
2.560000000000000000e+02,3.925373177083333331e-01,1.081973294510212946e-04
2.600000000000000000e+02,3.924704871794871819e-01,1.126252211757317550e-04
2.640000000000000000e+02,3.923820328282828229e-01,1.148382665048176045e-04
2.680000000000000000e+02,3.923020398009950394e-01,1.137740245062265280e-04
2.720000000000000000e+02,3.922395343137254908e-01,1.157782207032437548e-04
2.760000000000000000e+02,3.921678864734299830e-01,1.098361908476122464e-04
2.800000000000000000e+02,3.920957976190475591e-01,1.162493207418442080e-04
2.840000000000000000e+02,3.920228227699530388e-01,1.178998888287276366e-04
2.880000000000000000e+02,3.919748784722222323e-01,1.218181591802529817e-04
2.920000000000000000e+02,3.919069863013698307e-01,1.185474274340880173e-04
