t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,1.330899531250000223e+02,1.506364519539929425e+01
8.000000000000000000e+00,1.070172991666666746e+02,7.486323546918022487e+00
1.200000000000000000e+01,9.856082299305555239e+01,4.947909724547770338e+00
1.600000000000000000e+01,9.455025151041667186e+01,3.702126187666500812e+00
2.000000000000000000e+01,9.216044058333332600e+01,3.000605589245227911e+00
2.400000000000000000e+01,9.062913409722222013e+01,2.595749650000763076e+00
2.800000000000000000e+01,8.952365174702380557e+01,2.331894082806513335e+00
3.200000000000000000e+01,8.871728632812498461e+01,2.157664976102096066e+00
3.600000000000000000e+01,8.806570358796295750e+01,1.990264438611483611e+00
4.000000000000000000e+01,8.765820854166668141e+01,1.898744545743130452e+00
4.400000000000000000e+01,8.733093060606059055e+01,1.863831536338998784e+00
4.800000000000000000e+01,8.706800501736111642e+01,1.833695039471387345e+00
5.200000000000000000e+01,8.690181931089742307e+01,1.825159009281524414e+00
5.600000000000000000e+01,8.678881660714286284e+01,1.817296486472268713e+00
6.000000000000000000e+01,8.668108159722221728e+01,1.834042840423708576e+00
6.400000000000000000e+01,8.659064136718750149e+01,1.838556219081862730e+00
6.800000000000000000e+01,8.646906341911764571e+01,1.846286011880480915e+00
7.200000000000000000e+01,8.631640855324073414e+01,1.837050604078324545e+00
7.600000000000000000e+01,8.619388905263159018e+01,1.838511998748523446e+00
8.000000000000000000e+01,8.610230057604167087e+01,1.845864152432172389e+00
8.400000000000000000e+01,8.603780739980159353e+01,1.846728783018145803e+00
8.800000000000000000e+01,8.596301664015152255e+01,1.866513999045097627e+00
9.200000000000000000e+01,8.589125296105072493e+01,1.893896920340627510e+00
9.600000000000000000e+01,8.581037772482639525e+01,1.930913388779221584e+00
1.000000000000000000e+02,8.572926884833334782e+01,1.962205269799398355e+00
1.040000000000000000e+02,8.564067828044872499e+01,1.999694729062076792e+00
1.080000000000000000e+02,8.556938980092591862e+01,2.045894010182834677e+00
1.120000000000000000e+02,8.547606458928571271e+01,2.084693860626957385e+00
1.160000000000000000e+02,8.541960612859195123e+01,2.125684108989299936e+00
1.200000000000000000e+02,8.532628243194443485e+01,2.158086845265330567e+00
1.240000000000000000e+02,8.522090717069893628e+01,2.189620046468590431e+00
1.280000000000000000e+02,8.512830928385416485e+01,2.225929849323730281e+00
1.320000000000000000e+02,8.502187885852272586e+01,2.257619750130424929e+00
1.360000000000000000e+02,8.492267371936273435e+01,2.286011928579703589e+00
1.400000000000000000e+02,8.477975311904761213e+01,2.314561820715451912e+00
1.440000000000000000e+02,8.466960988425924484e+01,2.347034318152063648e+00
1.480000000000000000e+02,8.457236009572071112e+01,2.378800701096511983e+00
1.520000000000000000e+02,8.448963234649123422e+01,2.404834782878079391e+00
1.560000000000000000e+02,8.442703915598289655e+01,2.429841987402943104e+00
1.600000000000000000e+02,8.437659739583332907e+01,2.451374369747328696e+00
1.640000000000000000e+02,8.432290940040650185e+01,2.471067534063027704e+00
1.680000000000000000e+02,8.428594186507936570e+01,2.490582210908417693e+00
1.720000000000000000e+02,8.427296841085271240e+01,2.515392678438551854e+00
1.760000000000000000e+02,8.423782571022726984e+01,2.537506441150676473e+00
1.800000000000000000e+02,8.420928513888887323e+01,2.572688215814877388e+00
1.840000000000000000e+02,8.416045049818839630e+01,2.607381163221977882e+00
1.880000000000000000e+02,8.413455979609928193e+01,2.639244542103984514e+00
1.920000000000000000e+02,8.410868463541666529e+01,2.676686098237411660e+00
1.960000000000000000e+02,8.408062028061225135e+01,2.715903043956622298e+00
2.000000000000000000e+02,8.403291529166666862e+01,2.742649815946295089e+00
2.040000000000000000e+02,8.401703500816992687e+01,2.775198576881404477e+00
2.080000000000000000e+02,8.398944130608974490e+01,2.808256033239870941e+00
2.120000000000000000e+02,8.396123659591195576e+01,2.839588683554064907e+00
2.160000000000000000e+02,8.394933842592593010e+01,2.869005763382380003e+00
2.200000000000000000e+02,8.392482257575757387e+01,2.895402161397636842e+00
2.240000000000000000e+02,8.392466889880952863e+01,2.921960763907859082e+00
2.280000000000000000e+02,8.391503124999999841e+01,2.948854684673411164e+00
