cluster_size, probability, probability_err
1.000000000000000000e+00,6.425653451969416396e-01,1.134283039334999920e-03
2.000000000000000000e+00,1.855085991611563623e-01,8.078161675049652397e-04
3.000000000000000000e+00,7.901025537890177253e-02,7.096229677794334452e-04
4.000000000000000000e+00,3.890456015546328583e-02,3.920436907681336251e-04
5.000000000000000000e+00,2.140123811243103621e-02,8.054977628332049317e-05
6.000000000000000000e+00,1.231989392697953843e-02,2.939145248437710829e-04
7.000000000000000000e+00,7.535284700572638696e-03,1.554872684394885711e-04
8.000000000000000000e+00,4.353829784549319640e-03,1.159159785103183358e-04
9.000000000000000000e+00,2.930745293028036089e-03,8.712518572761724918e-05
1.000000000000000000e+01,1.776862647357674990e-03,1.132871906307132156e-04
1.100000000000000000e+01,1.261540907436866548e-03,3.542448968320817886e-05
1.200000000000000000e+01,7.863123713817554835e-04,6.077521053326076717e-05
1.300000000000000000e+01,5.519510503790833527e-04,5.147107517020443434e-05
1.400000000000000000e+01,3.239460870182413318e-04,1.831824999489570186e-05
1.500000000000000000e+01,2.579933711596444496e-04,1.482351359283792629e-05
1.600000000000000000e+01,1.481058160180765348e-04,5.229902160758733044e-06
1.700000000000000000e+01,1.529842811232339558e-04,4.749204615014982172e-05
1.800000000000000000e+01,6.200301975847675149e-05,6.796486062233770620e-06
1.900000000000000000e+01,4.176627983374433129e-05,7.516583609057618887e-06
2.000000000000000000e+01,3.950477263861252003e-05,8.960606799182134968e-06
2.100000000000000000e+01,2.115014933772711668e-05,1.062786310386027717e-05
2.200000000000000000e+01,4.657575080110290797e-06,4.657575080110291644e-06
2.300000000000000000e+01,7.174226903236927538e-06,7.174226903236927538e-06
2.400000000000000000e+01,7.308043143456644426e-06,7.308043143456645273e-06
2.600000000000000000e+01,9.729400337710349174e-06,4.867165297084059940e-06
2.800000000000000000e+01,4.810004810004810283e-06,4.810004810004810283e-06
2.900000000000000000e+01,8.617925284591949745e-06,4.476973686004624929e-06
3.000000000000000000e+01,3.830360973218116474e-06,3.830360973218116474e-06
