cluster_size, probability, probability_err
1.000000000000000000e+00,7.702675358932508098e-01,2.418476843948511902e-03
2.000000000000000000e+00,1.291983975016957054e-01,2.268484175537269047e-03
3.000000000000000000e+00,3.968991620736298659e-02,6.975782806318645566e-04
4.000000000000000000e+00,1.514039052485287480e-02,9.638416277568647231e-04
5.000000000000000000e+00,6.795053325158019984e-03,3.828645243266678706e-04
6.000000000000000000e+00,3.411983647406739272e-03,2.910015944753920232e-04
7.000000000000000000e+00,1.682555218200461030e-03,1.036884219145613265e-04
8.000000000000000000e+00,1.070488335286919404e-03,2.084001646725378368e-04
9.000000000000000000e+00,4.427772159432750271e-04,4.565539456638896342e-05
1.000000000000000000e+01,2.265693133074277773e-04,1.541709822397365100e-04
1.100000000000000000e+01,2.175190181060888961e-04,5.877407419221343857e-05
1.200000000000000000e+01,6.808278867102222345e-05,3.506799793284992307e-05
1.300000000000000000e+01,2.681252681252500013e-05,2.681252681252500352e-05
1.400000000000000000e+01,5.087505087504444207e-05,5.087505087504444207e-05
1.500000000000000000e+01,4.509379509379167174e-05,4.509379509379167174e-05
1.800000000000000000e+01,2.917833800186666961e-05,2.917833800186666961e-05
2.921000000000000000e+03,2.307124400147500011e-05,2.307124400147500350e-05
2.930000000000000000e+03,2.699492495409999920e-05,2.699492495410000259e-05
2.931000000000000000e+03,3.821281599058332963e-05,3.821281599058332963e-05
2.933000000000000000e+03,7.835863814123333459e-05,4.313918561270723285e-05
2.934000000000000000e+03,3.674309229864443919e-05,3.674309229864444596e-05
2.935000000000000000e+03,2.480158730158333406e-05,2.480158730158333068e-05
2.936000000000000000e+03,3.076165866863333348e-05,3.076165866863333348e-05
2.937000000000000000e+03,8.186019167929722319e-05,5.130388398919064470e-05
2.938000000000000000e+03,1.148575507685611175e-04,8.518050487865007120e-05
2.939000000000000000e+03,8.389135510024999973e-05,5.482116888057042602e-05
2.940000000000000000e+03,2.357236911083750023e-04,5.714180521458595398e-05
2.941000000000000000e+03,1.980905160031889035e-04,9.941695906228942216e-05
2.942000000000000000e+03,1.396948658967110983e-04,2.795721128931616219e-05
2.943000000000000000e+03,3.314126620602749883e-04,1.522267619633805636e-04
2.944000000000000000e+03,4.823514627735583558e-04,1.645905322012243825e-04
2.945000000000000000e+03,4.374417760939083247e-04,1.446709374903196773e-04
2.946000000000000000e+03,4.705303519896362053e-04,7.168768183298245564e-05
2.947000000000000000e+03,4.390368857344277673e-04,2.954796310294817888e-05
2.948000000000000000e+03,6.041488671955472407e-04,4.277985506375377492e-05
2.949000000000000000e+03,7.073721266616666723e-04,1.853254936435472277e-04
2.950000000000000000e+03,7.735447439890889018e-04,1.789774482387944204e-04
2.951000000000000000e+03,8.051021986604306934e-04,1.576028219919330836e-04
2.952000000000000000e+03,6.998202770880359788e-04,2.132308964892631312e-04
2.953000000000000000e+03,7.769640727700359789e-04,7.517530247037701680e-05
2.954000000000000000e+03,8.300189137823444632e-04,4.352239692555338966e-04
2.955000000000000000e+03,1.584337457872108182e-03,2.839086213657548356e-04
2.956000000000000000e+03,1.018378490157069351e-03,2.777085298920247271e-04
2.957000000000000000e+03,1.600715765721838968e-03,1.822096488905506565e-04
2.958000000000000000e+03,1.119807696786377735e-03,1.285164213921694638e-04
2.959000000000000000e+03,1.379087533026275006e-03,2.258450985761934220e-04
2.960000000000000000e+03,1.562874854582686204e-03,3.362647545750344189e-04
2.961000000000000000e+03,1.599222690083605463e-03,1.994610404591151502e-04
2.962000000000000000e+03,1.423639368676511176e-03,3.959680698800605199e-04
2.963000000000000000e+03,1.576331605212530525e-03,9.116218126339344736e-05
2.964000000000000000e+03,1.717630940441841310e-03,2.314281751339802016e-04
2.965000000000000000e+03,1.440663130693188923e-03,2.051902870586988113e-04
2.966000000000000000e+03,9.142546171763666317e-04,9.218296678409554834e-05
2.967000000000000000e+03,1.167884100001580694e-03,1.740641841749593062e-04
2.968000000000000000e+03,1.038406686867141687e-03,3.007102223463073670e-04
2.969000000000000000e+03,7.749622878590695053e-04,2.216110970822967945e-04
2.970000000000000000e+03,8.522140775854861140e-04,4.400527384418818688e-05
2.971000000000000000e+03,6.382673476358332936e-04,1.970092682274116600e-04
2.972000000000000000e+03,3.607870591566055582e-04,7.204703270311263463e-05
2.973000000000000000e+03,2.592398399851666307e-04,5.652408209655342174e-05
2.974000000000000000e+03,2.658442604094555530e-04,5.865286374146093683e-05
2.975000000000000000e+03,2.904727048646472336e-04,2.069429735518599222e-04
2.976000000000000000e+03,2.158495882615860898e-04,1.110847688888144701e-04
2.977000000000000000e+03,1.152396985730222222e-04,5.778300161671196471e-05
2.978000000000000000e+03,5.511463844796666217e-05,5.511463844796666894e-05
2.979000000000000000e+03,1.396237507348444494e-04,1.396237507348444765e-04
2.981000000000000000e+03,5.511463844796666217e-05,5.511463844796666894e-05
