t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,8.045863333333332923e-01,1.639837831205973083e-03
8.000000000000000000e+00,6.021940208333333988e-01,8.394123459111065000e-04
1.200000000000000000e+01,5.372106111111112359e-01,7.296485742041382890e-04
1.600000000000000000e+01,5.051502291666666311e-01,4.248387450525613405e-04
2.000000000000000000e+01,4.860252749999999233e-01,3.576523477618571501e-04
2.400000000000000000e+01,4.735953263888889042e-01,3.345519340491115369e-04
2.800000000000000000e+01,4.650477499999999265e-01,2.011271196930257822e-04
3.200000000000000000e+01,4.585071770833334392e-01,1.895316114390003409e-04
3.600000000000000000e+01,4.533856157407407106e-01,1.834659433637536021e-04
4.000000000000000000e+01,4.492605416666665685e-01,1.752649675059898013e-04
4.400000000000000000e+01,4.459516666666666351e-01,1.181497787442896988e-04
4.800000000000000000e+01,4.432278124999999847e-01,1.425934235372921469e-04
5.200000000000000000e+01,4.407993269230769395e-01,1.008927596640477135e-04
5.600000000000000000e+01,4.388436011904762180e-01,6.923238952918138889e-05
6.000000000000000000e+01,4.373314444444443838e-01,9.795884784468299655e-05
6.400000000000000000e+01,4.356678125000000290e-01,1.115398101840039415e-04
6.800000000000000000e+01,4.343428921568627810e-01,9.818680339913755223e-05
7.200000000000000000e+01,4.331790509259259569e-01,7.491290771224230207e-05
7.600000000000000000e+01,4.321829385964912618e-01,8.644445082370600416e-05
8.000000000000000000e+01,4.312269791666666907e-01,9.755470059618345173e-05
8.400000000000000000e+01,4.303473015873015006e-01,8.536016321912777091e-05
8.800000000000000000e+01,4.295880113636364461e-01,6.883680466898358828e-05
9.200000000000000000e+01,4.288503804347826298e-01,7.420515539204903957e-05
9.600000000000000000e+01,4.281899826388889108e-01,6.577761791923734762e-05
1.000000000000000000e+02,4.276098500000000691e-01,7.826319338151402805e-05
1.040000000000000000e+02,4.270388782051282028e-01,6.637171081047974950e-05
1.080000000000000000e+02,4.265970524691358179e-01,7.478124816431146215e-05
1.120000000000000000e+02,4.260944494047619324e-01,6.676789635988084385e-05
1.160000000000000000e+02,4.256434770114942978e-01,7.271994504611880054e-05
1.200000000000000000e+02,4.252199861111111145e-01,7.747974604250168268e-05
1.240000000000000000e+02,4.248431451612903476e-01,5.517236911342102086e-05
1.280000000000000000e+02,4.245057552083332797e-01,7.467246994798646970e-05
1.320000000000000000e+02,4.241279545454544886e-01,6.804303277400533740e-05
1.360000000000000000e+02,4.238172058823529431e-01,8.120806784434164813e-05
1.400000000000000000e+02,4.235111428571428083e-01,8.228565189897813371e-05
1.440000000000000000e+02,4.232190046296296915e-01,7.838500933472498499e-05
1.480000000000000000e+02,4.229494481981981302e-01,8.768706974629244361e-05
1.520000000000000000e+02,4.226907565789473908e-01,8.824598681285586931e-05
1.560000000000000000e+02,4.224408440170940304e-01,9.696562211842973326e-05
1.600000000000000000e+02,4.222031979166666060e-01,8.602221000362570607e-05
1.640000000000000000e+02,4.219892784552845555e-01,8.905898489918216221e-05
1.680000000000000000e+02,4.217678373015872895e-01,9.803318551630217789e-05
1.720000000000000000e+02,4.215594573643411391e-01,9.094635805242420976e-05
1.760000000000000000e+02,4.213662594696970243e-01,1.030985450792835971e-04
1.800000000000000000e+02,4.211890833333332695e-01,1.044574245228687825e-04
1.840000000000000000e+02,4.209884510869565943e-01,1.092684144917088437e-04
1.880000000000000000e+02,4.208315248226949801e-01,1.081079533441291717e-04
1.920000000000000000e+02,4.206702690972221603e-01,1.089051353077601152e-04
1.960000000000000000e+02,4.205305612244897295e-01,1.037341555337331704e-04
2.000000000000000000e+02,4.203957916666666850e-01,1.081185143990828426e-04
2.040000000000000000e+02,4.202295833333333230e-01,1.089366879967268247e-04
2.080000000000000000e+02,4.201001201923076911e-01,1.121859902533604961e-04
2.120000000000000000e+02,4.199746226415094763e-01,1.129848771482878423e-04
2.160000000000000000e+02,4.198481558641975475e-01,1.124889989759424115e-04
2.200000000000000000e+02,4.197434772727272612e-01,1.128607839629360048e-04
2.240000000000000000e+02,4.196127827380952136e-01,1.125961251195473089e-04
2.280000000000000000e+02,4.194751900584795523e-01,1.160215804839764988e-04
2.320000000000000000e+02,4.193768534482759103e-01,1.146599359800683405e-04
2.360000000000000000e+02,4.192577189265536686e-01,1.150300258894805701e-04
2.400000000000000000e+02,4.191743888888888603e-01,1.235613277126199581e-04
2.440000000000000000e+02,4.190791530054644443e-01,1.144807854701897465e-04
2.480000000000000000e+02,4.189734475806451419e-01,1.207686253057177749e-04
2.520000000000000000e+02,4.188698478835979344e-01,1.163906684661456117e-04
2.560000000000000000e+02,4.187853190104167678e-01,1.229430557918007635e-04
2.600000000000000000e+02,4.187057820512820605e-01,1.183229025290996562e-04
2.640000000000000000e+02,4.186210101010100493e-01,1.229434405352707298e-04
2.680000000000000000e+02,4.185356716417910627e-01,1.179400976143215322e-04
2.720000000000000000e+02,4.184593504901960581e-01,1.197769296497637183e-04
2.760000000000000000e+02,4.183780495169082125e-01,1.163248518667119291e-04
2.800000000000000000e+02,4.183162023809524621e-01,1.177271147532442668e-04
2.840000000000000000e+02,4.182509389671361655e-01,1.232488529452781104e-04
2.880000000000000000e+02,4.181603877314815643e-01,1.246450457418591632e-04
2.920000000000000000e+02,4.180807933789954522e-01,1.202902424689249720e-04
2.960000000000000000e+02,4.180387274774775008e-01,1.241816473575624487e-04
3.000000000000000000e+02,4.179693833333333330e-01,1.219545392064599095e-04
3.040000000000000000e+02,4.178887664473683872e-01,1.266250407801024680e-04
3.080000000000000000e+02,4.178173106060605879e-01,1.202133370885674092e-04
3.120000000000000000e+02,4.177757745726496386e-01,1.199847250510975794e-04
3.160000000000000000e+02,4.177022099156117996e-01,1.201579368267728767e-04
3.200000000000000000e+02,4.176454895833332515e-01,1.222825101369679390e-04
3.240000000000000000e+02,4.175943569958847634e-01,1.193967025828918284e-04
3.280000000000000000e+02,4.175316361788617980e-01,1.181376565267306419e-04
3.320000000000000000e+02,4.174912901606425697e-01,1.203235005001027812e-04
3.360000000000000000e+02,4.174388343253968570e-01,1.183093811891738082e-04
3.400000000000000000e+02,4.173720392156862746e-01,1.206829806516185381e-04
3.440000000000000000e+02,4.173222916666666782e-01,1.120207935439256129e-04
3.480000000000000000e+02,4.172883477011494202e-01,1.151047191982310271e-04
3.520000000000000000e+02,4.172298579545454800e-01,1.123818781365629838e-04
3.560000000000000000e+02,4.171927808988764030e-01,1.162711536442382677e-04
3.600000000000000000e+02,4.171548888888889084e-01,1.159173085698475791e-04
3.640000000000000000e+02,4.170936767399266998e-01,1.153389612267094201e-04
3.680000000000000000e+02,4.170707019927537007e-01,1.147660378429876600e-04
3.720000000000000000e+02,4.170061335125448965e-01,1.137901880535769895e-04
3.760000000000000000e+02,4.169850886524822942e-01,1.114177776344233605e-04
3.800000000000000000e+02,4.169524780701754918e-01,1.127072632682078697e-04
3.840000000000000000e+02,4.169008550347222952e-01,1.106900506523139936e-04
3.880000000000000000e+02,4.168556400343642609e-01,1.073022755832764920e-04
3.920000000000000000e+02,4.168143409863945270e-01,1.090511046544985919e-04
3.960000000000000000e+02,4.167815909090909487e-01,1.072010961538904112e-04
4.000000000000000000e+02,4.167353500000000044e-01,1.079082304367321663e-04
4.040000000000000000e+02,4.167127475247524582e-01,1.064457709525654610e-04
4.080000000000000000e+02,4.166715686274510277e-01,1.050908424322190884e-04
4.120000000000000000e+02,4.166411003236246136e-01,1.026335379391882891e-04
4.160000000000000000e+02,4.166147435897435969e-01,1.077869844235005624e-04
