r_label,A_fit,tauH_fit,betaH_fit,mean_tau_H,A_err,tauH_err,betaH_err,mean_tau_H_err
0.01,1.3086256238917584,0.8600730209499463,0.6419784011697828,1.1916211906673804,0.1244800355132056,0.25987894937268047,0.08001194916853184,0.38210366914765936
0.015,1.337829629555367,0.7746613349133824,0.5476365991483483,1.3276309897677359,0.11934144589873885,0.258615240157219,0.08390927643008213,0.45236537563184187
0.02,1.4999999999999987,0.459509893258053,0.46948273826917175,1.0395626916440033,9.534999702502439e-16,0.025066387325861864,0.01516914754829074,0.05676026710646594
0.05,1.4938821632897468,0.47553142155772943,0.4738043433611482,1.0557410564017442,0.0054719595037461665,0.01831855285006174,0.008640781462836904,0.04067607454647322
0.08,1.4999999999999998,0.45015115118961174,0.46774753243848355,1.0262609939250256,0.0,0.004047281319177972,0.004346811808587726,0.009263632035178762
0.1,1.4999999999999998,0.4473988362584446,0.47245817828473324,0.9990740794276854,0.0,0.0034187111819499747,0.0025082060821209912,0.007638556105801463
0.15,1.4999999999999998,0.45043103011844965,0.47127608278058164,1.0110320293719488,0.0,0.005852419956732117,0.002223109054113119,0.01313916802600096
0.2,1.4999999999999998,0.4513615596987154,0.4773303811151578,0.9871544750496862,0.0,0.004229118528205331,0.001259875235269834,0.00924937239274937
0.3,1.4999999999999938,0.4517838819995026,0.48103089039296076,0.9729626288994816,3.654775954508673e-15,0.0026323623136646937,0.001188580770906505,0.005669223401476373
0.4,1.4999999999999998,0.4461009098973566,0.4806513881021946,0.9622289773381018,0.0,0.0008749231959064828,0.0007704857427591593,0.001887330274725394
0.8,1.4999999999999998,0.4457578098571341,0.48205105615313676,0.9559699320716726,0.0,0.0015248200020094274,0.0010382746021226539,0.0032705450735441366
