r_label,A_fit,tauH_fit,betaH_fit,mean_tau_H,A_err,tauH_err,betaH_err,mean_tau_H_err
0.01,1.2158479409214955,2.725327455531141,0.5580395603199455,4.538381212947963,0.10724001602926363,0.5173170889321306,0.05930291533876029,0.8945714604209386
0.015,1.2266606693002242,2.428818814618828,0.5245951519214093,4.462826312183571,0.10067761956835783,0.48716213436294736,0.046101596109667256,0.9035061248000333
0.02,1.1214497025634065,2.7993173688870105,0.5772979441846451,4.437493283701285,0.03112296915821577,0.2452632287148004,0.03454824031682538,0.419677274428934
0.05,1.1696727348038187,2.692270446861407,0.5557964699046467,4.510608095925439,0.0318412481845409,0.18177174593229678,0.01713738047724138,0.3120185165003992
0.08,1.2350914787437683,2.2863300888106046,0.5132421272158267,4.362333424055692,0.017034916216759382,0.07522778861461522,0.009181961291246375,0.1447739707571354
0.1,1.2493383669303812,2.195021937417539,0.5079242438004892,4.266266610071099,0.018314716976030068,0.09364084454428703,0.007909573516151262,0.1825232909751295
0.15,1.246352577920176,2.1861557357770636,0.5041001047025493,4.307394588155524,0.009716410767976186,0.047704794117357834,0.004267683127723499,0.09422762251584008
0.2,1.245917727489498,2.1508269645997613,0.5018418471248893,4.272660385389665,0.008382073715967272,0.03441315805196497,0.0029054989367380333,0.06848711309627807
0.3,1.2412230399104183,2.1910582699259282,0.5054874498044298,4.295595243417212,0.003898562579944795,0.02343927395860885,0.003022593227263065,0.04621548097214836
0.4,1.2258262905630324,2.2752678791612064,0.5156894379047003,4.305236231201443,0.005438595124061766,0.02774828330766371,0.0023367219871038773,0.052745194660643396
0.8,1.2295468648700696,2.248670014613915,0.5141030537012296,4.277875576996738,0.0016325298703126858,0.009784159347896303,0.0011910789038147712,0.018774560360520175
