r_label,A_fit,tauH_fit,betaH_fit,mean_tau_H,A_err,tauH_err,betaH_err,mean_tau_H_err
0.01,1.4986812206304283,1.01273158027146,0.40026949576793636,3.359420323307571,0.0011795521270745748,0.022935029160605913,0.003059787160441868,0.07850926516306438
0.015,1.4803776320317703,1.0548098224889442,0.38991994700334465,3.767136292812772,0.017550779462519567,0.0675127767911137,0.006592780323285496,0.24759250396668245
0.02,1.4792226329821043,1.039187838915771,0.38587039240502863,3.8258121817729673,0.011764821234463882,0.032226295496386004,0.002889641065786585,0.12163593599179143
0.05,1.4999999999998908,1.1025611036212768,0.38940719979869887,3.9526603576241004,9.763312135857132e-14,0.013784342730975278,0.0014238426517092413,0.05106313621940004
0.08,1.498112258846318,1.163081599350271,0.38599166097198156,4.277984508708573,0.0016884470174224526,0.006779807524203038,0.001392127735348978,0.028805443527900723
0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN

