r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,7.058365677481423322e-05,7.628835868994755287e-06
9.499999999999999556e-01,1.909133884323054864e-01,5.489614587464565574e-04
1.050000000000000044e+00,1.212319014207889012e+00,9.001101084993671239e-04
1.150000000000000133e+00,1.408112486880935821e+00,1.440784020981117526e-03
1.250000000000000000e+00,1.248382090047262194e+00,1.182921605642939852e-03
1.350000000000000089e+00,1.125291523171782160e+00,7.888115628402930833e-04
1.450000000000000178e+00,1.036381958166468831e+00,7.949897415269916801e-04
1.550000000000000044e+00,9.731942178457261283e-01,6.576525728659801283e-04
1.650000000000000133e+00,9.370439352272736944e-01,4.834696612297387035e-04
1.750000000000000000e+00,9.212325147404326620e-01,5.565759201796034294e-04
1.850000000000000089e+00,9.262437401807934734e-01,8.371854816457184817e-04
1.950000000000000178e+00,9.506678144845567280e-01,2.564532303661173148e-04
2.049999999999999822e+00,9.838730111835449765e-01,5.127832308341387499e-04
2.150000000000000355e+00,1.008531689328874048e+00,5.137911012515981304e-04
2.250000000000000000e+00,1.018744413477071342e+00,4.963440096344144854e-04
2.350000000000000533e+00,1.017883828135951907e+00,5.335194761995599132e-04
2.450000000000000178e+00,1.011712896361938840e+00,4.109309428175356290e-04
2.549999999999999822e+00,1.005528961807985899e+00,4.203538985182087755e-04
2.650000000000000355e+00,9.990600975419416940e-01,4.108672214244438658e-04
2.750000000000000000e+00,9.957964608647091875e-01,6.261268129149547132e-04
2.850000000000000533e+00,9.947986308678895551e-01,3.599660798592138351e-04
2.950000000000000178e+00,9.950024691454629755e-01,4.652383607533546318e-04
3.049999999999999822e+00,9.967007458077427051e-01,3.502458153887969060e-04
3.150000000000000355e+00,9.991071363670682715e-01,3.677290693509848232e-04
3.250000000000000000e+00,1.000173101018714927e+00,3.449861961949965894e-04
3.350000000000000533e+00,1.000861267354364426e+00,4.773143549054545843e-04
3.450000000000000178e+00,1.001445320241744152e+00,1.529387549972255236e-04
3.549999999999999822e+00,1.001369124531676924e+00,4.299106419100692431e-04
3.650000000000000355e+00,1.000727369635114217e+00,1.639996631375933533e-04
3.750000000000000000e+00,9.998570811690283833e-01,2.335427419576445690e-04
3.850000000000000533e+00,9.997035228657991102e-01,2.684355265980984881e-04
3.950000000000000178e+00,1.000164050343061550e+00,2.243634314692720606e-04
4.050000000000000711e+00,9.996001910251954836e-01,3.323483548830279090e-04
4.150000000000000355e+00,9.998325486882922997e-01,2.103500676081832021e-04
4.250000000000000000e+00,1.000242963046756639e+00,1.856295540150587717e-04
4.349999999999999645e+00,1.000207820929704283e+00,2.414350855880883150e-04
4.450000000000000178e+00,9.999620588585260705e-01,2.111793221513687106e-04
4.550000000000000711e+00,1.000172456620933348e+00,2.434412334222377857e-04
4.650000000000000355e+00,1.000416648890860793e+00,2.857946248679824660e-04
4.750000000000000000e+00,1.000649980884343204e+00,1.734577878246255402e-04
4.850000000000000533e+00,1.000151135211232223e+00,1.234211371044376896e-04
4.950000000000000178e+00,1.000279281832234135e+00,1.671253035700281475e-04
5.050000000000000711e+00,1.000174201627670234e+00,1.795733175794292900e-04
5.150000000000000355e+00,1.000253897204248732e+00,2.898150996625902085e-04
5.250000000000000000e+00,1.000465516971051461e+00,1.369584684567388261e-04
5.350000000000000533e+00,9.999818967770277567e-01,2.369416803792959874e-04
5.450000000000000178e+00,9.997930602774989239e-01,1.723516786491560812e-04
5.550000000000000711e+00,1.000009991243750784e+00,1.966812174775627964e-04
5.650000000000000355e+00,1.000273202024076546e+00,1.881741206993389423e-04
5.750000000000000000e+00,1.000230254163374299e+00,2.542717871903933061e-04
5.850000000000000533e+00,1.000844882605965713e+00,1.571329812122451209e-04
5.950000000000000178e+00,1.000372862555796827e+00,1.597241091096877604e-04
6.050000000000000711e+00,9.999545660726258944e-01,1.452817576066384555e-04
6.150000000000000355e+00,1.000311094757233787e+00,1.237307786806275288e-04
6.250000000000000000e+00,1.000180210158233773e+00,1.967803570468070471e-04
6.350000000000000533e+00,1.000064908529567198e+00,1.750717942983401321e-04
6.450000000000000178e+00,1.000395540404855899e+00,1.578124142017434193e-04
6.550000000000000711e+00,1.000144023066129595e+00,1.637103503184106899e-04
6.650000000000000355e+00,1.000230837251356419e+00,2.064508981984076357e-04
6.750000000000000000e+00,1.000136719120652051e+00,2.238571501329781471e-04
6.850000000000000533e+00,1.000211430904883070e+00,2.207098299035836297e-04
6.950000000000000178e+00,1.000252607497905899e+00,1.779993617584746043e-04
7.050000000000000711e+00,1.000193009308495196e+00,1.087164170552295243e-04
7.150000000000000355e+00,1.000023166809204778e+00,1.683046081415561900e-04
7.250000000000000000e+00,1.000332975332610008e+00,1.328394623710466081e-04
7.350000000000000533e+00,1.000493802360738371e+00,1.166807210301845882e-04
7.450000000000000178e+00,1.000149630469071571e+00,1.583256174733068463e-04
7.550000000000000711e+00,1.000216471485134928e+00,1.690358740531813374e-04
7.650000000000000355e+00,1.000028325190126299e+00,1.403199701357239748e-04
7.750000000000000000e+00,1.000246719473207202e+00,1.781571007346432513e-04
7.850000000000000533e+00,1.000102752645475102e+00,7.427542733628436297e-05
7.950000000000000178e+00,1.000128577810615482e+00,2.040863370555909544e-04
8.050000000000000711e+00,1.000234562336983046e+00,1.553542853747188817e-04
8.150000000000000355e+00,1.000122337355651370e+00,1.391520803776265637e-04
8.250000000000000000e+00,1.000144717736435762e+00,1.146661359007550621e-04
8.350000000000001421e+00,1.000192909921246098e+00,8.089473134427565507e-05
8.449999999999999289e+00,1.000207170167973114e+00,1.471963445970172536e-04
8.550000000000000711e+00,1.000224694449617591e+00,9.048895192894564087e-05
8.650000000000000355e+00,1.000213343456638704e+00,1.454258229574300102e-04
8.750000000000000000e+00,1.000362844350675129e+00,1.279382334545252635e-04
8.850000000000001421e+00,1.000324364355767770e+00,9.025701341962611454e-05
8.949999999999999289e+00,1.000128151619686490e+00,1.050385669261378772e-04
9.050000000000000711e+00,1.000264140814399072e+00,1.205378305363232155e-04
9.150000000000000355e+00,1.000002523881634575e+00,1.191449541432148461e-04
9.250000000000000000e+00,1.000281103336233102e+00,1.271732149849319666e-04
9.350000000000001421e+00,1.000071564649209988e+00,7.930242363491094482e-05
9.449999999999999289e+00,1.000257739969037551e+00,7.332001779171155430e-05
9.550000000000000711e+00,1.000174476248362421e+00,1.176557321948082401e-04
9.650000000000002132e+00,1.000115804111828766e+00,1.242010728696507692e-04
9.750000000000000000e+00,1.000184596246390445e+00,1.065607218250553851e-04
9.850000000000001421e+00,1.000164031743200344e+00,8.087003650997404310e-05
9.949999999999999289e+00,1.000085628852833697e+00,1.104285766788797729e-04
