r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,9.246142135364062570e-05,9.792405354356236843e-06
9.499999999999999556e-01,1.918433990536184963e-01,4.269282640806810179e-04
1.050000000000000044e+00,1.222475182865943921e+00,1.066538383453689278e-03
1.150000000000000133e+00,1.419527077255893888e+00,8.097196614045501376e-04
1.250000000000000000e+00,1.256271627827727499e+00,4.527260373525861139e-04
1.350000000000000089e+00,1.133006422802513846e+00,7.308234235287164576e-04
1.450000000000000178e+00,1.041645249411765839e+00,6.379964066845918678e-04
1.550000000000000044e+00,9.793826617736917095e-01,5.087193295734707610e-04
1.650000000000000133e+00,9.405033525795334359e-01,3.449079140282309609e-04
1.750000000000000000e+00,9.243213367626536003e-01,4.386874609932547961e-04
1.850000000000000089e+00,9.287668478213267909e-01,4.716546639532547425e-04
1.950000000000000178e+00,9.531611982709018438e-01,5.832656688839431541e-04
2.049999999999999822e+00,9.865033719799193301e-01,3.708633325817132847e-04
2.150000000000000355e+00,1.011885287437641612e+00,4.045715927358387639e-04
2.250000000000000000e+00,1.019520574052438899e+00,2.771676868384843461e-04
2.350000000000000533e+00,1.018855846358115880e+00,3.395481591842022871e-04
2.450000000000000178e+00,1.012550940394663535e+00,3.228462754472409221e-04
2.549999999999999822e+00,1.005087974680383578e+00,3.869530703434879179e-04
2.650000000000000355e+00,9.998007094055345600e-01,3.471442396826371498e-04
2.750000000000000000e+00,9.952319085685552569e-01,2.791737651610513458e-04
2.850000000000000533e+00,9.945457319339826574e-01,2.818200780989072872e-04
2.950000000000000178e+00,9.952621260286189653e-01,3.028848000635104599e-04
3.049999999999999822e+00,9.971215739421598334e-01,2.490151915201305926e-04
3.150000000000000355e+00,9.990269239556319736e-01,2.215388091824522913e-04
3.250000000000000000e+00,1.000780433016319693e+00,2.204641846022829994e-04
3.350000000000000533e+00,1.001493020185870053e+00,1.529341249977889713e-04
3.450000000000000178e+00,1.001542371355817806e+00,3.264267712810966018e-04
3.549999999999999822e+00,1.001405452975996813e+00,1.814231362164116050e-04
3.650000000000000355e+00,1.000908301594680250e+00,1.496239520349210996e-04
3.750000000000000000e+00,1.000216923399563473e+00,2.328761247247821222e-04
3.850000000000000533e+00,9.994238307328187076e-01,2.515450561790132556e-04
3.950000000000000178e+00,9.995718068987494709e-01,3.064469300180449837e-04
4.050000000000000711e+00,9.999961044008383038e-01,1.826135900428793916e-04
4.150000000000000355e+00,9.999618059600470232e-01,1.447717687969349407e-04
4.250000000000000000e+00,9.998135091840326671e-01,2.474491767075817899e-04
4.349999999999999645e+00,1.000205219976941562e+00,1.944627282173420956e-04
4.450000000000000178e+00,1.000366311842366684e+00,2.032795711229519670e-04
4.550000000000000711e+00,1.000367230451716161e+00,1.145008647266181827e-04
4.650000000000000355e+00,1.000279316667333385e+00,1.415944161304080317e-04
4.750000000000000000e+00,1.000141784712237136e+00,3.040404343849085187e-04
4.850000000000000533e+00,1.000037642063936527e+00,1.652090280602080844e-04
4.950000000000000178e+00,1.000172341058578329e+00,1.175194888330945245e-04
5.050000000000000711e+00,1.000282629879569729e+00,1.398377909817148559e-04
5.150000000000000355e+00,9.996937409163347832e-01,1.652806302575480721e-04
5.250000000000000000e+00,1.000363980190551505e+00,1.005850094213156970e-04
5.350000000000000533e+00,1.000290429468184694e+00,8.016505419056634333e-05
5.450000000000000178e+00,1.000269817340924572e+00,1.359380881692447986e-04
5.550000000000000711e+00,9.999535526726649470e-01,1.057688726022946421e-04
5.650000000000000355e+00,1.000057428666069725e+00,1.296617317700306021e-04
5.750000000000000000e+00,9.999719787575470642e-01,1.452942467688399491e-04
5.850000000000000533e+00,1.000382678254772673e+00,1.152709807368821943e-04
5.950000000000000178e+00,1.000059141170746013e+00,1.309672014331123588e-04
6.050000000000000711e+00,9.998908547429810056e-01,1.384198379847960327e-04
6.150000000000000355e+00,1.000147288603889795e+00,1.260835383106642248e-04
6.250000000000000000e+00,1.000065604117486240e+00,1.299636248577891028e-04
6.350000000000000533e+00,1.000205074799247029e+00,1.567453266396646885e-04
6.450000000000000178e+00,1.000126668630993976e+00,1.145785996728745758e-04
6.550000000000000711e+00,1.000092151777764338e+00,7.606249334295529178e-05
6.650000000000000355e+00,1.000117475556203006e+00,1.699352951423576752e-04
6.750000000000000000e+00,1.000127408180886857e+00,1.251400189409124892e-04
6.850000000000000533e+00,1.000281798329151428e+00,1.190796487244656014e-04
6.950000000000000178e+00,1.000066508540411458e+00,9.432138314683369816e-05
7.050000000000000711e+00,9.999658373904040110e-01,1.051729994448955799e-04
7.150000000000000355e+00,1.000063199736867636e+00,1.277066310505468600e-04
7.250000000000000000e+00,1.000288312243574840e+00,1.099648029849195163e-04
7.350000000000000533e+00,1.000097295643482154e+00,1.164976322889308411e-04
7.450000000000000178e+00,1.000049021031939267e+00,1.555551700376233966e-04
7.550000000000000711e+00,1.000154390908306379e+00,1.861957066702001962e-04
7.650000000000000355e+00,1.000288449188305062e+00,8.565645601150832008e-05
7.750000000000000000e+00,9.999090984992328179e-01,9.748694039677063524e-05
7.850000000000000533e+00,1.000184305648333716e+00,9.077104299542995886e-05
7.950000000000000178e+00,1.000100366329106150e+00,1.308718464259954429e-04
8.050000000000000711e+00,1.000268506881659913e+00,7.565727733993866401e-05
8.150000000000000355e+00,1.000257575430265167e+00,7.543150161501898862e-05
8.250000000000000000e+00,1.000327307922364461e+00,9.514464786839648596e-05
8.350000000000001421e+00,1.000094998904524912e+00,8.141276872783420864e-05
8.449999999999999289e+00,1.000273039564582245e+00,1.299089266970694808e-04
8.550000000000000711e+00,1.000118545563635664e+00,1.242593758191112548e-04
8.650000000000000355e+00,1.000076861060777311e+00,9.863672069572814827e-05
8.750000000000000000e+00,1.000086195345391449e+00,7.684622756546155369e-05
8.850000000000001421e+00,1.000119732566071562e+00,9.686328603162065449e-05
8.949999999999999289e+00,1.000004379540445854e+00,1.101272267345209538e-04
9.050000000000000711e+00,1.000124636638986875e+00,7.049939503207691845e-05
9.150000000000000355e+00,1.000149792488881140e+00,9.844657150662042885e-05
9.250000000000000000e+00,1.000298888910519102e+00,7.239646525443857504e-05
9.350000000000001421e+00,1.000343610943569272e+00,9.432074518326510166e-05
9.449999999999999289e+00,1.000167976446692197e+00,6.255412828968018703e-05
9.550000000000000711e+00,9.999809760842245376e-01,9.613264112996646599e-05
9.650000000000002132e+00,1.000078164833299033e+00,1.038644760346737773e-04
9.750000000000000000e+00,1.000055990490159363e+00,8.889113036941269353e-05
9.850000000000001421e+00,1.000208651394144610e+00,9.689194430453256304e-05
9.949999999999999289e+00,1.000222493906654631e+00,7.575020947712779419e-05
