t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,1.854737583333333217e-01,5.528615697868886555e-04
8.000000000000000000e+00,1.370830916666666566e-01,2.703582590470535044e-04
1.200000000000000000e+01,1.210192666666666667e-01,1.888815060489818355e-04
1.600000000000000000e+01,1.131257604166666653e-01,1.461103940971138248e-04
2.000000000000000000e+01,1.084146166666666716e-01,1.218042925311432176e-04
2.400000000000000000e+01,1.052708263888888912e-01,9.878300064676145910e-05
2.800000000000000000e+01,1.030338214285714260e-01,8.857750244079773709e-05
3.200000000000000000e+01,1.013450416666666631e-01,8.092861480914219005e-05
3.600000000000000000e+01,1.000449027777777777e-01,6.903338059596689366e-05
4.000000000000000000e+01,9.898618750000001687e-02,6.788114137064040984e-05
4.400000000000000000e+01,9.814789393939393758e-02,6.945539128596077720e-05
4.800000000000000000e+01,9.742769791666666679e-02,6.166828155252994067e-05
5.200000000000000000e+01,9.681128205128204656e-02,6.134771210737445849e-05
5.600000000000000000e+01,9.630979464285713276e-02,6.343872828822163861e-05
6.000000000000000000e+01,9.585508333333332687e-02,5.658978399201831477e-05
6.400000000000000000e+01,9.547395312499999676e-02,5.909704407165527448e-05
6.800000000000000000e+01,9.512580147058824487e-02,5.647551516350536442e-05
7.200000000000000000e+01,9.481659722222221531e-02,5.718723397448398620e-05
7.600000000000000000e+01,9.454266885964912603e-02,5.381207827944998524e-05
8.000000000000000000e+01,9.429286458333333010e-02,5.215940095630958330e-05
8.400000000000000000e+01,9.406773809523809315e-02,5.303129297131603135e-05
8.800000000000000000e+01,9.386089962121212105e-02,5.280317229923196586e-05
9.200000000000000000e+01,9.368568115942028929e-02,5.177341611087991126e-05
9.600000000000000000e+01,9.351175347222220879e-02,5.138426159253239991e-05
1.000000000000000000e+02,9.334944999999998660e-02,5.308702004756695440e-05
1.040000000000000000e+02,9.320745673076923088e-02,5.363663652126555217e-05
1.080000000000000000e+02,9.308062037037036218e-02,5.344330101671679133e-05
1.120000000000000000e+02,9.295128422619046427e-02,5.116609859915984709e-05
1.160000000000000000e+02,9.283789942528736239e-02,5.519719249544938341e-05
1.200000000000000000e+02,9.272556388888889001e-02,5.349920784511610168e-05
1.240000000000000000e+02,9.262612768817203579e-02,5.352246197427238793e-05
1.280000000000000000e+02,9.253115364583333613e-02,5.391021275859792059e-05
1.320000000000000000e+02,9.243877651515151894e-02,5.371300950354246953e-05
1.360000000000000000e+02,9.235686764705881846e-02,5.477587908925195080e-05
1.400000000000000000e+02,9.227585119047619633e-02,5.545499930918162257e-05
1.440000000000000000e+02,9.220088194444445162e-02,5.531608321038244930e-05
1.480000000000000000e+02,9.213268130630632158e-02,5.525535451670643579e-05
1.520000000000000000e+02,9.206735526315790175e-02,5.499804947695687831e-05
1.560000000000000000e+02,9.200418803418805580e-02,5.556411706256404764e-05
1.600000000000000000e+02,9.194528750000000028e-02,5.635777060684668110e-05
1.640000000000000000e+02,9.188933536585366935e-02,5.629326945540079319e-05
1.680000000000000000e+02,9.183369642857144854e-02,5.778911268337819080e-05
1.720000000000000000e+02,9.177999031007751107e-02,5.721743578594310267e-05
1.760000000000000000e+02,9.173023200757575435e-02,5.707733483212312385e-05
1.800000000000000000e+02,9.168382777777778214e-02,5.778035410922760306e-05
1.840000000000000000e+02,9.163466485507246184e-02,5.863881205475203137e-05
1.880000000000000000e+02,9.159337765957446809e-02,5.809450224794319599e-05
1.920000000000000000e+02,9.155526041666664505e-02,5.885300754075527925e-05
1.960000000000000000e+02,9.151471088435375600e-02,6.035931678798413279e-05
2.000000000000000000e+02,9.147500833333331582e-02,6.043103973349789576e-05
2.040000000000000000e+02,9.143781862745097022e-02,6.013287419223723471e-05
2.080000000000000000e+02,9.140258814102562857e-02,6.092089002579935040e-05
2.120000000000000000e+02,9.136601415094339207e-02,6.175248720681700558e-05
2.160000000000000000e+02,9.133507716049382719e-02,6.116524691475361860e-05
2.200000000000000000e+02,9.130463636363636559e-02,6.176412500009070925e-05
2.240000000000000000e+02,9.127177083333333496e-02,6.123864300165089204e-05
2.280000000000000000e+02,9.124462719298245816e-02,6.191481271351240449e-05
2.320000000000000000e+02,9.121558189655173954e-02,6.230294794974151765e-05
2.360000000000000000e+02,9.118809322033899489e-02,6.300984164419841924e-05
2.400000000000000000e+02,9.116194444444443434e-02,6.276446105891855321e-05
2.440000000000000000e+02,9.113559426229508875e-02,6.283481825941652468e-05
2.480000000000000000e+02,9.110818548387096538e-02,6.255910284708433259e-05
2.520000000000000000e+02,9.108643518518519389e-02,6.343253355294361942e-05
2.560000000000000000e+02,9.106045572916666997e-02,6.362365895041229914e-05
2.600000000000000000e+02,9.104090384615384779e-02,6.378575090560318673e-05
2.640000000000000000e+02,9.102085227272727064e-02,6.470252284712825486e-05
2.680000000000000000e+02,9.099894900497511319e-02,6.502401204449885454e-05
2.720000000000000000e+02,9.097663602941177818e-02,6.565294807264132279e-05
2.760000000000000000e+02,9.095547101449277805e-02,6.593922846339480214e-05
2.800000000000000000e+02,9.093483928571427510e-02,6.569298827325833437e-05
2.840000000000000000e+02,9.091794014084507436e-02,6.591874984174611010e-05
