cluster_size, probability, probability_err
1.000000000000000000e+00,5.574560682579380311e-01,6.944837104762650306e-04
2.000000000000000000e+00,1.648227887309083595e-01,4.090311726739646121e-04
3.000000000000000000e+00,7.730648509601402429e-02,2.519620233739708879e-04
4.000000000000000000e+00,4.440763721407082337e-02,2.857550112560642273e-04
5.000000000000000000e+00,2.879874544261389405e-02,1.464275714662611116e-04
6.000000000000000000e+00,2.020928681169309460e-02,1.252577630781742267e-04
7.000000000000000000e+00,1.478878389517642757e-02,1.930022970048182068e-04
8.000000000000000000e+00,1.140565519637015170e-02,7.792780549041620293e-05
9.000000000000000000e+00,8.979223887135354479e-03,1.278254290793403669e-04
1.000000000000000000e+01,7.141156636850089223e-03,6.826119821341822909e-05
1.100000000000000000e+01,5.980597046361828262e-03,4.045649525345893698e-05
1.200000000000000000e+01,5.106126681963986044e-03,1.318220320829044747e-04
1.300000000000000000e+01,4.219008330810999907e-03,7.979649202639898685e-05
1.400000000000000000e+01,3.600772316570391776e-03,7.199835782232214410e-05
1.500000000000000000e+01,3.073961317155719710e-03,1.147497465355549269e-04
1.600000000000000000e+01,2.772367170764738695e-03,1.011467630280585804e-04
1.700000000000000000e+01,2.232626250476489084e-03,1.673267687217949969e-05
1.800000000000000000e+01,2.132798924180127811e-03,3.621831725719461384e-05
1.900000000000000000e+01,1.887633366009192027e-03,3.900290841969424841e-05
2.000000000000000000e+01,1.733687673391363969e-03,2.497265468024870383e-05
2.100000000000000000e+01,1.573114891501191685e-03,9.630446046515972686e-05
2.200000000000000000e+01,1.334498580885933256e-03,1.818119215292530980e-05
2.300000000000000000e+01,1.334118020798791748e-03,1.451946789543961494e-05
2.400000000000000000e+01,1.230707392236902835e-03,5.449947000858493658e-05
2.500000000000000000e+01,1.091966800788691638e-03,5.193398151196707176e-05
2.600000000000000000e+01,1.016012594618364044e-03,3.478209937602471611e-05
2.700000000000000000e+01,1.001664867052341800e-03,2.988992793270103327e-05
2.800000000000000000e+01,9.671145280811640132e-04,3.059699862559118566e-05
2.900000000000000000e+01,8.389810209015249052e-04,4.970529508867028165e-05
3.000000000000000000e+01,6.639174734068361726e-04,2.470129836478412861e-05
3.100000000000000000e+01,6.894365954230415776e-04,5.813964014949272042e-05
3.200000000000000000e+01,6.470555763282694007e-04,3.780071732541992642e-05
3.300000000000000000e+01,6.297601454551055760e-04,2.734297132954376832e-05
3.400000000000000000e+01,5.014801518893804164e-04,2.707134102424972485e-05
3.500000000000000000e+01,5.488939538523610875e-04,3.252570829368722880e-05
3.600000000000000000e+01,5.230720097315500611e-04,4.861514030406300599e-05
3.700000000000000000e+01,4.901100890309361422e-04,4.068717714556937073e-05
3.800000000000000000e+01,4.294355810757889236e-04,2.602970936580881734e-05
3.900000000000000000e+01,4.664893429605027693e-04,4.847013059856309367e-05
4.000000000000000000e+01,3.694303280489694640e-04,3.754838756401678197e-05
4.100000000000000000e+01,3.630312420265862055e-04,7.387824841265339450e-06
4.200000000000000000e+01,3.972653669906000174e-04,2.738807189653698511e-05
4.300000000000000000e+01,3.681875209934971677e-04,2.967272283380724084e-05
4.400000000000000000e+01,3.258895545641193946e-04,2.954275628472577902e-05
4.500000000000000000e+01,3.520063288367416676e-04,1.931702263181060494e-05
4.600000000000000000e+01,3.207530125770361568e-04,4.084999263783058492e-06
4.700000000000000000e+01,2.948275300490221990e-04,3.378224146874850265e-05
4.800000000000000000e+01,2.600310502973138716e-04,1.411072293965490443e-05
4.900000000000000000e+01,3.186635888672971636e-04,2.095777901507240958e-05
5.000000000000000000e+01,2.522951067929083205e-04,3.519343569055873819e-05
5.100000000000000000e+01,2.836954476967444637e-04,4.494568499965041726e-05
5.200000000000000000e+01,2.420746966325638364e-04,1.163359071839161836e-05
5.300000000000000000e+01,1.865570749045499660e-04,1.256203458363894231e-05
5.400000000000000000e+01,2.383931881686196486e-04,1.145142011720274600e-05
5.500000000000000000e+01,1.751875797453354667e-04,8.794575161499367893e-06
5.600000000000000000e+01,2.240372908328250095e-04,1.213778116712504582e-05
5.700000000000000000e+01,2.012396388204499913e-04,4.500092760966533870e-05
5.800000000000000000e+01,1.698096248719316911e-04,6.929306511165933216e-06
5.900000000000000000e+01,1.909489946154805816e-04,1.672156837517780944e-05
