cluster_size, probability, probability_err
1.000000000000000000e+00,5.394803775606010765e-01,8.171406036299405738e-04
2.000000000000000000e+00,1.689748734491710869e-01,4.581702380356531858e-04
3.000000000000000000e+00,8.125668325973094130e-02,3.222240502553515534e-05
4.000000000000000000e+00,4.828303789419047254e-02,1.119681221367813432e-04
5.000000000000000000e+00,3.127926876259117667e-02,1.661779327716333076e-04
6.000000000000000000e+00,2.207597221605946472e-02,2.882943307341011589e-04
7.000000000000000000e+00,1.652680736444281026e-02,2.802129565914090645e-04
8.000000000000000000e+00,1.274799320729196571e-02,1.049473798589947059e-04
9.000000000000000000e+00,1.022767200600473332e-02,1.748994871891294052e-04
1.000000000000000000e+01,8.390236416812605832e-03,9.621810662544978145e-05
1.100000000000000000e+01,6.922180663878352465e-03,6.272100933760618167e-06
1.200000000000000000e+01,5.675752929424318811e-03,1.250088446364137820e-04
1.300000000000000000e+01,4.890603349963780488e-03,8.324186591803222224e-05
1.400000000000000000e+01,4.020545244208014422e-03,4.308541185429135142e-05
1.500000000000000000e+01,3.370442879836278022e-03,1.105694221021351911e-04
1.600000000000000000e+01,3.115345355194677757e-03,7.022011750483560266e-05
1.700000000000000000e+01,2.610378510323908136e-03,5.401144713180850912e-05
1.800000000000000000e+01,2.401769922280394196e-03,4.913549882703220081e-05
1.900000000000000000e+01,2.122152693342994542e-03,6.094403923282522485e-05
2.000000000000000000e+01,1.980676631840161146e-03,4.781568107969244260e-05
2.100000000000000000e+01,1.731264099408236353e-03,1.006952647311537438e-04
2.200000000000000000e+01,1.579933190593450039e-03,3.217788254506017190e-05
2.300000000000000000e+01,1.275788324043983192e-03,4.491513370554728432e-05
2.400000000000000000e+01,1.206706710559711212e-03,3.706440227069638429e-05
2.500000000000000000e+01,1.219183378534772306e-03,3.996777937484191130e-05
2.600000000000000000e+01,9.995451526730221321e-04,3.260256461657590253e-05
2.700000000000000000e+01,1.022685310843747183e-03,6.982996733420558763e-05
2.800000000000000000e+01,9.047014253558888002e-04,8.384892986362861862e-06
2.900000000000000000e+01,8.415710317611693747e-04,3.371250098056675578e-05
3.000000000000000000e+01,7.555691539739417669e-04,2.635610083281327657e-05
3.100000000000000000e+01,6.859343134285666522e-04,6.042175652542802641e-05
3.200000000000000000e+01,5.834766037097777885e-04,4.010439625714529535e-05
3.300000000000000000e+01,5.775803989474249641e-04,2.537832854780479658e-05
3.400000000000000000e+01,5.840904177594999531e-04,2.775083049100733116e-05
3.500000000000000000e+01,5.092421825915916141e-04,4.264139621543934927e-06
3.600000000000000000e+01,4.685869883215166426e-04,3.571449048153217014e-05
3.700000000000000000e+01,4.134984602417388620e-04,3.424802124333233065e-05
3.800000000000000000e+01,4.058313766687361300e-04,2.655490726741946666e-05
3.900000000000000000e+01,3.764358781823693768e-04,3.742378090861237992e-06
4.000000000000000000e+01,3.651582823790639008e-04,2.252295658393482105e-05
4.100000000000000000e+01,3.391974835243277936e-04,2.687770778330726134e-05
4.200000000000000000e+01,3.396772442564222516e-04,6.604654531310302020e-06
4.300000000000000000e+01,3.038518277456972363e-04,2.459477079056104212e-05
4.400000000000000000e+01,2.809843422243667025e-04,1.700906260055329736e-05
4.500000000000000000e+01,2.557802256734833125e-04,1.982836602066605732e-05
4.600000000000000000e+01,2.549781443440555313e-04,1.102361391566638324e-05
4.700000000000000000e+01,2.387213504382277869e-04,4.804955647895031227e-06
4.800000000000000000e+01,2.393819717796610987e-04,2.329485467576923843e-05
4.900000000000000000e+01,2.098333735847194290e-04,7.728291522151934558e-06
5.000000000000000000e+01,1.961796541600500151e-04,7.860657010819797118e-06
5.100000000000000000e+01,2.094243794310203955e-04,1.946012346333599713e-05
5.200000000000000000e+01,1.898803297966694572e-04,1.700631517535193183e-05
5.300000000000000000e+01,1.790850909191529815e-04,1.290259319559821693e-05
5.400000000000000000e+01,1.481400376940169899e-04,1.882291692367729549e-05
5.500000000000000000e+01,1.323487334884353953e-04,2.030344108145008337e-05
5.600000000000000000e+01,1.364798720905786042e-04,1.245357696241668658e-05
5.700000000000000000e+01,1.627903604080120333e-04,1.956821339466462291e-05
5.800000000000000000e+01,1.313437606900422531e-04,5.723190028044955784e-06
5.900000000000000000e+01,1.446109084865777818e-04,1.575619280256438648e-05
6.000000000000000000e+01,1.055335243669349989e-04,6.098524085365622777e-06
6.100000000000000000e+01,1.102222395919104961e-04,1.193556803970674853e-05
6.200000000000000000e+01,1.124438587554235907e-04,2.487285565131450298e-05
6.300000000000000000e+01,1.129164429638023718e-04,1.822099830428792122e-05
6.400000000000000000e+01,8.547669464205194772e-05,1.162167307504725840e-05
6.500000000000000000e+01,9.413548732531884424e-05,6.816054032838581212e-06
6.600000000000000000e+01,9.035720738023704935e-05,5.130171478516336574e-06
6.700000000000000000e+01,9.056915020708954372e-05,1.325420263705695557e-05
6.800000000000000000e+01,8.808974753741051576e-05,2.144484959260808111e-05
6.900000000000000000e+01,7.011019109685684913e-05,7.683307792554976921e-06
7.000000000000000000e+01,7.588780621342100161e-05,1.683345832524077947e-05
7.100000000000000000e+01,6.483438840892645071e-05,1.177189127105601015e-05
