timestep,H(t)_mean,H(t)_err
4.000000000000000222e-01,7.474548000000000858e-01,1.378272560635230952e-02
8.000000000000000444e-01,6.132741999999999916e-01,3.739888626683940658e-03
1.199999999999999956e+00,5.232769999999999921e-01,9.572377781930683366e-03
1.600000000000000089e+00,4.797284000000000548e-01,9.054819316805840651e-03
2.000000000000000000e+00,4.257602000000000331e-01,8.417839434201629389e-03
2.399999999999999911e+00,3.777009999999999534e-01,5.683620835347834646e-03
2.799999999999999822e+00,3.280407999999999658e-01,8.360595369948240624e-03
3.200000000000000178e+00,3.145725999999999800e-01,9.403855680517428026e-03
3.600000000000000089e+00,2.753492000000000717e-01,8.295892769316637327e-03
4.000000000000000000e+00,2.627849999999999908e-01,1.185280853215810344e-02
4.400000000000000355e+00,2.449209999999999998e-01,6.789409260016664172e-03
4.799999999999999822e+00,2.335160000000000013e-01,1.347999356082932483e-02
5.200000000000000178e+00,2.142318000000000000e-01,1.018993390263155455e-02
5.599999999999999645e+00,1.916663999999999868e-01,8.183889500720303509e-03
6.000000000000000000e+00,1.716415999999999775e-01,8.363485467196075593e-03
6.400000000000000355e+00,1.634056000000000120e-01,7.267856386858509259e-03
6.799999999999999822e+00,1.537116000000000038e-01,8.890255095327689872e-03
7.200000000000000178e+00,1.615888000000000324e-01,9.119858005473548482e-03
7.599999999999999645e+00,1.526915999999999829e-01,1.053136885499695793e-02
8.000000000000000000e+00,1.277374000000000009e-01,1.015666664117711136e-02
8.400000000000000355e+00,1.342213999999999907e-01,1.002392837464434298e-02
8.800000000000000711e+00,1.334135999999999933e-01,9.467900863443807352e-03
9.199999999999999289e+00,1.301415999999999962e-01,1.008117514280949464e-02
9.599999999999999645e+00,1.283607999999999971e-01,8.237765822114632638e-03
1.000000000000000000e+01,1.180723999999999940e-01,7.300118249727194190e-03
1.040000000000000036e+01,1.090604000000000157e-01,6.660548232690756930e-03
1.080000000000000071e+01,1.072146000000000071e-01,7.148857961940493187e-03
1.119999999999999929e+01,1.081533999999999968e-01,1.055017820512999666e-02
1.159999999999999964e+01,1.023325999999999958e-01,7.994900309572344418e-03
1.200000000000000000e+01,1.034329999999999972e-01,4.517704583081987198e-03
1.240000000000000036e+01,9.531979999999999620e-02,7.822753462816016412e-03
1.280000000000000071e+01,9.722800000000000886e-02,6.883373482530203216e-03
1.319999999999999929e+01,9.031500000000000639e-02,3.261821086448489677e-03
1.359999999999999964e+01,8.736859999999999071e-02,3.245965089152993976e-03
1.400000000000000000e+01,9.163099999999999024e-02,3.609336393300021338e-03
1.440000000000000036e+01,8.726219999999999810e-02,5.696749708386353132e-03
1.480000000000000071e+01,7.753800000000000969e-02,5.083487336464997605e-03
1.519999999999999929e+01,7.451480000000000603e-02,7.465717630609933382e-03
1.559999999999999964e+01,7.310759999999999481e-02,4.372707417607538810e-03
1.600000000000000000e+01,6.870620000000000893e-02,6.887136497848725218e-03
1.639999999999999858e+01,6.333619999999999528e-02,5.446843741103649626e-03
1.680000000000000071e+01,7.062620000000000009e-02,5.148926260881971258e-03
1.719999999999999929e+01,7.325080000000000480e-02,3.240749687958018911e-03
1.760000000000000142e+01,6.412940000000000307e-02,3.056080097117874587e-03
1.800000000000000000e+01,6.099219999999999642e-02,3.131666942700004827e-03
1.839999999999999858e+01,5.969260000000000538e-02,2.435598049761085199e-03
1.880000000000000071e+01,5.593839999999999923e-02,5.106146067240927879e-03
1.919999999999999929e+01,5.341379999999999739e-02,5.531757943005096746e-03
1.960000000000000142e+01,5.286159999999999470e-02,5.049696729507623799e-03
2.000000000000000000e+01,5.118819999999999620e-02,4.478460119282073014e-03
2.039999999999999858e+01,4.977279999999999205e-02,3.564987971929217594e-03
2.080000000000000071e+01,4.502899999999999958e-02,4.166540855433917973e-03
2.119999999999999929e+01,4.677519999999999595e-02,3.845276588231332903e-03
2.160000000000000142e+01,4.180520000000000069e-02,3.757558121972300134e-03
2.200000000000000000e+01,3.798400000000000387e-02,5.086079914826347782e-03
2.239999999999999858e+01,4.489560000000000078e-02,1.825450755293058945e-03
2.280000000000000071e+01,4.559980000000000283e-02,1.219474124366728843e-03
2.319999999999999929e+01,3.703760000000000385e-02,3.669733567985555400e-03
2.360000000000000142e+01,3.763339999999999741e-02,5.869870812888473670e-03
2.400000000000000000e+01,3.637239999999999918e-02,6.455027657570492315e-03
2.439999999999999858e+01,3.896580000000000182e-02,6.223792978562187571e-03
2.480000000000000071e+01,3.594239999999999935e-02,7.257808213228012645e-03
2.519999999999999929e+01,4.084919999999999524e-02,7.055938111973488955e-03
2.560000000000000142e+01,4.204619999999999885e-02,4.881501013008191642e-03
2.600000000000000000e+01,3.647440000000000404e-02,3.319351557156909049e-03
2.639999999999999858e+01,3.766840000000000466e-02,2.796620810907334866e-03
2.680000000000000071e+01,3.264640000000000597e-02,3.229668521690732489e-03
2.719999999999999929e+01,3.312340000000000423e-02,2.491691766651725915e-03
2.760000000000000142e+01,3.834579999999999933e-02,5.040065906315114794e-03
2.800000000000000000e+01,3.322780000000000178e-02,3.504731421949475872e-03
2.839999999999999858e+01,3.862920000000000242e-02,4.570058176872586995e-03
2.880000000000000071e+01,3.916580000000000061e-02,3.905810727621091428e-03
2.919999999999999929e+01,3.689800000000000024e-02,3.939694886663180039e-03
2.960000000000000142e+01,3.078900000000000040e-02,2.153815707065021446e-03
3.000000000000000000e+01,2.842439999999999897e-02,2.456550642669513580e-03
3.039999999999999858e+01,3.510660000000000169e-02,3.209172457192040022e-03
3.080000000000000071e+01,3.823119999999999991e-02,4.965098281001091574e-03
3.119999999999999929e+01,3.643359999999999654e-02,4.592918305391463507e-03
3.160000000000000142e+01,3.591360000000000385e-02,5.479331552297230998e-03
3.200000000000000000e+01,3.444360000000000477e-02,3.665772368819426690e-03
3.239999999999999858e+01,2.993559999999999971e-02,5.081604939386768875e-03
3.279999999999999716e+01,2.746279999999999902e-02,4.625084673819496520e-03
3.320000000000000284e+01,3.382079999999999809e-02,2.622201868659238076e-03
3.360000000000000142e+01,3.102339999999999959e-02,3.876604501364564088e-03
3.400000000000000000e+01,3.520320000000000393e-02,6.017075031940353341e-03
3.439999999999999858e+01,2.771140000000000408e-02,5.195732774113772864e-03
3.479999999999999716e+01,2.940840000000000121e-02,3.625374664776041724e-03
3.520000000000000284e+01,2.948840000000000489e-02,3.142127107549916223e-03
3.560000000000000142e+01,2.284699999999999925e-02,2.222498593925314580e-03
3.600000000000000000e+01,2.467380000000000267e-02,3.254684230459231435e-03
