t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,1.860821751562500026e+02,1.609875569795922345e+01
8.000000000000000000e+00,1.247715986718750116e+02,7.932869340661199864e+00
1.200000000000000000e+01,1.045827492187499956e+02,5.163729281907817104e+00
1.600000000000000000e+01,9.451994203125001093e+01,3.828542664171228349e+00
2.000000000000000000e+01,8.839952531249998913e+01,3.026452131537905821e+00
2.400000000000000000e+01,8.429306015624999304e+01,2.467227765580933152e+00
2.800000000000000000e+01,8.134297366071429281e+01,2.152202445722529944e+00
3.200000000000000000e+01,7.921988554687501960e+01,1.878201748159459283e+00
3.600000000000000000e+01,7.757050468750000505e+01,1.642823054974618335e+00
4.000000000000000000e+01,7.625055515624998748e+01,1.480189313406624185e+00
4.400000000000000000e+01,7.522076633522728173e+01,1.334723379395203580e+00
4.800000000000000000e+01,7.432875507812499905e+01,1.202548175827298449e+00
5.200000000000000000e+01,7.362632596153846976e+01,1.097518558319009907e+00
5.600000000000000000e+01,7.304823482142857927e+01,1.012972418047998868e+00
6.000000000000000000e+01,7.255613500000001181e+01,9.465251530565167437e-01
6.400000000000000000e+01,7.217232187499999441e+01,8.876701308672403368e-01
6.800000000000000000e+01,7.185363033088233919e+01,8.430718757467067226e-01
7.200000000000000000e+01,7.152612708333334979e+01,8.284509459879207949e-01
7.600000000000000000e+01,7.122323437500000409e+01,8.029602701579259261e-01
8.000000000000000000e+01,7.100406070312500617e+01,7.863521941560041029e-01
8.400000000000000000e+01,7.078010691964284717e+01,7.778894240733602583e-01
8.800000000000000000e+01,7.057638323863636742e+01,7.818340037059469116e-01
9.200000000000000000e+01,7.036319388586954915e+01,7.784856808168451048e-01
9.600000000000000000e+01,7.020129003906249920e+01,7.995677045765415825e-01
1.000000000000000000e+02,7.006812187500000277e+01,8.130452761382844784e-01
1.040000000000000000e+02,6.993906400240385324e+01,8.431231498427719240e-01
1.080000000000000000e+02,6.981278385416666765e+01,8.770405063694663994e-01
1.120000000000000000e+02,6.970212555803571775e+01,9.033763084600677784e-01
1.160000000000000000e+02,6.960708135775861649e+01,9.292639211613122896e-01
1.200000000000000000e+02,6.948834140624998668e+01,9.594656502184839564e-01
1.240000000000000000e+02,6.937595262096775173e+01,9.898038707456023877e-01
1.280000000000000000e+02,6.928737377929688535e+01,1.023659186456541415e+00
1.320000000000000000e+02,6.918009374999999750e+01,1.057774921500729048e+00
1.360000000000000000e+02,6.906346323529412246e+01,1.086624774820630801e+00
1.400000000000000000e+02,6.894581584821429487e+01,1.110428678220852339e+00
1.440000000000000000e+02,6.884725911458335190e+01,1.130929380499659409e+00
1.480000000000000000e+02,6.875243855574325380e+01,1.159281410103069510e+00
1.520000000000000000e+02,6.867748211348684606e+01,1.171594257081152612e+00
1.560000000000000000e+02,6.859149879807691264e+01,1.184134149393029967e+00
1.600000000000000000e+02,6.852173496093750771e+01,1.206064885842017986e+00
1.640000000000000000e+02,6.845256573932927324e+01,1.241822275381172069e+00
1.680000000000000000e+02,6.839800613839285859e+01,1.265703038438189765e+00
1.720000000000000000e+02,6.832326889534883207e+01,1.293116938651915016e+00
1.760000000000000000e+02,6.824054936079546962e+01,1.321499299664610882e+00
1.800000000000000000e+02,6.818808020833333217e+01,1.349132495728799119e+00
1.840000000000000000e+02,6.812595906929348644e+01,1.369040575096792445e+00
1.880000000000000000e+02,6.806262217420213290e+01,1.390772591777102996e+00
1.920000000000000000e+02,6.803254687500000841e+01,1.411036160197060907e+00
1.960000000000000000e+02,6.797010363520408305e+01,1.440694430841699347e+00
2.000000000000000000e+02,6.792501046875000270e+01,1.465752215387980284e+00
2.040000000000000000e+02,6.788349356617646890e+01,1.489142438410887337e+00
2.080000000000000000e+02,6.783947325721153732e+01,1.520981547869025619e+00
2.120000000000000000e+02,6.777791391509433083e+01,1.545383153272236854e+00
2.160000000000000000e+02,6.773245225694444116e+01,1.570507100475737383e+00
2.200000000000000000e+02,6.769294772727273823e+01,1.595532501175071616e+00
2.240000000000000000e+02,6.763481124441963743e+01,1.624805855577926339e+00
2.280000000000000000e+02,6.759287541118420961e+01,1.651058523831814506e+00
2.320000000000000000e+02,6.754367295258620629e+01,1.675100241365909293e+00
2.360000000000000000e+02,6.749985619703389261e+01,1.695898142449925317e+00
2.400000000000000000e+02,6.745612421874999143e+01,1.720393821904971920e+00
2.440000000000000000e+02,6.742611424180327617e+01,1.740223671159828900e+00
2.480000000000000000e+02,6.739423865927417978e+01,1.758217992149075259e+00
2.520000000000000000e+02,6.736390624999998522e+01,1.782931648580360795e+00
2.560000000000000000e+02,6.734230371093750023e+01,1.799938224703255152e+00
2.600000000000000000e+02,6.732073413461537825e+01,1.813569847381372613e+00
2.640000000000000000e+02,6.729175781250000909e+01,1.827521785695451095e+00
2.680000000000000000e+02,6.726215555037313720e+01,1.837615016277518887e+00
2.720000000000000000e+02,6.723610064338235759e+01,1.848597752141417638e+00
2.760000000000000000e+02,6.720994904891304600e+01,1.858346654533213904e+00
2.800000000000000000e+02,6.717643995535715362e+01,1.869881831761066371e+00
2.840000000000000000e+02,6.714882306338029139e+01,1.883995115829111944e+00
2.880000000000000000e+02,6.711256901041666367e+01,1.893790303619704130e+00
2.920000000000000000e+02,6.708835659246575744e+01,1.904142713755184513e+00
2.960000000000000000e+02,6.705916596283782383e+01,1.917750778134505785e+00
3.000000000000000000e+02,6.703604937499999039e+01,1.927371542989592568e+00
3.040000000000000000e+02,6.700744736842105453e+01,1.938980711959706893e+00
3.080000000000000000e+02,6.697667775974024096e+01,1.953901535532947875e+00
3.120000000000000000e+02,6.695520252403846939e+01,1.967075976253320313e+00
3.160000000000000000e+02,6.692964636075950580e+01,1.980675978119277758e+00
3.200000000000000000e+02,6.690447890624999161e+01,1.990026020677987617e+00
3.240000000000000000e+02,6.687517245370369778e+01,2.003178306741367098e+00
3.280000000000000000e+02,6.685208689024391049e+01,2.012668873829870808e+00
3.320000000000000000e+02,6.684095557228914686e+01,2.017525790458423618e+00
3.360000000000000000e+02,6.681746484374998829e+01,2.028908527007234674e+00
3.400000000000000000e+02,6.679493051470588227e+01,2.041914524006599674e+00
3.440000000000000000e+02,6.677642605377907614e+01,2.050884477060903599e+00
3.480000000000000000e+02,6.676576293103448734e+01,2.063380634260223889e+00
3.520000000000000000e+02,6.675012784090910145e+01,2.070196127505575134e+00
3.560000000000000000e+02,6.673975070224719275e+01,2.078235532066122548e+00
3.600000000000000000e+02,6.671643437499999152e+01,2.090299833599261525e+00
3.640000000000000000e+02,6.668728691620879090e+01,2.095262571224028036e+00
3.680000000000000000e+02,6.664736922554348553e+01,2.101916151639937613e+00
3.720000000000000000e+02,6.661315826612903379e+01,2.111079343972861899e+00
3.760000000000000000e+02,6.658299933510639335e+01,2.118738786373490779e+00
3.800000000000000000e+02,6.655781151315788691e+01,2.128860405622146956e+00
3.840000000000000000e+02,6.653508789062500739e+01,2.143940256375871378e+00
3.880000000000000000e+02,6.649980686211340242e+01,2.155955232064755922e+00
3.920000000000000000e+02,6.648521938775510876e+01,2.169946887925463752e+00
3.960000000000000000e+02,6.646648958333334178e+01,2.184578052962633965e+00
4.000000000000000000e+02,6.644611687500000130e+01,2.200249913762816423e+00
4.040000000000000000e+02,6.641640686881189026e+01,2.213036852539065347e+00
4.080000000000000000e+02,6.638883363970589357e+01,2.226494523855974350e+00
4.120000000000000000e+02,6.636183131067960517e+01,2.241567314876541150e+00
4.160000000000000000e+02,6.633012484975962764e+01,2.253609162999151927e+00
4.200000000000000000e+02,6.630289196428572041e+01,2.266823704469044465e+00
4.240000000000000000e+02,6.628436586084906423e+01,2.278496851708083248e+00
4.280000000000000000e+02,6.627367377336449294e+01,2.291922609900648222e+00
4.320000000000000000e+02,6.626600868055554372e+01,2.303458666898527962e+00
4.360000000000000000e+02,6.626230561926605844e+01,2.313479310465321515e+00
4.400000000000000000e+02,6.625190156249999518e+01,2.322743500109269998e+00
4.440000000000000000e+02,6.624969636824324937e+01,2.330697029987331081e+00
4.480000000000000000e+02,6.624915192522323082e+01,2.342466330550525111e+00
4.520000000000000000e+02,6.624525663716815416e+01,2.352661900079230151e+00
4.560000000000000000e+02,6.624796134868422826e+01,2.362979405514071818e+00
4.600000000000000000e+02,6.624535190217390834e+01,2.371924829825474479e+00
4.640000000000000000e+02,6.623783041487070022e+01,2.377772650882388650e+00
4.680000000000000000e+02,6.624080208333334951e+01,2.380092541688815899e+00
4.720000000000000000e+02,6.623775476694915199e+01,2.384763449453439765e+00
4.760000000000000000e+02,6.622504963235293474e+01,2.386610323668143963e+00
4.800000000000000000e+02,6.622328203124999391e+01,2.392483435505222022e+00
4.840000000000000000e+02,6.621735588842975062e+01,2.396956789837430435e+00
4.880000000000000000e+02,6.620802318135245912e+01,2.403639809533550054e+00
4.920000000000000000e+02,6.620223894817073074e+01,2.408506212429657012e+00
4.960000000000000000e+02,6.619883089717741598e+01,2.414926533732574931e+00
5.000000000000000000e+02,6.619628700000001231e+01,2.425446554840326563e+00
5.040000000000000000e+02,6.619230059523809473e+01,2.434654346762761268e+00
5.080000000000000000e+02,6.618902066929133809e+01,2.443266689038894324e+00
5.120000000000000000e+02,6.619812084960938137e+01,2.454115032603046753e+00
5.160000000000000000e+02,6.620224382267443275e+01,2.461900554611482050e+00
5.200000000000000000e+02,6.620146262019230221e+01,2.469559761990296920e+00
5.240000000000000000e+02,6.619338656965649648e+01,2.478167437503303816e+00
5.280000000000000000e+02,6.617690980113636101e+01,2.485568091154835013e+00
5.320000000000000000e+02,6.616839826127819890e+01,2.493852969199179537e+00
5.360000000000000000e+02,6.616422936100745744e+01,2.501917425608901180e+00
5.400000000000000000e+02,6.615863472222221731e+01,2.508321380872943873e+00
5.440000000000000000e+02,6.614903561580881330e+01,2.516193857521593635e+00
5.480000000000000000e+02,6.613765305656933435e+01,2.523389786006429159e+00
5.520000000000000000e+02,6.612406114130433821e+01,2.531314356120852427e+00
5.560000000000000000e+02,6.610501989658273203e+01,2.538222480864424924e+00
5.600000000000000000e+02,6.609470926339285768e+01,2.544962139407173751e+00
5.640000000000000000e+02,6.607553789893616170e+01,2.552072924686129785e+00
5.680000000000000000e+02,6.604854335387324227e+01,2.558399001069415313e+00
5.720000000000000000e+02,6.602863308566433886e+01,2.565074808206721624e+00
5.760000000000000000e+02,6.600352766927082371e+01,2.571678151494986686e+00
5.800000000000000000e+02,6.598721120689654640e+01,2.576769072972425523e+00
5.840000000000000000e+02,6.596772174657535004e+01,2.582173817885065059e+00
5.880000000000000000e+02,6.595247289540817803e+01,2.586430494128188595e+00
5.920000000000000000e+02,6.593249746621620488e+01,2.589820914929346962e+00
5.960000000000000000e+02,6.591202506291945440e+01,2.593335996984440062e+00
6.000000000000000000e+02,6.589147156250000137e+01,2.598774917163511500e+00
6.040000000000000000e+02,6.587631891556291919e+01,2.603757180432467511e+00
6.080000000000000000e+02,6.586137397203947330e+01,2.609312853256178233e+00
6.120000000000000000e+02,6.584213664215687345e+01,2.613305560560539309e+00
6.160000000000000000e+02,6.582328946834414296e+01,2.615485121889431053e+00
6.200000000000000000e+02,6.580555584677419745e+01,2.618627411260994631e+00
6.240000000000000000e+02,6.578040925480770795e+01,2.618954420348460488e+00
6.280000000000000000e+02,6.575766938694266628e+01,2.622031399959328990e+00
6.320000000000000000e+02,6.573047023338605754e+01,2.623761590307854163e+00
6.360000000000000000e+02,6.571081220518868804e+01,2.624783201231719154e+00
6.400000000000000000e+02,6.569127626953125798e+01,2.626793949266730710e+00
6.440000000000000000e+02,6.566563334627328175e+01,2.629669443350066249e+00
6.480000000000000000e+02,6.564514699074074144e+01,2.632020458738350666e+00
6.520000000000000000e+02,6.562408636886502222e+01,2.634999303830971140e+00
6.560000000000000000e+02,6.560603306021343428e+01,2.639403469376243372e+00
6.600000000000000000e+02,6.558400767045455382e+01,2.641495992452155495e+00
6.640000000000000000e+02,6.556399924698796156e+01,2.645220775732298524e+00
6.680000000000000000e+02,6.554407494386227029e+01,2.651506541780627835e+00
6.720000000000000000e+02,6.551998353794643037e+01,2.657627381822877055e+00
6.760000000000000000e+02,6.550469350961539305e+01,2.663873596715719660e+00
6.800000000000000000e+02,6.548754375000001460e+01,2.669956086772118375e+00
6.840000000000000000e+02,6.546898026315788854e+01,2.675422816042553276e+00
6.880000000000000000e+02,6.545081767805233142e+01,2.680736046100355541e+00
6.920000000000000000e+02,6.542891076589594945e+01,2.687197001307051636e+00
6.960000000000000000e+02,6.540832112068964932e+01,2.694823702778025520e+00
7.000000000000000000e+02,6.539159008928569961e+01,2.703615379892529536e+00
7.040000000000000000e+02,6.536846377840909383e+01,2.711717971712707786e+00
7.080000000000000000e+02,6.535088771186440226e+01,2.717871477056984730e+00
