r*,g_CA_avg,g_CA_err
0.05,0.0,0.0
0.15000000000000002,0.0,0.0
0.25,0.0,0.0
0.35000000000000003,0.0,0.0
0.45,0.0,0.0
0.55,0.0,0.0
0.6500000000000001,0.0,0.0
0.75,0.0,0.0
0.8500000000000001,0.0004610294448975095,6.333642035886827e-06
0.95,0.8237716589992564,0.003507697565962559
1.05,3.958176539735477,0.013488353717811404
1.1500000000000001,3.4903802201338983,0.009372910671780706
1.25,2.1456505959872945,0.004550004487781234
1.35,1.4064880874402044,0.0023536740165515137
1.4500000000000002,1.0571268068534743,0.0016550095824983087
1.55,0.903503245780487,0.0016163588536038164
1.6500000000000001,0.8622949098374948,0.0018528024581677906
1.75,0.9032869301187331,0.002511463078298822
1.85,1.0100122428011569,0.003518106788307981
1.9500000000000002,1.1551805319285857,0.004651250561823491
2.05,1.2930158358652504,0.0055229504985596575
2.1500000000000004,1.3604079646761738,0.005618689681415258
2.25,1.34635659570699,0.00525954882180348
2.3500000000000005,1.2958301600476672,0.004752691551905361
2.45,1.2485792738454042,0.004315418896649675
2.55,1.2231011720857836,0.004261161181877878
2.6500000000000004,1.220999068193861,0.0042936983079104925
2.75,1.2343830083743192,0.004621085660119155
2.8500000000000005,1.2539447853020658,0.0049567920625871965
2.95,1.2684200311179572,0.005163362905501488
3.05,1.2699004119062365,0.005298808537694029
3.1500000000000004,1.2563218939915282,0.005178355520068007
3.25,1.2330372699857224,0.00501001211617862
3.3500000000000005,1.208493050387736,0.004875411444923353
3.45,1.1899478719062733,0.004801113121509907
3.55,1.1811581623759113,0.004797434999338305
3.6500000000000004,1.18142129295668,0.004992133260537856
3.75,1.1884443772828857,0.00516592588694024
3.8500000000000005,1.1975796084392614,0.00535498945093171
3.95,1.2048603974741723,0.005528239217582982
4.050000000000001,1.2077051947327706,0.005591671328852175
4.15,1.2056687651122961,0.0055800311178272315
4.25,1.1996629308177167,0.005535515727175203
4.35,1.192125743309115,0.005511003709682512
4.45,1.1846584313052029,0.005462123231618578
4.550000000000001,1.1787410023829037,0.005480495401646039
4.65,1.174760023322431,0.005550921141840204
4.75,1.1721019113263076,0.005643078783086998
4.8500000000000005,1.1702551929769176,0.005669136403243118
4.95,1.1681651540675564,0.005764992744943147
5.050000000000001,1.1653646241775004,0.005784664711159291
5.15,1.161944452477937,0.005767227820096347
5.25,1.1580885927772095,0.005806722121938389
5.3500000000000005,1.154250186941121,0.005768579953397067
5.45,1.1507484285881997,0.0058330787673835085
5.550000000000001,1.1477401978836903,0.005837707536655791
5.65,1.1452230749097878,0.0058859783562360815
5.75,1.1429007817228491,0.005929145672971917
5.8500000000000005,1.1406074324411315,0.005943549805666751
5.95,1.138022179944325,0.005972055045290241
6.050000000000001,1.1350222496576632,0.0060014793266242655
6.15,1.131763075342439,0.005960948925336365
6.25,1.128302160354694,0.005978400297655011
6.3500000000000005,1.124752336510756,0.005992099675276486
6.45,1.1214857920513706,0.005985589216491009
6.550000000000001,1.1183424064086318,0.005988910115571181
6.65,1.1154236383183154,0.005991663890710839
6.75,1.1125887584538554,0.005987272725778376
6.8500000000000005,1.1098874881992202,0.005977639780463711
6.95,1.107170599584824,0.005981860043044075
7.050000000000001,1.1042592486642435,0.005981406416330464
7.15,1.101438860575093,0.0059704745693119135
7.25,1.0985225203062456,0.005938712719104905
7.3500000000000005,1.0957086125674729,0.005941487725479322
7.45,1.0928405464102964,0.005893921123881117
7.550000000000001,1.09003597177835,0.005908150375143732
7.65,1.0872807561405895,0.005881348367865188
7.75,1.0845574658923856,0.005859877099000804
7.8500000000000005,1.0818973874900493,0.005824883974476284
7.95,1.0791878498406864,0.0058187463865330405
8.05,1.0764660288394232,0.005752221545879052
8.15,1.0737684240605365,0.005721728198057432
8.25,1.0710666531642057,0.005671446967103315
8.350000000000001,1.0685218652878319,0.005649808148820414
8.45,1.065902149255164,0.005596174557437146
8.55,1.063382244126668,0.005553023362330038
8.65,1.060857381433848,0.005512582363729697
8.75,1.0583855810154046,0.0054491557756269045
8.850000000000001,1.0559488986983852,0.005407232395136351
8.95,1.053477523830128,0.005350084542733754
9.05,1.051015608175221,0.00528405152201056
9.15,1.0486489940987416,0.005227485248383496
9.25,1.046299349529717,0.005158317397930359
9.350000000000001,1.043955271818692,0.005094119104173376
9.45,1.0416315215984608,0.005026797294398821
9.55,1.03939888238376,0.004947291133828936
9.650000000000002,1.0371336123068062,0.004881878906354149
9.75,1.034952453657454,0.004818971790464711
9.850000000000001,1.0327599591996475,0.004728402416240565
9.95,1.030592222072452,0.004647894758380376
