cluster_size, probability, probability_err
1.000000000000000000e+00,7.236116520616358017e-01,1.120975533854752472e-03
2.000000000000000000e+00,1.697420487415678414e-01,3.106917361250655638e-04
3.000000000000000000e+00,5.971711275098082194e-02,6.054090105408026093e-04
4.000000000000000000e+00,2.458736202026470807e-02,2.774635986120274427e-04
5.000000000000000000e+00,1.115187642240694950e-02,8.646190588869988032e-05
6.000000000000000000e+00,5.282112691650860115e-03,1.432500194897366600e-04
7.000000000000000000e+00,2.665974579665125136e-03,4.931679270548505457e-05
8.000000000000000000e+00,1.537769796552152825e-03,6.674567079898829480e-05
9.000000000000000000e+00,8.144208838841916938e-04,1.618836913607878480e-05
1.000000000000000000e+01,3.175409970758943956e-04,4.680431708137449076e-05
1.100000000000000000e+01,2.631132845659083126e-04,1.730591213193647692e-05
1.200000000000000000e+01,1.555883946856527738e-04,1.968057461845627306e-05
1.300000000000000000e+01,6.795170301717011355e-05,1.832460500991624965e-05
1.400000000000000000e+01,3.775639880295192060e-05,1.232477185113995080e-05
1.500000000000000000e+01,1.169581607434613109e-05,5.242696678246935331e-06
1.600000000000000000e+01,1.752218926679085471e-05,5.024681210078714521e-06
1.700000000000000000e+01,4.908235751869687328e-06,2.454168559208023377e-06
1.800000000000000000e+01,6.174384881015071490e-06,3.252713336687703819e-06
2.000000000000000000e+01,3.744488960059612988e-06,3.744488960059613412e-06
2.100000000000000000e+01,1.915180486609058237e-06,1.915180486609058237e-06
2.700000000000000000e+01,1.758977822807609949e-06,1.758977822807609949e-06
