t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,2.751895976333333238e+03,5.387394173153098791e+02
8.000000000000000000e+00,1.978004930000000286e+03,2.654185875477122636e+02
1.200000000000000000e+01,1.728068731222222368e+03,1.776593853793275741e+02
1.600000000000000000e+01,1.599857375833333435e+03,1.329226276558333382e+02
2.000000000000000000e+01,1.519181822666666449e+03,1.053832642589870829e+02
2.400000000000000000e+01,1.467121577222221958e+03,8.738906314287335420e+01
2.800000000000000000e+01,1.430869133333333593e+03,7.500121257853054146e+01
3.200000000000000000e+01,1.401423974999999928e+03,6.666979593257570968e+01
3.600000000000000000e+01,1.376703907407407314e+03,5.893411726597000211e+01
4.000000000000000000e+01,1.355976273333333211e+03,5.260462396398219198e+01
4.400000000000000000e+01,1.339799312121212097e+03,4.820683862266660924e+01
4.800000000000000000e+01,1.325317208333333383e+03,4.399658443072460301e+01
5.200000000000000000e+01,1.314312284615384669e+03,4.083780237107995248e+01
5.600000000000000000e+01,1.304199257142857050e+03,3.782689043983612009e+01
6.000000000000000000e+01,1.294846137777778040e+03,3.507033284569914855e+01
6.400000000000000000e+01,1.287710050000000138e+03,3.284845884224684909e+01
6.800000000000000000e+01,1.282117760784313532e+03,3.121869440090446446e+01
7.200000000000000000e+01,1.275810031481481474e+03,2.968824690274353983e+01
7.600000000000000000e+01,1.270930312280701855e+03,2.868455938511035441e+01
8.000000000000000000e+01,1.265866330000000062e+03,2.732420050960329050e+01
8.400000000000000000e+01,1.261914347619047476e+03,2.635573937713305881e+01
8.800000000000000000e+01,1.257925613636363778e+03,2.515563241833315544e+01
9.200000000000000000e+01,1.254402778260869582e+03,2.423012514592979372e+01
9.600000000000000000e+01,1.250760420833333228e+03,2.343895717310701698e+01
1.000000000000000000e+02,1.248245334666666622e+03,2.294415638083555464e+01
1.040000000000000000e+02,1.245654319230769033e+03,2.250988454554024187e+01
1.080000000000000000e+02,1.243299786419753218e+03,2.203023571631409538e+01
1.120000000000000000e+02,1.240672607142857032e+03,2.184501071360217495e+01
1.160000000000000000e+02,1.238161211494252711e+03,2.187114168764036393e+01
1.200000000000000000e+02,1.235980483333333495e+03,2.178584679968566462e+01
1.240000000000000000e+02,1.233693870967741987e+03,2.150329389354529397e+01
1.280000000000000000e+02,1.231250246875000130e+03,2.117663441529370161e+01
1.320000000000000000e+02,1.229030805050505023e+03,2.103913157099201214e+01
1.360000000000000000e+02,1.226653749999999945e+03,2.100950596285350613e+01
1.400000000000000000e+02,1.224637684761904438e+03,2.107740127883677062e+01
1.440000000000000000e+02,1.222234901851851646e+03,2.108214297257885050e+01
1.480000000000000000e+02,1.220281481981981869e+03,2.096833236579181658e+01
1.520000000000000000e+02,1.217819478070175592e+03,2.098208145226445254e+01
1.560000000000000000e+02,1.216016230769231015e+03,2.099042679993526050e+01
1.600000000000000000e+02,1.214661991666666609e+03,2.109572109980841859e+01
1.640000000000000000e+02,1.212963166666666439e+03,2.105299990571630531e+01
1.680000000000000000e+02,1.211192503968253732e+03,2.092791352022330642e+01
1.720000000000000000e+02,1.209491805426356677e+03,2.077043711221422484e+01
1.760000000000000000e+02,1.208499003030302902e+03,2.078893064488256925e+01
1.800000000000000000e+02,1.207186264444444078e+03,2.067768398464112067e+01
1.840000000000000000e+02,1.205921069565217522e+03,2.065920200073776769e+01
1.880000000000000000e+02,1.205013326241135019e+03,2.064212779228268246e+01
1.920000000000000000e+02,1.203720279166666614e+03,2.055183160193505998e+01
1.960000000000000000e+02,1.203028815646258636e+03,2.054197756566872002e+01
2.000000000000000000e+02,1.202412888666666731e+03,2.055598598587734571e+01
2.040000000000000000e+02,1.201739928104575256e+03,2.054374693363054760e+01
2.080000000000000000e+02,1.201002016025641296e+03,2.045099123106141903e+01
2.120000000000000000e+02,1.200465302515723124e+03,2.037586721793423195e+01
2.160000000000000000e+02,1.199666672839506191e+03,2.032795301207553962e+01
2.200000000000000000e+02,1.199077783030302726e+03,2.030910073141354033e+01
2.240000000000000000e+02,1.198476006547619136e+03,2.029574692608283826e+01
2.280000000000000000e+02,1.198048244444444663e+03,2.029371333922549425e+01
2.320000000000000000e+02,1.197656037931034462e+03,2.023743101818262602e+01
2.360000000000000000e+02,1.196874731073446355e+03,2.019339230781388039e+01
2.400000000000000000e+02,1.196219211666666524e+03,2.004974749370538945e+01
2.440000000000000000e+02,1.195674214207650493e+03,2.000264470955729124e+01
2.480000000000000000e+02,1.195403309139784824e+03,2.006435678612067974e+01
2.520000000000000000e+02,1.194612862962962936e+03,2.008682863969701415e+01
2.560000000000000000e+02,1.194006873437499962e+03,2.020306856366040194e+01
2.600000000000000000e+02,1.193311340512820607e+03,2.034774832327901350e+01
2.640000000000000000e+02,1.192735087373737315e+03,2.042233738210495275e+01
2.680000000000000000e+02,1.192154593034825893e+03,2.048253538182144240e+01
2.720000000000000000e+02,1.191755180882353216e+03,2.053502405686817767e+01
2.760000000000000000e+02,1.191233447826086831e+03,2.054695978492085828e+01
2.800000000000000000e+02,1.190718188095238020e+03,2.049771066951591791e+01
2.840000000000000000e+02,1.190336467605633970e+03,2.047523955031858378e+01
2.880000000000000000e+02,1.189715743981481410e+03,2.040297705152190133e+01
2.920000000000000000e+02,1.189189478538812864e+03,2.038874596585347021e+01
2.960000000000000000e+02,1.188600268468468585e+03,2.039134528899796450e+01
3.000000000000000000e+02,1.188092627555555737e+03,2.044359798692997998e+01
3.040000000000000000e+02,1.187363257456140218e+03,2.057671134209033426e+01
3.080000000000000000e+02,1.186743720346320288e+03,2.063769751137260755e+01
3.120000000000000000e+02,1.185921424358974491e+03,2.074897269806288946e+01
3.160000000000000000e+02,1.185183714345991348e+03,2.086389548090156154e+01
3.200000000000000000e+02,1.184381202500000200e+03,2.102944511940276939e+01
3.240000000000000000e+02,1.183618095884773538e+03,2.117140706217115209e+01
3.280000000000000000e+02,1.182856244715447019e+03,2.138679575630896323e+01
3.320000000000000000e+02,1.182205955421686213e+03,2.148898410514562585e+01
3.360000000000000000e+02,1.181516710714285637e+03,2.170319929885371124e+01
3.400000000000000000e+02,1.180962307058823399e+03,2.190665466502402481e+01
3.440000000000000000e+02,1.180278425193798512e+03,2.215102703959552599e+01
3.480000000000000000e+02,1.179616239846743383e+03,2.241063028736795104e+01
3.520000000000000000e+02,1.178899011363636191e+03,2.265101695710603025e+01
3.560000000000000000e+02,1.178196882397003719e+03,2.292758420841541778e+01
3.600000000000000000e+02,1.177792532962962923e+03,2.325039939354920548e+01
3.640000000000000000e+02,1.177040371062271106e+03,2.349108909598872330e+01
3.680000000000000000e+02,1.176255173188405934e+03,2.377814709097915014e+01
3.720000000000000000e+02,1.175400287455197258e+03,2.400495269692320477e+01
3.760000000000000000e+02,1.174880834751772909e+03,2.429536573776985620e+01
3.800000000000000000e+02,1.174248392280701637e+03,2.456720908647147894e+01
3.840000000000000000e+02,1.173746937500000286e+03,2.490179908143799281e+01
3.880000000000000000e+02,1.173060123024054747e+03,2.513653005036652743e+01
3.920000000000000000e+02,1.172555620068027338e+03,2.540762645633325789e+01
3.960000000000000000e+02,1.172129089225589496e+03,2.566508038274459125e+01
4.000000000000000000e+02,1.171619189666666443e+03,2.592502279728805448e+01
4.040000000000000000e+02,1.171288749834983264e+03,2.616626134723581742e+01
4.080000000000000000e+02,1.170817259150326663e+03,2.638527356225218057e+01
4.120000000000000000e+02,1.170316372168284715e+03,2.661970847399600260e+01
4.160000000000000000e+02,1.169951429166666685e+03,2.683444805084996432e+01
4.200000000000000000e+02,1.169615117460317379e+03,2.705388218628246833e+01
4.240000000000000000e+02,1.169147284591195103e+03,2.724967573192671111e+01
4.280000000000000000e+02,1.168804247040498467e+03,2.745792691355265802e+01
4.320000000000000000e+02,1.168248568518518596e+03,2.766055322085464852e+01
4.360000000000000000e+02,1.167865603669724806e+03,2.787253375661456900e+01
4.400000000000000000e+02,1.167427699696969739e+03,2.803467397737460942e+01
4.440000000000000000e+02,1.167136744144144131e+03,2.820219655215091947e+01
4.480000000000000000e+02,1.166821824702381036e+03,2.834873932839506594e+01
4.520000000000000000e+02,1.166492422123893903e+03,2.849408708514124200e+01
4.560000000000000000e+02,1.166430691228070145e+03,2.866101848811092623e+01
4.600000000000000000e+02,1.166352694492753699e+03,2.889978247814932288e+01
4.640000000000000000e+02,1.166313488505747046e+03,2.913220976599704315e+01
4.680000000000000000e+02,1.166267551282051272e+03,2.924108660110883307e+01
4.720000000000000000e+02,1.166349377683615785e+03,2.939606641833347567e+01
4.760000000000000000e+02,1.166335445098039372e+03,2.957904822432490022e+01
4.800000000000000000e+02,1.166230712777777853e+03,2.967958419605687936e+01
4.840000000000000000e+02,1.166022696969696653e+03,2.981328307346903728e+01
4.880000000000000000e+02,1.165753925683060061e+03,2.996118095977300655e+01
4.920000000000000000e+02,1.165516266666666525e+03,3.009351431377472608e+01
4.960000000000000000e+02,1.165360076881720261e+03,3.021470114990993139e+01
5.000000000000000000e+02,1.165249833866666904e+03,3.037590213319280608e+01
5.040000000000000000e+02,1.165100197354497368e+03,3.054597802410607343e+01
