A_fit,A_fit_error,omega_fit,omega_fit_error,phi_fit,phi_fit_error,lambda_fit,lambda_fit_error,relative_err (err/l_d),lambda_debye
190.42747840340706,31.639062888042062,0,0,0,0,0.23255726340445948,0.020739642799580155,0.005642703211439093,3.67548
39.8226189547809,6.233123635032664,0,0,0,0,0.3131618119961036,0.028683801024726122,0.009511647911636337,3.01565
16.49533945238654,5.635291107449886,0,0,0,0,0.31582922857561735,0.061495989592393836,0.023433113946620013,2.62432
4.862243963923374,0.8540543148864123,0,0,0,0,0.7463411399965054,0.0375418534116934,0.0219944304296104,1.70688
2.5940616424169787,0.49486586850064784,0,0,0,0,1.253764784181956,0.11628394057833678,0.08392559007068391,1.38556
1.4003257705934695,0.12948534653764765,0,0,0,0,3.2404263185354596,0.29845138159657225,0.23676282701723234,1.26055
1.7537663371133192,0.03750002728071103,0,0,0,0,6.19490095146339,0.26938919112731113,0.2514788662714579,1.07122
1.6994565368788443,0.10338963422451997,0,0,0,0,7.4762200103847904,0.8699558767552173,0.9036812614318541,0.96268
1.2099330269961812,0.03315129327105439,0,0,0,0,19.432337685056723,2.415298027662448,2.8745334995506617,0.84024
0.9387416460785,0.027760167545144026,0,0,0,0,49000221.830924526,32910896.39114918,42643951.99433655,0.77176
0.3165567498832192,0.010672005396189566,0,0,0,0,116.0306161672939,70.47151436454129,107.46376681540981,0.65577
