r*,g_CA_avg,g_CA_err
0.02857142857142857,0.0,0.0
0.08571428571428572,0.0,0.0
0.14285714285714285,0.0,0.0
0.2,0.0,0.0
0.2571428571428571,0.0,0.0
0.3142857142857143,0.0,0.0
0.37142857142857144,0.0,0.0
0.42857142857142855,0.0,0.0
0.48571428571428565,0.0,0.0
0.5428571428571428,0.0,0.0
0.6,0.0,0.0
0.6571428571428571,0.0,0.0
0.7142857142857143,0.0,0.0
0.7714285714285714,0.0,0.0
0.8285714285714285,0.0,0.0
0.8857142857142857,0.0,0.0
0.9428571428571428,0.11722169665849132,0.02878341184066651
1.0,0.7811080455407755,0.05948463681582195
1.057142857142857,1.6619785305446164,0.08014403929024011
1.1142857142857143,1.7991392997372013,0.09074170114909128
1.1714285714285713,1.6446683981609436,0.0734234967763643
1.2285714285714286,1.5527535613250236,0.05504309332841036
1.2857142857142856,1.4810764550037947,0.09051314027511984
1.342857142857143,1.3711449174276908,0.02961117592556052
1.4,1.3023757262802722,0.05641307836232098
1.4571428571428573,1.1837471428703288,0.07996509801029582
1.5142857142857142,1.1180196324712937,0.06528945998847235
1.5714285714285712,1.1086765842090418,0.054560444003329024
1.6285714285714286,1.1150468007225487,0.04851164936026286
1.6857142857142855,1.0391760256079898,0.023865545619623972
1.7428571428571429,1.0532643665665193,0.059059121561336685
1.7999999999999998,1.0717894101264858,0.03778456334659568
1.8571428571428572,1.0239143443151462,0.04914615104209695
1.9142857142857141,1.0285410997130537,0.04555752288594839
1.9714285714285715,1.0514360238651688,0.038242646420954596
2.0285714285714285,1.0962512857199933,0.023814700728474268
2.0857142857142854,1.0829491435943963,0.03508050889958185
2.142857142857143,1.0524912868058085,0.03806991628102667
2.2,1.042981299603096,0.029251464176331805
2.257142857142857,1.1326924199743482,0.0470984623833297
2.314285714285714,1.0915535818513862,0.029418867714367167
2.3714285714285714,1.1161547643015575,0.03417665817388905
2.4285714285714284,1.071506358907124,0.027020987092796375
2.4857142857142858,1.0663259181341647,0.02874669183700339
2.5428571428571427,1.0892417587067642,0.02237356846538257
2.5999999999999996,1.062535534290646,0.03230787307162404
2.657142857142857,1.0068005806796636,0.029871486054352532
2.7142857142857144,1.0543077711244193,0.026160597941796048
2.7714285714285714,1.07545906045338,0.022476504179884896
2.8285714285714283,1.0050775657783677,0.028235261736915995
2.8857142857142857,1.017792252126375,0.030143874605611666
2.942857142857143,1.041459904540478,0.03222731327742517
3.0,1.0657730292194816,0.026766743038330768
3.057142857142857,1.0283697841332446,0.03023103210961053
3.114285714285714,0.9997495307566583,0.03634502574599311
3.1714285714285713,1.0089372104401515,0.019483727208851078
3.2285714285714286,1.023626568890174,0.0158222211950613
3.2857142857142856,1.016689692852153,0.017773652517270026
3.3428571428571425,1.0109342777343022,0.034077079216476264
3.4,0.987411504990553,0.028064936468227532
3.4571428571428573,1.0976876957694557,0.034581359092426635
3.5142857142857142,1.0325007580058752,0.02762200110347155
3.571428571428571,1.03278460848984,0.020861443486331916
3.6285714285714286,1.0037743969265533,0.020389035894304314
3.6857142857142855,1.0405283977261413,0.021369602466314988
3.742857142857143,0.9974149905620504,0.02006850223974352
3.8,1.017827008277619,0.02454470804827765
3.8571428571428568,0.9955192926010629,0.014501798888245382
3.914285714285714,1.0149016266529505,0.014831092936376166
3.9714285714285715,1.0507717311145208,0.013811319284780198
4.0285714285714285,1.0145360215898944,0.020620284465135925
4.085714285714285,0.9957834488372033,0.031442182109890686
4.142857142857142,1.0209939592672468,0.013460540044071018
4.2,1.0145044953941738,0.02088607376926604
4.257142857142857,1.0118123302271123,0.013742743340154113
4.314285714285714,1.0020086477438581,0.011629324318202995
4.371428571428571,1.0321147094185068,0.015988579074797178
4.428571428571429,1.015711949334419,0.015166995580311286
4.485714285714286,1.0390987773080096,0.015760453136781673
4.542857142857143,1.0278484464367073,0.016411784565301735
4.6,1.0459100500151004,0.01527209793747574
4.657142857142857,1.0124272648401056,0.021041392135852585
4.714285714285714,1.0254260253302536,0.012217843651888593
4.771428571428571,1.0505736892615414,0.014493383792476193
4.828571428571428,1.0433206515516622,0.015802020671026235
4.885714285714285,1.028852354991774,0.017006575123095502
4.942857142857143,1.0123106311555223,0.018970168131720776
5.0,1.002028047754506,0.00785915986833363
5.057142857142857,1.024344788768159,0.015358108566497018
5.114285714285714,1.0275043398598314,0.016956741584471524
5.171428571428571,0.9935720812678104,0.011279456364575275
5.228571428571429,0.9904456381611743,0.018641054661015476
5.285714285714286,0.9940644542447584,0.013991309765283495
5.3428571428571425,1.0156269462275762,0.01259973595141936
5.4,1.0043633740943843,0.014176767404339284
5.457142857142857,0.9962452268659444,0.010625503120269164
5.514285714285714,0.9965734996065401,0.011910465229146957
5.571428571428571,1.006844108696133,0.020380583929393768
5.628571428571428,1.016279780678032,0.00931805901922527
5.685714285714285,1.0109396279766891,0.008165353428510826
5.742857142857143,1.0097470018755343,0.019405782579794088
5.8,1.004702795896664,0.011681723363494531
5.857142857142857,0.9946042684048015,0.0075507255697371605
5.914285714285715,1.0295977250737505,0.007111814126859241
5.9714285714285715,1.014148242909588,0.012964303477438294
6.0285714285714285,1.0151136900254534,0.013889158798605831
6.085714285714285,0.9970446682338412,0.012262037879497123
6.142857142857142,1.0144160118825023,0.013003391673951101
6.199999999999999,1.0235610735375904,0.008098765714804309
6.257142857142857,1.0054907316435306,0.013220413615978933
