t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000222e-01,9.780627499999999941e+01,2.418135814505553682e+01
8.000000000000000444e-01,6.822791406249999113e+01,1.220929887740342856e+01
1.199999999999999956e+00,5.799837847222223530e+01,8.183559740790061099e+00
1.600000000000000089e+00,5.287311197916666572e+01,6.197794607837868064e+00
2.000000000000000000e+00,4.987688750000000937e+01,5.008059322478262132e+00
2.399999999999999911e+00,4.776733680555555850e+01,4.224963447431308694e+00
2.799999999999999822e+00,4.619190476190476602e+01,3.646631989817024078e+00
3.200000000000000178e+00,4.498998046874999801e+01,3.206076583155063719e+00
3.600000000000000089e+00,4.402852314814815315e+01,2.884314732678760151e+00
4.000000000000000000e+00,4.323698854166666194e+01,2.619669232160145800e+00
4.400000000000000355e+00,4.259025662878788410e+01,2.423027251563746098e+00
4.799999999999999822e+00,4.201463454861111302e+01,2.240581401643406689e+00
5.200000000000000178e+00,4.153734855769230450e+01,2.097511595858538413e+00
5.599999999999999645e+00,4.112546354166666873e+01,1.971645226232168424e+00
6.000000000000000000e+00,4.074190902777777978e+01,1.842825874295590083e+00
6.400000000000000355e+00,4.043207617187499636e+01,1.763995930496651932e+00
6.799999999999999822e+00,4.013265379901960728e+01,1.667134067399732356e+00
7.200000000000000178e+00,3.986907465277778329e+01,1.595390197226921325e+00
7.599999999999999645e+00,3.964119188596491483e+01,1.540739536946698074e+00
8.000000000000000000e+00,3.943755729166667123e+01,1.494054134134888523e+00
8.400000000000000355e+00,3.925329811507935318e+01,1.440764896439194365e+00
8.800000000000000711e+00,3.908283522727272441e+01,1.386891773976304032e+00
9.199999999999999289e+00,3.892978306159420754e+01,1.342516424932843622e+00
9.599999999999999645e+00,3.882174088541667345e+01,1.315476187206990000e+00
1.000000000000000000e+01,3.868665874999999943e+01,1.273356461018702479e+00
1.040000000000000036e+01,3.856160697115384295e+01,1.253570887314420901e+00
1.080000000000000071e+01,3.843668904320987423e+01,1.225162727189003986e+00
1.119999999999999929e+01,3.832498921130952851e+01,1.202344274558873272e+00
1.159999999999999964e+01,3.822618965517241918e+01,1.188811391278958185e+00
1.200000000000000000e+01,3.813690798611110466e+01,1.184699957901742984e+00
1.240000000000000036e+01,3.803768145161289738e+01,1.173615523073521683e+00
1.280000000000000071e+01,3.794754231770832575e+01,1.172732197384122266e+00
1.319999999999999929e+01,3.785630681818182808e+01,1.164757325609364846e+00
