cluster_size, probability, probability_err
1.000000000000000000e+00,6.197719671589924095e-01,7.907380078274485729e-04
2.000000000000000000e+00,2.423788222205342235e-01,8.464924985396079377e-04
3.000000000000000000e+00,7.158125960415355482e-02,1.789866310734564961e-04
4.000000000000000000e+00,3.490397178748643608e-02,3.276910712228654592e-04
5.000000000000000000e+00,1.513819905293446906e-02,2.443307844235046268e-04
6.000000000000000000e+00,7.661630600821425600e-03,2.330745604668211179e-04
7.000000000000000000e+00,3.754854733564350067e-03,5.399939829045551695e-05
8.000000000000000000e+00,2.196846851184285944e-03,8.355450785743930963e-05
9.000000000000000000e+00,1.231666601960527832e-03,7.019256041510416933e-05
1.000000000000000000e+01,6.387453663074916339e-04,5.262741016918713778e-05
1.100000000000000000e+01,2.938992924901772871e-04,4.631519091560119198e-05
1.200000000000000000e+01,2.603016338837444311e-04,1.449222160663181601e-05
1.300000000000000000e+01,7.381698757761027876e-05,1.232606738660899349e-05
1.400000000000000000e+01,4.351447256643333579e-05,7.693140134772774610e-06
1.500000000000000000e+01,3.413659571230977599e-05,7.474886105639807282e-06
1.600000000000000000e+01,1.659726808691305489e-05,5.095015102549524767e-06
1.700000000000000000e+01,7.955813629071632217e-06,4.118050850035504887e-06
1.800000000000000000e+01,7.283987830614794467e-06,3.773703516814040185e-06
1.900000000000000000e+01,4.529970283394941525e-06,4.529970283394940678e-06
