t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000222e-01,5.703382916666666080e-01,3.832083796673812440e-03,5.719286666666666408e-01,3.246902417361868885e-03
8.000000000000000444e-01,4.137324791666666113e-01,1.888218188076063288e-03,4.145722291666665837e-01,1.620021845039355465e-03
1.199999999999999956e+00,3.706849583333333698e-01,1.241620616196966852e-03,3.712536250000000315e-01,1.076821247385639042e-03
1.600000000000000089e+00,3.501057083333333209e-01,9.180211851388894468e-04,3.505594687499999362e-01,8.023183186702528358e-04
2.000000000000000000e+00,3.374823583333333432e-01,7.250669372089985727e-04,3.378720916666667073e-01,6.433479303479791621e-04
2.399999999999999911e+00,3.287536736111111857e-01,5.963053706832309540e-04,3.291045277777778222e-01,5.398070834367860215e-04
2.799999999999999822e+00,3.223013809523810336e-01,5.055911284860859249e-04,3.226300892857142943e-01,4.700908977178650991e-04
3.200000000000000178e+00,3.173245937499999392e-01,4.353052134376140798e-04,3.176270416666666097e-01,4.205184185106700633e-04
3.600000000000000089e+00,3.133694305555555504e-01,3.793535039811739306e-04,3.136520740740740276e-01,3.796085534272912736e-04
4.000000000000000000e+00,3.101482833333333300e-01,3.340613823936992507e-04,3.104170374999999926e-01,3.477623995119023966e-04
4.400000000000000355e+00,3.074777121212121100e-01,2.986947961409910338e-04,3.077382878787878751e-01,3.218247218070216650e-04
4.799999999999999822e+00,3.052282604166666746e-01,2.708575029996608563e-04,3.054849652777777980e-01,2.997989578603875156e-04
5.200000000000000178e+00,3.033106442307692552e-01,2.467355662107283023e-04,3.035683589743589650e-01,2.820879834723525313e-04
5.599999999999999645e+00,3.016513690476191334e-01,2.267159344937787733e-04,3.019128273809524310e-01,2.660743154161428442e-04
6.000000000000000000e+00,3.002009722222221955e-01,2.112808497697370765e-04,3.004706388888889190e-01,2.526324336248293788e-04
6.400000000000000355e+00,2.989297656249999546e-01,1.982898796342843150e-04,2.992027864583332586e-01,2.418021378119511412e-04
6.799999999999999822e+00,2.978027450980392232e-01,1.877517383934623936e-04,2.980799264705882856e-01,2.332102496682351132e-04
7.200000000000000178e+00,2.967954398148148210e-01,1.779358063454151040e-04,2.970791666666666719e-01,2.249695756454337932e-04
7.599999999999999645e+00,2.958911842105264034e-01,1.691863842285334192e-04,2.961804385964912911e-01,2.180962619794650926e-04
8.000000000000000000e+00,2.950767708333333905e-01,1.610366124751906895e-04,2.953669791666667099e-01,2.129872392690083461e-04
8.400000000000000355e+00,2.943333531746031850e-01,1.550724692498804571e-04,2.946306349206349040e-01,2.086024783676629791e-04
8.800000000000000711e+00,2.936561553030302973e-01,1.494088769767372589e-04,2.939560227272727255e-01,2.046622196027909619e-04
9.199999999999999289e+00,2.930378442028985786e-01,1.445072570811633682e-04,2.933382608695652705e-01,2.024416165520508506e-04
9.599999999999999645e+00,2.924710590277778133e-01,1.411887302559232675e-04,2.927706076388889023e-01,2.003570426435669744e-04
1.000000000000000000e+01,2.919499999999999873e-01,1.394138080555273451e-04,2.922491999999999868e-01,1.984382259197361520e-04
1.040000000000000036e+01,2.914653525641025533e-01,1.376872695371677299e-04,2.917687019230769119e-01,1.972450527368884777e-04
1.080000000000000071e+01,2.910126234567900760e-01,1.364098192325065273e-04,2.913244444444443859e-01,1.965286098019696209e-04
1.119999999999999929e+01,2.905916964285714665e-01,1.354123890975036308e-04,2.909130505952381429e-01,1.956820958793801201e-04
1.159999999999999964e+01,2.901978879310345150e-01,1.348195100227288549e-04,2.905280316091954362e-01,1.960481757348819321e-04
1.200000000000000000e+01,2.898299722222222319e-01,1.342077787635958576e-04,2.901683472222221782e-01,1.968361913324849412e-04
1.240000000000000036e+01,2.894875537634408191e-01,1.343779612625069079e-04,2.898313844086021218e-01,1.976455704594455868e-04
1.280000000000000071e+01,2.891646744791666612e-01,1.354600903740091193e-04,2.895138411458332839e-01,1.987615781442154071e-04
1.319999999999999929e+01,2.888623989898990718e-01,1.368218167207771051e-04,2.892124242424242708e-01,2.002692173358318838e-04
1.359999999999999964e+01,2.885776960784314227e-01,1.380678249003556961e-04,2.889285049019607587e-01,2.017130905084223288e-04
1.400000000000000000e+01,2.883087976190475965e-01,1.391544552352386686e-04,2.886612976190476298e-01,2.031663924819746404e-04
1.440000000000000036e+01,2.880531597222222295e-01,1.408888626062600863e-04,2.884071759259259626e-01,2.045621125149079918e-04
1.480000000000000071e+01,2.878095833333332854e-01,1.426153763749695368e-04,2.881678490990990937e-01,2.051116694318978360e-04
