r,gSS_mean,gSS_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,8.390134853373051741e-05,9.023090219549712783e-06
9.499999999999999556e-01,2.136866855999527692e-01,3.413848676753134036e-04
1.050000000000000044e+00,1.344270823960777683e+00,7.731968765527244764e-04
1.150000000000000133e+00,1.544821695253523641e+00,6.483887679169889626e-04
1.250000000000000000e+00,1.352778290600198163e+00,5.983387568427824725e-04
1.350000000000000089e+00,1.204958964303910252e+00,6.358144624203734309e-04
1.450000000000000178e+00,1.094499112952193709e+00,5.007389165326823523e-04
1.550000000000000044e+00,1.017128921887406667e+00,2.956699945969316467e-04
1.650000000000000133e+00,9.669898396042876376e-01,4.004651121643767672e-04
1.750000000000000000e+00,9.411884101834212535e-01,2.967839238863039485e-04
1.850000000000000089e+00,9.369186744821306201e-01,4.458123258783723217e-04
1.950000000000000178e+00,9.534650887249973561e-01,2.784000915683463749e-04
2.049999999999999822e+00,9.830628967388974626e-01,3.489609244766437766e-04
2.150000000000000355e+00,1.007075622828805139e+00,2.729228096571889909e-04
2.250000000000000000e+00,1.017850953382231527e+00,2.707141614357432696e-04
2.350000000000000533e+00,1.018505285960731310e+00,2.844239643971432636e-04
2.450000000000000178e+00,1.013700117957214708e+00,2.689302210127124328e-04
2.549999999999999822e+00,1.007806140851037480e+00,3.381302385404904914e-04
2.650000000000000355e+00,1.001551011933921487e+00,2.182188560914389804e-04
2.750000000000000000e+00,9.975362883310486817e-01,2.060761835823638529e-04
2.850000000000000533e+00,9.951723192648694871e-01,2.760741615726953406e-04
2.950000000000000178e+00,9.955012163531089531e-01,2.565413070279504225e-04
3.049999999999999822e+00,9.969301453997146956e-01,1.932024187612780522e-04
3.150000000000000355e+00,9.986418545789824686e-01,1.753745332489734389e-04
3.250000000000000000e+00,1.000183377646183480e+00,2.238644207519964729e-04
3.350000000000000533e+00,1.001095048528645393e+00,1.661857177876158935e-04
3.450000000000000178e+00,1.001472788350998400e+00,2.259509547732793623e-04
3.549999999999999822e+00,1.001196180855258966e+00,1.609494807297952659e-04
3.650000000000000355e+00,1.000614176416932288e+00,1.534507875873581675e-04
3.750000000000000000e+00,9.999834505790436978e-01,1.401656633285164745e-04
3.850000000000000533e+00,9.994960717820469132e-01,2.167595456435642020e-04
3.950000000000000178e+00,9.994037864764491186e-01,2.120598689910378298e-04
4.050000000000000711e+00,9.993998131443964095e-01,1.360220614154293757e-04
4.150000000000000355e+00,9.996529600329878695e-01,1.952915718528743503e-04
4.250000000000000000e+00,9.997315779940395553e-01,1.550825917622102956e-04
4.349999999999999645e+00,9.998137077295121689e-01,1.008972310622766321e-04
4.450000000000000178e+00,1.000195560542314510e+00,1.240084476319417361e-04
4.550000000000000711e+00,1.000045866050879972e+00,1.574302428727790870e-04
4.650000000000000355e+00,9.997689148444621754e-01,1.780722654213087231e-04
4.750000000000000000e+00,1.000046745007027615e+00,1.165764318011822429e-04
4.850000000000000533e+00,1.000151510896683416e+00,2.009425969399454873e-04
4.950000000000000178e+00,9.999699787880347301e-01,1.306028055476975104e-04
5.050000000000000711e+00,9.999648961043291484e-01,1.264552540348929559e-04
5.150000000000000355e+00,9.996019266179633211e-01,1.314096808967377301e-04
5.250000000000000000e+00,9.998055590383133628e-01,1.002627174606326624e-04
5.350000000000000533e+00,9.997327102930231302e-01,1.409028399369067434e-04
5.450000000000000178e+00,9.998975751591716588e-01,5.256669486332517498e-05
5.550000000000000711e+00,9.997898774955839007e-01,1.015557925924613885e-04
5.650000000000000355e+00,9.998527433828894306e-01,1.415818947739028914e-04
5.750000000000000000e+00,9.999304668146639097e-01,1.147918873379521993e-04
5.850000000000000533e+00,1.000063570218461040e+00,1.012031152150406600e-04
5.950000000000000178e+00,1.000018763641310260e+00,7.875333869779761492e-05
6.050000000000000711e+00,1.000050252838602161e+00,1.302648896422132759e-04
6.150000000000000355e+00,9.998933413962334260e-01,9.254952789059828374e-05
6.250000000000000000e+00,9.999025607002234306e-01,9.308558631593024876e-05
6.350000000000000533e+00,9.999520186181261039e-01,1.067287212480128505e-04
6.450000000000000178e+00,9.998531789785485291e-01,1.006184740599529051e-04
6.550000000000000711e+00,9.997689737101129737e-01,5.484461354932739765e-05
6.650000000000000355e+00,9.999008111003113708e-01,6.414259244442817504e-05
6.750000000000000000e+00,9.998370443191385570e-01,6.729029361553742923e-05
6.850000000000000533e+00,9.999021850932244826e-01,8.767041220033741330e-05
6.950000000000000178e+00,9.999356063012576623e-01,6.488260607976689264e-05
7.050000000000000711e+00,9.998952509311802572e-01,1.041239948043447277e-04
7.150000000000000355e+00,9.998962339361892049e-01,7.970406361623950866e-05
7.250000000000000000e+00,1.000032843124511128e+00,1.114551355988900090e-04
7.350000000000000533e+00,9.998667265113019287e-01,1.056479139500822955e-04
7.450000000000000178e+00,9.998097476321387012e-01,8.254541031726138594e-05
7.550000000000000711e+00,9.998898469293733271e-01,9.065067068161017795e-05
7.650000000000000355e+00,1.000059988133430888e+00,1.180501266332196130e-04
7.750000000000000000e+00,9.999148560263962926e-01,9.735806337831000431e-05
7.850000000000000533e+00,9.997454843496038634e-01,4.428867459331090647e-05
7.950000000000000178e+00,9.999402619168769046e-01,6.138977635970883863e-05
8.050000000000000711e+00,9.999056897455791404e-01,1.073702945407866821e-04
8.150000000000000355e+00,9.998990534922652662e-01,6.599307998018854519e-05
8.250000000000000000e+00,9.998168626440783191e-01,6.179843871762885589e-05
8.350000000000001421e+00,9.999064728652143907e-01,8.122750022874534819e-05
8.449999999999999289e+00,9.998294533552399832e-01,5.735453918418280937e-05
8.550000000000000711e+00,9.998561599973146974e-01,4.705430369464332692e-05
8.650000000000000355e+00,9.999175313331546411e-01,7.347874091192698853e-05
8.750000000000000000e+00,9.998601954688831617e-01,6.170707137955893122e-05
8.850000000000001421e+00,9.997607133499597509e-01,7.647669732476461326e-05
8.949999999999999289e+00,9.998821289476609309e-01,5.512374139825201608e-05
9.050000000000000711e+00,9.999522823156041795e-01,4.703185576033017671e-05
9.150000000000000355e+00,9.997331224784247183e-01,6.143474351502916189e-05
9.250000000000000000e+00,9.998457442240621384e-01,4.608285456670798937e-05
9.350000000000001421e+00,9.999152795985963849e-01,6.550182055665057621e-05
9.449999999999999289e+00,9.999414398496677681e-01,7.992484638255100251e-05
9.550000000000000711e+00,9.999791088747995715e-01,4.266551804154264545e-05
9.650000000000002132e+00,9.999451777681640507e-01,8.678995385268050105e-05
9.750000000000000000e+00,9.998873410289164099e-01,8.002203511039308198e-05
9.850000000000001421e+00,1.000011352633490835e+00,5.369623548603078998e-05
9.949999999999999289e+00,9.998525103112511081e-01,3.761159174782565621e-05
