t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,1.815457791666666432e-01,3.711645995972850704e-04
8.000000000000000000e+00,1.339415187499999882e-01,1.696884762678516328e-04
1.200000000000000000e+01,1.183622569444444383e-01,1.144080012703319906e-04
1.600000000000000000e+01,1.105458854166666838e-01,9.044026676394767764e-05
2.000000000000000000e+01,1.059264000000000039e-01,7.599334035149235317e-05
2.400000000000000000e+01,1.027949513888888750e-01,6.267605608924032927e-05
2.800000000000000000e+01,1.006031845238095218e-01,5.300638314605709769e-05
3.200000000000000000e+01,9.895344791666667306e-02,5.294980177493916287e-05
3.600000000000000000e+01,9.767334722222222043e-02,4.914770422133592432e-05
4.000000000000000000e+01,9.662811666666668020e-02,4.776996334673199216e-05
4.400000000000000000e+01,9.578460227272728167e-02,4.121770565331081722e-05
4.800000000000000000e+01,9.508729513888888873e-02,4.306045417486072233e-05
5.200000000000000000e+01,9.449672756410257279e-02,3.793068675887954598e-05
5.600000000000000000e+01,9.398443452380952912e-02,3.847603168022183654e-05
6.000000000000000000e+01,9.354436944444444180e-02,3.786653314119258368e-05
6.400000000000000000e+01,9.315341406249999512e-02,3.404395441068454331e-05
6.800000000000000000e+01,9.281201225490195994e-02,3.819273692488746178e-05
7.200000000000000000e+01,9.251157175925925347e-02,3.760331805790259174e-05
7.600000000000000000e+01,9.223202850877192105e-02,3.827650454051557217e-05
8.000000000000000000e+01,9.199348958333333770e-02,3.586953950490381671e-05
8.400000000000000000e+01,9.177210714285713444e-02,3.490812488862102936e-05
8.800000000000000000e+01,9.157286363636364668e-02,3.866327634342980050e-05
9.200000000000000000e+01,9.139431702898551113e-02,3.774107082309709871e-05
9.600000000000000000e+01,9.121921180555556119e-02,3.733501750324974561e-05
1.000000000000000000e+02,9.106459000000000081e-02,3.877492915356753382e-05
1.040000000000000000e+02,9.092387980769230105e-02,3.618818169583073731e-05
1.080000000000000000e+02,9.079328858024691973e-02,3.707691993075352385e-05
1.120000000000000000e+02,9.066938839285713925e-02,3.880093647957419314e-05
1.160000000000000000e+02,9.055598563218389407e-02,3.810406608453784577e-05
1.200000000000000000e+02,9.045842083333334449e-02,3.877044700652011326e-05
1.240000000000000000e+02,9.035226075268816548e-02,3.936103726744663404e-05
1.280000000000000000e+02,9.026078125000000507e-02,4.005220618539475535e-05
1.320000000000000000e+02,9.016623863636365199e-02,3.955113033255911137e-05
1.360000000000000000e+02,9.009238112745097948e-02,4.171646314109724902e-05
