t,D_solv_mean,D_solv_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,1.863984124999999714e-01,4.074257535486765789e-04
8.000000000000000000e+00,1.377318020833333267e-01,1.458985080636154483e-04
1.200000000000000000e+01,1.217008027777777557e-01,1.188310894857092491e-04
1.600000000000000000e+01,1.136945520833333723e-01,7.629126819446592196e-05
2.000000000000000000e+01,1.089360083333333201e-01,7.218816980342368940e-05
2.400000000000000000e+01,1.057807361111111205e-01,5.146457993441531004e-05
2.800000000000000000e+01,1.035116726190476177e-01,5.443356279942290863e-05
3.200000000000000000e+01,1.018292916666666548e-01,5.341033756634201089e-05
3.600000000000000000e+01,1.005017175925926043e-01,4.165055612751870646e-05
4.000000000000000000e+01,9.946813750000001175e-02,4.963560505288636208e-05
4.400000000000000000e+01,9.859952272727272315e-02,4.127149699721858567e-05
4.800000000000000000e+01,9.785582638888888629e-02,3.797778469411616862e-05
5.200000000000000000e+01,9.726388782051280379e-02,4.105466695164088482e-05
5.600000000000000000e+01,9.673881249999999321e-02,3.477882785332045282e-05
6.000000000000000000e+01,9.626950833333333679e-02,3.635751334425317110e-05
6.400000000000000000e+01,9.589365364583332663e-02,3.423590093053367403e-05
6.800000000000000000e+01,9.555203921568627967e-02,3.255380285154700138e-05
7.200000000000000000e+01,9.522245833333331522e-02,3.344478054235978432e-05
7.600000000000000000e+01,9.495319298245613604e-02,3.377457525523953994e-05
8.000000000000000000e+01,9.470681249999998719e-02,3.222396292592207012e-05
8.400000000000000000e+01,9.447404563492062257e-02,3.146260138837431874e-05
8.800000000000000000e+01,9.426919696969697504e-02,2.922496417587162304e-05
9.200000000000000000e+01,9.408122101449276076e-02,2.864577107075394287e-05
9.600000000000000000e+01,9.390586458333331776e-02,3.035783355457934138e-05
1.000000000000000000e+02,9.374878666666666693e-02,3.186737851754061277e-05
1.040000000000000000e+02,9.360530448717949148e-02,3.171996546197130065e-05
1.080000000000000000e+02,9.346576851851852441e-02,2.946800875929239395e-05
1.120000000000000000e+02,9.335184374999999646e-02,3.128374630170084283e-05
1.160000000000000000e+02,9.322446551724138109e-02,3.251066146029962502e-05
1.200000000000000000e+02,9.311159305555555266e-02,3.244019063060404965e-05
1.240000000000000000e+02,9.301519892473117390e-02,3.361795642595687920e-05
1.280000000000000000e+02,9.291402473958332298e-02,3.506811985313424334e-05
1.320000000000000000e+02,9.282981313131313805e-02,3.246590978655829299e-05
1.360000000000000000e+02,9.274299509803921038e-02,3.466404214525318784e-05
1.400000000000000000e+02,9.266397023809523625e-02,3.703950739234030369e-05
1.440000000000000000e+02,9.258835648148147635e-02,3.546534581754496956e-05
1.480000000000000000e+02,9.251579166666665244e-02,3.600526268503891428e-05
1.520000000000000000e+02,9.245466666666665723e-02,3.836585150571216189e-05
1.560000000000000000e+02,9.239150213675213774e-02,3.691837960974522347e-05
1.600000000000000000e+02,9.232884375000000032e-02,3.856548569538821277e-05
1.640000000000000000e+02,9.227134552845528415e-02,3.768130745948780163e-05
1.680000000000000000e+02,9.222110416666665089e-02,3.776014407139582257e-05
1.720000000000000000e+02,9.216977713178294007e-02,4.007426811029059065e-05
1.760000000000000000e+02,9.212207102272726433e-02,3.940064736077973027e-05
1.800000000000000000e+02,9.207429166666666887e-02,4.059107357841908534e-05
1.840000000000000000e+02,9.202866847826088326e-02,4.046966169870979031e-05
1.880000000000000000e+02,9.198505319148936321e-02,4.088336244576576417e-05
1.920000000000000000e+02,9.194486979166664742e-02,4.122825157376588723e-05
1.960000000000000000e+02,9.190541666666665610e-02,4.146940682280975940e-05
2.000000000000000000e+02,9.186619166666666614e-02,4.185206171079811820e-05
2.040000000000000000e+02,9.182921568627451514e-02,4.276067304342743159e-05
2.080000000000000000e+02,9.179993589743588867e-02,4.297621219131145416e-05
2.120000000000000000e+02,9.176720911949685922e-02,4.353037651757331620e-05
2.160000000000000000e+02,9.173349537037037149e-02,4.288014509432371138e-05
2.200000000000000000e+02,9.170293181818181538e-02,4.341214056956556718e-05
2.240000000000000000e+02,9.167236607142857652e-02,4.529324135049270017e-05
2.280000000000000000e+02,9.164430555555555524e-02,4.489053471981518467e-05
2.320000000000000000e+02,9.162011494252872423e-02,4.541399266611220595e-05
2.360000000000000000e+02,9.159097457627117522e-02,4.540816424364804292e-05
2.400000000000000000e+02,9.156253472222222745e-02,4.557350389098406541e-05
2.440000000000000000e+02,9.154221994535519102e-02,4.660846745422496444e-05
2.480000000000000000e+02,9.151678763440859732e-02,4.677579509473334384e-05
2.520000000000000000e+02,9.149146825396825555e-02,4.779262509188059334e-05
2.560000000000000000e+02,9.147390625000000053e-02,4.795416826754243914e-05
2.600000000000000000e+02,9.144829487179487182e-02,4.803887782410496023e-05
2.640000000000000000e+02,9.143057449494949862e-02,4.813014725436977125e-05
2.680000000000000000e+02,9.140991915422885805e-02,4.864739992952595531e-05
2.720000000000000000e+02,9.139195465686275610e-02,4.856896107645728870e-05
2.760000000000000000e+02,9.137156400966181535e-02,4.801748056110326506e-05
2.800000000000000000e+02,9.135249999999998927e-02,4.989692070552121408e-05
2.840000000000000000e+02,9.133215962441314228e-02,4.963969658329954991e-05
2.880000000000000000e+02,9.131619212962963084e-02,4.941284526485120932e-05
2.920000000000000000e+02,9.129989726027396002e-02,4.941685449897637424e-05
2.960000000000000000e+02,9.128460585585586318e-02,4.997468971456457459e-05
3.000000000000000000e+02,9.126583888888888108e-02,4.981250197715024610e-05
3.040000000000000000e+02,9.124901864035087073e-02,5.039150447639628434e-05
3.080000000000000000e+02,9.123417207792207384e-02,4.993955941984901060e-05
3.120000000000000000e+02,9.121927884615385618e-02,5.069989701582574404e-05
3.160000000000000000e+02,9.120508438818566987e-02,5.022008768234409578e-05
3.200000000000000000e+02,9.119006770833333608e-02,4.996949786368384133e-05
3.240000000000000000e+02,9.117543724279834894e-02,5.103191563925192598e-05
3.280000000000000000e+02,9.116095528455284147e-02,5.097838839012171875e-05
3.320000000000000000e+02,9.114696285140563847e-02,5.088978246630148267e-05
3.360000000000000000e+02,9.113436507936507891e-02,5.084494114721153831e-05
3.400000000000000000e+02,9.112002450980391521e-02,5.108729534841861478e-05
3.440000000000000000e+02,9.110648255813953711e-02,5.095178062096835877e-05
3.480000000000000000e+02,9.109340996168582838e-02,5.126274312864291603e-05
3.520000000000000000e+02,9.108252367424242435e-02,5.110942268027106143e-05
3.560000000000000000e+02,9.107185393258428185e-02,5.113628735065664234e-05
3.600000000000000000e+02,9.105949074074073946e-02,5.164040053173646019e-05
3.640000000000000000e+02,9.104623168498168773e-02,5.113080203805361304e-05
3.680000000000000000e+02,9.103502264492753515e-02,5.164574015398890451e-05
3.720000000000000000e+02,9.102370967741936492e-02,5.147159839345401885e-05
3.760000000000000000e+02,9.101316489361702122e-02,5.221608210497006956e-05
3.800000000000000000e+02,9.100171929824560357e-02,5.234487366542451653e-05
3.840000000000000000e+02,9.098935329861111698e-02,5.259764233674627714e-05
3.880000000000000000e+02,9.098150343642610882e-02,5.249423122453807452e-05
3.920000000000000000e+02,9.096969387755102221e-02,5.276189765380848141e-05
3.960000000000000000e+02,9.096101430976430424e-02,5.257532791256120340e-05
4.000000000000000000e+02,9.094904166666666068e-02,5.332104024991790727e-05
4.040000000000000000e+02,9.094076732673268826e-02,5.314111441594554080e-05
4.080000000000000000e+02,9.093046160130717481e-02,5.343257319736957985e-05
4.120000000000000000e+02,9.092089805825243065e-02,5.414709493371297862e-05
4.160000000000000000e+02,9.091213541666666453e-02,5.430496494575779245e-05
4.200000000000000000e+02,9.090347222222222578e-02,5.458895004942054238e-05
4.240000000000000000e+02,9.089450471698112821e-02,5.462205331685371232e-05
4.280000000000000000e+02,9.088643691588785267e-02,5.466874194977208002e-05
4.320000000000000000e+02,9.087618827160495738e-02,5.517914668175291339e-05
4.360000000000000000e+02,9.087029051987767503e-02,5.583200280938112884e-05
4.400000000000000000e+02,9.086089015151514736e-02,5.582729205937044821e-05
4.440000000000000000e+02,9.085321321321321308e-02,5.615414017800310077e-05
4.480000000000000000e+02,9.084447916666665845e-02,5.631154387262528419e-05
4.520000000000000000e+02,9.083637168141593665e-02,5.679559827111467708e-05
4.560000000000000000e+02,9.083033260233917827e-02,5.660098844901399105e-05
4.600000000000000000e+02,9.082293840579711008e-02,5.773452402672074520e-05
4.640000000000000000e+02,9.081474856321838929e-02,5.725182658947010691e-05
4.680000000000000000e+02,9.080743233618233934e-02,5.737853652873775042e-05
4.720000000000000000e+02,9.080047316384180778e-02,5.773687987747727174e-05
4.760000000000000000e+02,9.079398109243697057e-02,5.863214963606389914e-05
4.800000000000000000e+02,9.078721874999999553e-02,5.857356412695213186e-05
4.840000000000000000e+02,9.078111570247934803e-02,5.883728036801175160e-05
4.880000000000000000e+02,9.077468579234973522e-02,5.912214683115764584e-05
4.920000000000000000e+02,9.076700203252033305e-02,5.969014432357706872e-05
4.960000000000000000e+02,9.076210013440859370e-02,5.941595257803592746e-05
5.000000000000000000e+02,9.075620333333332679e-02,6.018621626581262718e-05
5.040000000000000000e+02,9.074925595238095277e-02,6.013312076908306316e-05
5.080000000000000000e+02,9.074417322834645028e-02,6.018207403216940658e-05
5.120000000000000000e+02,9.073877604166666333e-02,6.073413593717121283e-05
5.160000000000000000e+02,9.073231266149869856e-02,6.007533268227399859e-05
5.200000000000000000e+02,9.072630448717947105e-02,6.077826810234669924e-05
5.240000000000000000e+02,9.072094783715013711e-02,6.099951558908434232e-05
5.280000000000000000e+02,9.071467487373736927e-02,6.148046519961189232e-05
5.320000000000000000e+02,9.070938596491229244e-02,6.179334696179852133e-05
5.360000000000000000e+02,9.070327736318409273e-02,6.219551966810948494e-05
5.400000000000000000e+02,9.069952160493828519e-02,6.204002822433473015e-05
5.440000000000000000e+02,9.069257352941176298e-02,6.203152239612763359e-05
5.480000000000000000e+02,9.068666970802920224e-02,6.241047971482695125e-05
5.520000000000000000e+02,9.068272644927535819e-02,6.302650713493359149e-05
5.560000000000000000e+02,9.067776678657074596e-02,6.335349641055525497e-05
5.600000000000000000e+02,9.067177678571429478e-02,6.318341554385503050e-05
5.640000000000000000e+02,9.066829491725766910e-02,6.324313464446698033e-05
5.680000000000000000e+02,9.066291373239436513e-02,6.414976890175706878e-05
5.720000000000000000e+02,9.065699592074591417e-02,6.350120487035471745e-05
5.760000000000000000e+02,9.065168113425926821e-02,6.408671531038516607e-05
5.800000000000000000e+02,9.064832758620688935e-02,6.386380251019951014e-05
5.840000000000000000e+02,9.064363869863012457e-02,6.486968634266344002e-05
5.880000000000000000e+02,9.063880385487528557e-02,6.441455454094071112e-05
5.920000000000000000e+02,9.063477477477477340e-02,6.471473754968208548e-05
5.960000000000000000e+02,9.063035514541387117e-02,6.473309052161710343e-05
6.000000000000000000e+02,9.062628333333334896e-02,6.495281681504264364e-05
6.040000000000000000e+02,9.062106512141279713e-02,6.473747277564992819e-05
6.080000000000000000e+02,9.061703947368421330e-02,6.491487630163868348e-05
6.120000000000000000e+02,9.061337145969498852e-02,6.500633473883005934e-05
6.160000000000000000e+02,9.060869588744588365e-02,6.527445680132080801e-05
6.200000000000000000e+02,9.060421505376343998e-02,6.542980182114601880e-05
6.240000000000000000e+02,9.059958066239316710e-02,6.522125168109060508e-05
6.280000000000000000e+02,9.059492038216560017e-02,6.550361408324908053e-05
6.320000000000000000e+02,9.059177742616034146e-02,6.574844989342895629e-05
6.360000000000000000e+02,9.058825471698112031e-02,6.617503467798057564e-05
6.400000000000000000e+02,9.058412760416666154e-02,6.605166409466410203e-05
6.440000000000000000e+02,9.057985766045548170e-02,6.634308242814641930e-05
6.480000000000000000e+02,9.057716563786008535e-02,6.615886139878251635e-05
6.520000000000000000e+02,9.057365541922289542e-02,6.628318597698289367e-05
6.560000000000000000e+02,9.056865091463414674e-02,6.646388517185698600e-05
6.600000000000000000e+02,9.056546464646463013e-02,6.682613356819292383e-05
6.640000000000000000e+02,9.056106174698795586e-02,6.630026857318625886e-05
6.680000000000000000e+02,9.055714321357284657e-02,6.660919078419373976e-05
6.720000000000000000e+02,9.055348214285713349e-02,6.657262888012947571e-05
6.760000000000000000e+02,9.054961045364892658e-02,6.680280597163047447e-05
6.800000000000000000e+02,9.054584558823529361e-02,6.687874595808643101e-05
6.840000000000000000e+02,9.054356968810915729e-02,6.694532692083723392e-05
6.880000000000000000e+02,9.053824370155037771e-02,6.690120616627852270e-05
6.920000000000000000e+02,9.053537090558765044e-02,6.745331027237011284e-05
6.960000000000000000e+02,9.053201867816093595e-02,6.726132771439017602e-05
7.000000000000000000e+02,9.052766666666664519e-02,6.738953335903991851e-05
7.040000000000000000e+02,9.052490530303029803e-02,6.748523466148110541e-05
7.080000000000000000e+02,9.052033662900188515e-02,6.744671912219685358e-05
7.120000000000000000e+02,9.051754213483147182e-02,6.773571810647207388e-05
7.160000000000000000e+02,9.051427141527002007e-02,6.815066604861902530e-05
7.200000000000000000e+02,9.050937731481481507e-02,6.834621907530444599e-05
7.240000000000000000e+02,9.050731813996318320e-02,6.840023664992573899e-05
7.280000000000000000e+02,9.050396062271062747e-02,6.848588469373858862e-05
7.320000000000000000e+02,9.050031648451731248e-02,6.825937324141547445e-05
7.360000000000000000e+02,9.049736639492753087e-02,6.890099686718112232e-05
7.400000000000000000e+02,9.049425675675674963e-02,6.896112403099705394e-05
7.440000000000000000e+02,9.048919130824373269e-02,6.886901138979365682e-05
7.480000000000000000e+02,9.048778966131906798e-02,6.905251292534258264e-05
7.520000000000000000e+02,9.048433289007093427e-02,6.937416691709492270e-05
7.560000000000000000e+02,9.048124999999999918e-02,6.967600978607849766e-05
7.600000000000000000e+02,9.047766885964912686e-02,6.978903042878161097e-05
7.640000000000000000e+02,9.047477748691098998e-02,7.008506561370990396e-05
7.680000000000000000e+02,9.047119140625001221e-02,7.025378664374349138e-05
7.720000000000000000e+02,9.046936960276338868e-02,7.020203583227677829e-05
7.760000000000000000e+02,9.046637671821305959e-02,7.063134766048227990e-05
7.800000000000000000e+02,9.046269871794872242e-02,7.088602508982480186e-05
7.840000000000000000e+02,9.045928784013605728e-02,7.085106350844702606e-05
7.880000000000000000e+02,9.045676607445006512e-02,7.103957939453946213e-05
7.920000000000000000e+02,9.045452861952860135e-02,7.108261596317591330e-05
7.960000000000000000e+02,9.044975502512563048e-02,7.136335139652235466e-05
8.000000000000000000e+02,9.044882083333334599e-02,7.168034290265283754e-05
8.040000000000000000e+02,9.044460613598673260e-02,7.188402373196293299e-05
8.080000000000000000e+02,9.044319925742572153e-02,7.191662407517185069e-05
8.120000000000000000e+02,9.044016830870280077e-02,7.234221031162910728e-05
8.160000000000000000e+02,9.043715482026143393e-02,7.250870375607841459e-05
8.200000000000000000e+02,9.043557723577236307e-02,7.277661336755239627e-05
8.240000000000000000e+02,9.043244538834951940e-02,7.276547147663637682e-05
8.280000000000000000e+02,9.042889492753622416e-02,7.319686780735540344e-05
8.320000000000000000e+02,9.042614383012820278e-02,7.332087654890779454e-05
8.360000000000000000e+02,9.042365829346091233e-02,7.365803038071723431e-05
8.400000000000000000e+02,9.042186309523810028e-02,7.363351041911846140e-05
8.440000000000000000e+02,9.041765995260662991e-02,7.396386636165080540e-05
8.480000000000000000e+02,9.041551886792453807e-02,7.407018282425111369e-05
8.520000000000000000e+02,9.041261345852895370e-02,7.425904752423031423e-05
8.560000000000000000e+02,9.041021028037384000e-02,7.491393134482911785e-05
8.600000000000000000e+02,9.040855620155038852e-02,7.505523465635538754e-05
8.640000000000000000e+02,9.040524691358024778e-02,7.539112944168300937e-05
8.680000000000000000e+02,9.040365591397848954e-02,7.512752334548074935e-05
8.720000000000000000e+02,9.040122706422018539e-02,7.531676569368815014e-05
8.760000000000000000e+02,9.039801179604262105e-02,7.547328523466745602e-05
8.800000000000000000e+02,9.039539204545454787e-02,7.590405184288875711e-05
8.840000000000000000e+02,9.039369720965308164e-02,7.618377121830986179e-05
8.880000000000000000e+02,9.039152590090089590e-02,7.642183679254211076e-05
8.920000000000000000e+02,9.038911995515694353e-02,7.632697192998851845e-05
8.960000000000000000e+02,9.038602678571427962e-02,7.643338666489710002e-05
9.000000000000000000e+02,9.038415925925925853e-02,7.680539119190102348e-05
9.040000000000000000e+02,9.038191556047196762e-02,7.699882188473891999e-05
9.080000000000000000e+02,9.038071953010279325e-02,7.688770218436972927e-05
9.120000000000000000e+02,9.037798062865497195e-02,7.712818203649359665e-05
9.160000000000000000e+02,9.037627547307132414e-02,7.747545445432741360e-05
9.200000000000000000e+02,9.037394927536232525e-02,7.751142887598456847e-05
9.240000000000000000e+02,9.037197330447330201e-02,7.776941735156287568e-05
9.280000000000000000e+02,9.036960308908047190e-02,7.785007847663920376e-05
9.320000000000000000e+02,9.036733547925608623e-02,7.812261687340563675e-05
9.360000000000000000e+02,9.036527777777778048e-02,7.839393071844979891e-05
