r,gSS_mean,gSS_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,1.978473913812544367e-04,6.763876377735418477e-06
9.499999999999999556e-01,4.084843028293396183e-01,3.168766314864026180e-04
1.050000000000000044e+00,2.204074011062289618e+00,3.224308551843810071e-04
1.150000000000000133e+00,2.142187142600000538e+00,2.652326436691105358e-04
1.250000000000000000e+00,1.416496643745356332e+00,3.048436077170462908e-04
1.350000000000000089e+00,9.817330418755784160e-01,3.186033752006973735e-04
1.450000000000000178e+00,7.755950576422918630e-01,2.179291357253412104e-04
1.550000000000000044e+00,7.013120266678060100e-01,1.062315032391492791e-04
1.650000000000000133e+00,7.153410799890440597e-01,1.906110568947784207e-04
1.750000000000000000e+00,8.028439563988273298e-01,1.208353968856039758e-04
1.850000000000000089e+00,9.401579215034214787e-01,1.708892485095395760e-04
1.950000000000000178e+00,1.082992803892680378e+00,1.349499705939654270e-04
2.049999999999999822e+00,1.180155085679201354e+00,1.564440992240447741e-04
2.150000000000000355e+00,1.178745681246733401e+00,2.056375888770414187e-04
2.250000000000000000e+00,1.095600939676158792e+00,1.902538047825062708e-04
2.350000000000000533e+00,9.987707407033958873e-01,1.656195053194235538e-04
2.450000000000000178e+00,9.309713227819788051e-01,1.327160037691466781e-04
2.549999999999999822e+00,9.056129801147185798e-01,1.181765455466990715e-04
2.650000000000000355e+00,9.196672677117975203e-01,1.700832967740149946e-04
2.750000000000000000e+00,9.586711894359224440e-01,1.130039714002710688e-04
2.850000000000000533e+00,1.004876459687030987e+00,1.467316258788893123e-04
2.950000000000000178e+00,1.040049330566622299e+00,1.485838978302400149e-04
3.049999999999999822e+00,1.052903625439145952e+00,9.475154418806971642e-05
3.150000000000000355e+00,1.042392003619364349e+00,9.089996688886598083e-05
3.250000000000000000e+00,1.018780015168728514e+00,1.105431505030768407e-04
3.350000000000000533e+00,9.930184922846834183e-01,8.689025213322052799e-05
3.450000000000000178e+00,9.749346771498796915e-01,8.607535068706092499e-05
3.549999999999999822e+00,9.702814790278655455e-01,7.437659737529496299e-05
3.650000000000000355e+00,9.774790428403997700e-01,9.212465376000609260e-05
3.750000000000000000e+00,9.919410987999921492e-01,8.201430269306903280e-05
3.850000000000000533e+00,1.006524157306505352e+00,8.006168196104533792e-05
3.950000000000000178e+00,1.015503729235726960e+00,9.235182989785604047e-05
4.050000000000000711e+00,1.016848805821302104e+00,8.481575187384043002e-05
4.150000000000000355e+00,1.011405292102580677e+00,9.989227946101087656e-05
4.250000000000000000e+00,1.003170327361293079e+00,7.272081080061314033e-05
4.349999999999999645e+00,9.951045423085662645e-01,5.306957288349675440e-05
4.450000000000000178e+00,9.903400742806944823e-01,5.200520560440736795e-05
4.550000000000000711e+00,9.903737940422200348e-01,9.211127669514474186e-05
4.650000000000000355e+00,9.939484194144065921e-01,6.768101348476205845e-05
4.750000000000000000e+00,9.991140279424548520e-01,9.263504791173466193e-05
4.850000000000000533e+00,1.003628149893482258e+00,8.743316466815182321e-05
4.950000000000000178e+00,1.005812176951480286e+00,8.988357387321272373e-05
5.050000000000000711e+00,1.005414113381280838e+00,5.954814646267924435e-05
5.150000000000000355e+00,1.003031326523695643e+00,7.452435224718200466e-05
5.250000000000000000e+00,9.999626698831166616e-01,8.570966080736295970e-05
5.350000000000000533e+00,9.976024120246156368e-01,9.617678036679553819e-05
5.450000000000000178e+00,9.963949851253598444e-01,9.720893104492322762e-05
5.550000000000000711e+00,9.967458611386078582e-01,6.183179122884580026e-05
5.650000000000000355e+00,9.984676993597851880e-01,6.388223574290837164e-05
5.750000000000000000e+00,1.000355223871913335e+00,7.059069614271525040e-05
5.850000000000000533e+00,1.001704108233366863e+00,5.097188861613211768e-05
5.950000000000000178e+00,1.002136967473514328e+00,4.141117510521346483e-05
6.050000000000000711e+00,1.001745095657657014e+00,5.376382732967551181e-05
6.150000000000000355e+00,1.000708050621946787e+00,8.283655127640823486e-05
6.250000000000000000e+00,9.996390414582105866e-01,6.130433684850638513e-05
6.350000000000000533e+00,9.988152005595118954e-01,4.879845033201109131e-05
6.450000000000000178e+00,9.985443754426197582e-01,7.391270047339121145e-05
6.550000000000000711e+00,9.990222949111574602e-01,5.990922658446526638e-05
6.650000000000000355e+00,9.996105153375746122e-01,2.957673272140028711e-05
6.750000000000000000e+00,1.000479409007003717e+00,5.489322018081002418e-05
6.850000000000000533e+00,1.000711229930614010e+00,5.867649452368778595e-05
6.950000000000000178e+00,1.000659847895917220e+00,8.108082880684364753e-05
7.050000000000000711e+00,1.000523203818254547e+00,5.454263404463052670e-05
7.150000000000000355e+00,1.000060498551146315e+00,4.310409001327802632e-05
7.250000000000000000e+00,9.997847719375247966e-01,5.641679344100340021e-05
7.350000000000000533e+00,9.995325853361129997e-01,3.935220786907325097e-05
7.450000000000000178e+00,9.995165224990495423e-01,3.634253383025718532e-05
7.550000000000000711e+00,9.996354202983483983e-01,5.661795487091891708e-05
7.650000000000000355e+00,9.999802530265464728e-01,3.940646894814748706e-05
7.750000000000000000e+00,1.000186107287829085e+00,4.671936363016786486e-05
7.850000000000000533e+00,1.000227025482048449e+00,5.933033588197690443e-05
7.950000000000000178e+00,1.000218495961245235e+00,4.907295360880152985e-05
8.050000000000000711e+00,1.000163184872875588e+00,5.209596254436377552e-05
8.150000000000000355e+00,9.999807382406672440e-01,6.367149042192105774e-05
8.250000000000000000e+00,9.998802218674074371e-01,2.712044294111023732e-05
8.350000000000001421e+00,9.997519764436468837e-01,4.446608777956117799e-05
8.449999999999999289e+00,9.998444948545357480e-01,3.076549429289611817e-05
8.550000000000000711e+00,9.999479453510552451e-01,4.822986330302576847e-05
8.650000000000000355e+00,9.999203486716530254e-01,5.588708564604452558e-05
8.750000000000000000e+00,1.000031028007084766e+00,3.668025009145856378e-05
8.850000000000001421e+00,1.000085086290193770e+00,4.744967232592634931e-05
8.949999999999999289e+00,1.000050040564185005e+00,4.839451516912858639e-05
9.050000000000000711e+00,1.000049846108663321e+00,3.429375306654409923e-05
9.150000000000000355e+00,9.999841346994984281e-01,3.278872834648724650e-05
9.250000000000000000e+00,9.998969660643204360e-01,4.014583778666793704e-05
9.350000000000001421e+00,9.999935613151874625e-01,3.660111143971108056e-05
9.449999999999999289e+00,9.997543252120293378e-01,4.167233733487932614e-05
9.550000000000000711e+00,9.836247764890165834e-01,7.359132424027021991e-05
9.650000000000002132e+00,9.528840024139363374e-01,8.833580089243516225e-05
9.750000000000000000e+00,9.226310029339501728e-01,9.512181237524988751e-05
9.850000000000001421e+00,8.929727224604443458e-01,6.276158966894240885e-05
9.949999999999999289e+00,8.639069923504868465e-01,8.200464273814200237e-05
