cluster_size, probability, probability_err
1.000000000000000000e+00,4.892363593817094514e-01,4.848976720343202039e-04
2.000000000000000000e+00,2.041708609410875785e-01,3.024584094667839081e-04
3.000000000000000000e+00,9.039922996586967352e-02,7.309184490009970787e-04
4.000000000000000000e+00,5.644174640214135591e-02,4.062468282176395166e-04
5.000000000000000000e+00,3.553773679514967559e-02,2.994004060421711451e-04
6.000000000000000000e+00,2.533797377130539430e-02,2.949433272516752331e-04
7.000000000000000000e+00,1.807581678680798137e-02,1.870566854908011997e-04
8.000000000000000000e+00,1.398473386453101541e-02,1.954595509387137991e-04
9.000000000000000000e+00,1.089479535469196729e-02,1.968496493576541535e-04
1.000000000000000000e+01,8.449233159919444444e-03,9.258229552319183046e-05
1.100000000000000000e+01,6.875438336978530358e-03,6.944773026159907633e-05
1.200000000000000000e+01,5.448360560286980188e-03,7.419726984592775606e-05
1.300000000000000000e+01,4.591637908317074308e-03,6.544125270107813369e-05
1.400000000000000000e+01,3.925977411527063927e-03,1.328645049299320474e-04
1.500000000000000000e+01,3.365657079152869352e-03,1.224086306015117749e-04
1.600000000000000000e+01,2.648094099619894507e-03,5.787464244386995507e-05
1.700000000000000000e+01,2.524562218013422146e-03,1.101173226440642193e-04
1.800000000000000000e+01,2.037562966589419756e-03,4.353070038191028283e-05
1.900000000000000000e+01,1.646096379571977686e-03,9.607245031788233275e-05
2.000000000000000000e+01,1.621496308517441677e-03,8.357760904630357325e-05
2.100000000000000000e+01,1.400005449278669345e-03,5.473497685262174986e-05
2.200000000000000000e+01,1.227111720747650061e-03,9.536277416204993551e-05
2.300000000000000000e+01,1.054643496634613932e-03,3.431051415044107574e-05
2.400000000000000000e+01,9.289675591966222194e-04,4.926875780036095822e-05
2.500000000000000000e+01,7.605355088335222008e-04,3.165887706834958200e-05
2.600000000000000000e+01,6.886682842362834090e-04,7.161073315439659532e-05
2.700000000000000000e+01,6.339606808279749789e-04,8.171942069449314225e-06
2.800000000000000000e+01,6.052695204329583065e-04,7.281027265017832957e-05
2.900000000000000000e+01,5.082999093054722068e-04,2.698813774719494699e-05
3.000000000000000000e+01,4.469987656977639744e-04,3.130111968356340436e-05
3.100000000000000000e+01,4.345708104509638891e-04,1.948655474846028922e-05
3.200000000000000000e+01,3.374515824380777533e-04,3.359668861461679343e-05
3.300000000000000000e+01,3.330069372288499787e-04,5.411120682247710566e-06
3.400000000000000000e+01,2.883368032769361637e-04,1.922021707434920724e-05
3.500000000000000000e+01,2.862234439767749952e-04,2.410690693576871270e-05
3.600000000000000000e+01,2.640859055211916702e-04,3.109180747144217903e-05
3.700000000000000000e+01,2.221608765304944279e-04,5.174256571017932390e-05
3.800000000000000000e+01,1.780593545200687350e-04,3.713650348006528848e-05
3.900000000000000000e+01,1.901344763080836924e-04,4.335552801435461158e-06
4.000000000000000000e+01,1.620927558769138957e-04,4.304738805407641910e-06
4.100000000000000000e+01,1.582628956332231003e-04,1.104535240221265956e-05
4.200000000000000000e+01,1.305985799450867714e-04,2.760754071614487085e-06
4.300000000000000000e+01,1.436025959684245111e-04,2.126981351356403780e-05
4.400000000000000000e+01,9.974072075465481579e-05,1.868941990333228259e-05
4.500000000000000000e+01,1.143670982009383592e-04,1.916746838946564225e-05
4.600000000000000000e+01,8.434038196814626267e-05,1.949009317312357922e-05
4.700000000000000000e+01,7.391023890234276199e-05,1.428594752973570299e-05
4.800000000000000000e+01,5.714803206166663103e-05,1.485868099424171442e-05
4.900000000000000000e+01,7.077017945673309905e-05,9.569000933671110225e-06
5.000000000000000000e+01,7.982235091781685456e-05,1.548946119182932152e-05
5.100000000000000000e+01,7.823505182539766418e-05,6.343187781754814917e-06
5.200000000000000000e+01,6.080930630008394970e-05,1.216506932338689289e-05
5.300000000000000000e+01,5.650062891497994723e-05,2.093015845793882201e-05
5.400000000000000000e+01,4.137789829548331374e-05,1.012740403362984558e-05
5.500000000000000000e+01,3.508459186525189567e-05,6.514649990841912345e-06
5.600000000000000000e+01,3.942508132782072180e-05,7.079224948223482226e-06
5.700000000000000000e+01,2.884671549193796602e-05,6.943402743514710351e-06
5.800000000000000000e+01,4.163171704307206891e-05,1.502392169120520503e-05
5.900000000000000000e+01,4.565808691996656757e-05,1.334196484542756928e-05
6.000000000000000000e+01,3.253636264072945873e-05,1.122079841887995138e-05
6.100000000000000000e+01,2.750084384632115191e-05,2.233703625317443191e-06
6.200000000000000000e+01,2.284928382792052810e-05,8.877050047201698717e-06
6.300000000000000000e+01,2.716853274828454526e-05,2.230637541739672787e-06
6.400000000000000000e+01,2.680173912523787472e-05,5.764620683915641347e-06
6.500000000000000000e+01,1.151177761106029756e-05,6.681672291269499077e-06
6.600000000000000000e+01,1.473887767440973243e-05,6.974772069875233130e-06
6.700000000000000000e+01,2.591765899216977203e-05,4.639393028582283178e-06
6.800000000000000000e+01,1.131211797804031736e-05,2.041232791920278938e-06
6.900000000000000000e+01,1.397055399509808197e-05,8.958703210126562692e-06
7.000000000000000000e+01,1.081258381340973617e-05,5.429465461988989983e-06
7.100000000000000000e+01,1.204009960087803643e-05,5.220035721502173096e-06
7.200000000000000000e+01,1.269577183298572777e-05,5.208671866266941593e-06
7.300000000000000000e+01,1.209166840135129912e-05,3.270461467248629950e-06
7.400000000000000000e+01,1.367224754589190042e-05,3.015819034908061041e-06
7.500000000000000000e+01,1.445060769584246473e-05,8.155571650947805907e-06
7.600000000000000000e+01,9.591816062791447508e-06,3.252719764611936746e-06
7.700000000000000000e+01,4.895270503485172635e-06,4.895270503485173482e-06
7.800000000000000000e+01,7.562057837343217996e-06,4.306179569071742270e-06
7.900000000000000000e+01,9.436763847228826635e-06,2.870193066236111816e-06
8.000000000000000000e+01,7.517615409538613132e-06,4.357329187380033909e-06
8.100000000000000000e+01,7.642795977224772929e-06,4.436377369920551976e-06
8.200000000000000000e+01,6.881593903915611181e-06,4.364827529743179435e-06
8.300000000000000000e+01,1.065532317631143503e-05,5.339664743990844316e-06
8.400000000000000000e+01,7.126782799225913922e-06,7.305625749563046626e-07
8.500000000000000000e+01,4.365395789543487287e-06,2.229825850243866910e-06
8.600000000000000000e+01,4.404978903143984152e-06,2.255291664519309622e-06
8.700000000000000000e+01,4.471684973233394334e-06,2.317170865159249927e-06
8.900000000000000000e+01,4.516332215118673482e-06,2.339677345790035360e-06
9.500000000000000000e+01,3.926992431362123544e-06,3.926992431362124391e-06
9.600000000000000000e+01,1.893121909478482655e-06,1.893121909478482867e-06
1.040000000000000000e+02,4.466897707813318286e-06,2.282470887799775409e-06
1.060000000000000000e+02,1.896007766047809866e-06,1.896007766047810078e-06
1.180000000000000000e+02,2.636525902548729776e-06,2.636525902548730200e-06
1.270000000000000000e+02,1.955630651772583703e-06,1.955630651772583703e-06
