cluster_size, probability, probability_err
1.000000000000000000e+00,4.796974931439387801e-01,1.285995131497158711e-03
2.000000000000000000e+00,1.917517822880115130e-01,3.053601308094898849e-04
3.000000000000000000e+00,8.586765250978072028e-02,5.498845380560199274e-04
4.000000000000000000e+00,5.209391816132527553e-02,1.366128442854373380e-04
5.000000000000000000e+00,3.383084418656683717e-02,1.714331083527438745e-04
6.000000000000000000e+00,2.402152890395720455e-02,3.247571720028437386e-05
7.000000000000000000e+00,1.809884359634798476e-02,6.955612804791211335e-05
8.000000000000000000e+00,1.372638059350782085e-02,4.335073022291450529e-04
9.000000000000000000e+00,1.101831859068770451e-02,2.420175657762269452e-04
1.000000000000000000e+01,8.801252483004050678e-03,2.615833928284453562e-04
1.100000000000000000e+01,7.199460143637387115e-03,2.059557053625659252e-04
1.200000000000000000e+01,6.327465109835127971e-03,2.708617870266199893e-04
1.300000000000000000e+01,5.206314640823619076e-03,4.448769389270418973e-05
1.400000000000000000e+01,4.598100320870461208e-03,1.043297215670247960e-04
1.500000000000000000e+01,4.039174739439647943e-03,8.777589283842113525e-05
1.600000000000000000e+01,3.440241729103345105e-03,7.402235069629744526e-05
1.700000000000000000e+01,3.155404784689961554e-03,1.110416996139913830e-04
1.800000000000000000e+01,2.792150676452035633e-03,9.626870838195684672e-05
1.900000000000000000e+01,2.421989226803444775e-03,1.009773936719988546e-04
2.000000000000000000e+01,2.294509862576019424e-03,1.086662531328049522e-04
2.100000000000000000e+01,2.106719144848491227e-03,1.040242285167334956e-04
2.200000000000000000e+01,1.782111878184174970e-03,2.909075247050933442e-05
2.300000000000000000e+01,1.697539006219397255e-03,6.998800764263799553e-05
2.400000000000000000e+01,1.494898093348472111e-03,4.251370037463932431e-05
2.500000000000000000e+01,1.381579736826591895e-03,3.527517263837435710e-05
2.600000000000000000e+01,1.398620348149494418e-03,6.994485129979264215e-05
2.700000000000000000e+01,1.245234694107999820e-03,4.251567177914757051e-05
2.800000000000000000e+01,1.119631774992669486e-03,1.870926955634751544e-05
2.900000000000000000e+01,1.010565461404549928e-03,5.475432191224682973e-05
3.000000000000000000e+01,9.321378839855805733e-04,3.901327660302877161e-05
3.100000000000000000e+01,9.246301098996416489e-04,3.147101724411245990e-05
3.200000000000000000e+01,8.706035539247722202e-04,4.048538758099699651e-05
3.300000000000000000e+01,8.667449552267388752e-04,1.910989411741757573e-05
3.400000000000000000e+01,7.520953149820834268e-04,3.266225979638788697e-05
3.500000000000000000e+01,7.138325545957388725e-04,6.310439332536321656e-05
3.600000000000000000e+01,6.780692096179638311e-04,4.372010320050348297e-05
3.700000000000000000e+01,6.603159721427611165e-04,4.753876688708372780e-05
3.800000000000000000e+01,6.219205880887194136e-04,3.795876775446799711e-05
3.900000000000000000e+01,5.063987293189778490e-04,2.964779564711899300e-05
4.000000000000000000e+01,5.139684141388249682e-04,7.254126321277756300e-06
4.100000000000000000e+01,4.991992070884360014e-04,3.295502335587054712e-05
4.200000000000000000e+01,5.112478189662166125e-04,2.676522265592156137e-05
4.300000000000000000e+01,4.692175078056750226e-04,2.516683775641388520e-05
4.400000000000000000e+01,4.724067037739083756e-04,3.500759495046730865e-05
4.500000000000000000e+01,4.258060347053305508e-04,1.117877974822526273e-05
4.600000000000000000e+01,4.334555157538166783e-04,1.338550974181321396e-05
4.700000000000000000e+01,3.743179320497139260e-04,6.199153752913251600e-05
4.800000000000000000e+01,4.116127853530471910e-04,2.476672101888392058e-05
4.900000000000000000e+01,3.662116375717972450e-04,3.379814729475780211e-05
5.000000000000000000e+01,3.578652445136417184e-04,1.981945861977958844e-05
5.100000000000000000e+01,3.244027029161111156e-04,1.948053798090731650e-05
5.200000000000000000e+01,3.466444545233555411e-04,2.076447284021154790e-05
5.300000000000000000e+01,3.214927015450638943e-04,1.818856109670616218e-05
5.400000000000000000e+01,2.640095224969555860e-04,2.954419107802331798e-05
5.500000000000000000e+01,2.849556880111861479e-04,1.171534921252442572e-05
5.600000000000000000e+01,2.551659460333889021e-04,2.683935231634637663e-05
5.700000000000000000e+01,2.757600931030166724e-04,1.130619402248294343e-05
5.800000000000000000e+01,2.544273307948388902e-04,1.790047438433730145e-05
5.900000000000000000e+01,2.227182619529249864e-04,2.897470000070101692e-05
6.000000000000000000e+01,2.280857090160944478e-04,2.079693023920419084e-05
6.100000000000000000e+01,2.566171906553694213e-04,9.815570127582698784e-06
6.200000000000000000e+01,2.318471968986500042e-04,2.605101601138754369e-05
6.300000000000000000e+01,2.405891354390082718e-04,2.686184890327064490e-05
6.400000000000000000e+01,2.331217351129110879e-04,2.820532707523015921e-05
6.500000000000000000e+01,2.356021753447916768e-04,1.347234135336987571e-05
6.600000000000000000e+01,1.710160890834997902e-04,1.198209342068318149e-05
6.700000000000000000e+01,1.926506810738388943e-04,3.467331989634420781e-05
6.800000000000000000e+01,2.070314645218624804e-04,2.488367915145591098e-05
6.900000000000000000e+01,1.758478310968555327e-04,2.094615693917727982e-05
7.000000000000000000e+01,1.797352184651093514e-04,1.859434477611570958e-05
7.100000000000000000e+01,1.426533395953610188e-04,2.798560433291483055e-05
7.200000000000000000e+01,2.032254096412918279e-04,4.283798319969523300e-05
7.300000000000000000e+01,1.419996459434169666e-04,4.846296394232737809e-05
7.400000000000000000e+01,1.677326289461153485e-04,7.465323163860615730e-06
7.500000000000000000e+01,1.549106754659077001e-04,6.963573604371336791e-06
7.600000000000000000e+01,1.475552530593602838e-04,1.899277454181087010e-05
7.700000000000000000e+01,1.665942218147262253e-04,1.514835599157430423e-05
7.800000000000000000e+01,1.326183035683786151e-04,1.802058953670178124e-05
7.900000000000000000e+01,1.774341939389833308e-04,8.883346938883251174e-06
8.000000000000000000e+01,1.494934864690783719e-04,3.559550200572086774e-05
8.100000000000000000e+01,1.210493693987053763e-04,7.271935468929646728e-06
8.200000000000000000e+01,1.083502526102892040e-04,1.256268741668288315e-05
8.300000000000000000e+01,1.263655989908756721e-04,1.295749655613555474e-05
8.400000000000000000e+01,1.396458217714318360e-04,1.967374191003705682e-05
8.500000000000000000e+01,1.294149705729065816e-04,2.613022789884174440e-05
8.600000000000000000e+01,1.179416026763741937e-04,5.783689368694765825e-06
8.700000000000000000e+01,1.223643815871346076e-04,9.748607519748811001e-06
8.800000000000000000e+01,1.254806837224276309e-04,2.693081925133748947e-05
8.900000000000000000e+01,9.019832511004835865e-05,1.551848414565636512e-05
9.000000000000000000e+01,9.381136795450378027e-05,1.291325834770941920e-05
9.100000000000000000e+01,9.072078106168823917e-05,4.878700531243412598e-06
9.200000000000000000e+01,1.100884429951979590e-04,9.528876922659224014e-06
9.300000000000000000e+01,1.160902871341765104e-04,2.681698974190246110e-05
9.400000000000000000e+01,1.123446104573283576e-04,2.186682467748356270e-05
9.500000000000000000e+01,1.121738233786364697e-04,8.384976102964784186e-06
9.600000000000000000e+01,1.038159324548096357e-04,1.936001754021201047e-05
9.700000000000000000e+01,9.566717125147731777e-05,1.677291785306345571e-05
9.800000000000000000e+01,7.550087088780077721e-05,9.149301435351287460e-06
9.900000000000000000e+01,8.528574999308434100e-05,1.336880460747804940e-05
1.000000000000000000e+02,6.828068073709622624e-05,1.416269561352378063e-05
