timestep,H(t)_mean,H(t)_err
4.000000000000000222e-01,6.711017999999999706e-01,1.216611047130508735e-03
8.000000000000000444e-01,4.949977999999999878e-01,9.461635905064207531e-04
1.199999999999999956e+00,3.994951999999999948e-01,1.340071766734903186e-03
1.600000000000000089e+00,3.344043999999999905e-01,1.066586592827793159e-03
2.000000000000000000e+00,2.866811999999999694e-01,1.256616862850412327e-03
2.399999999999999911e+00,2.494614000000000276e-01,8.244363286512803495e-04
2.799999999999999822e+00,2.200826000000000171e-01,5.391839760230286108e-04
3.200000000000000178e+00,1.964455999999999980e-01,9.686674145443295147e-04
3.600000000000000089e+00,1.760871999999999993e-01,8.043460325009396021e-04
4.000000000000000000e+00,1.587322000000000177e-01,5.870407481597811339e-04
4.400000000000000355e+00,1.439853999999999856e-01,7.988493349812579233e-04
4.799999999999999822e+00,1.309954000000000118e-01,5.537967677767752705e-04
5.200000000000000178e+00,1.199898000000000076e-01,8.738713520879371702e-04
5.599999999999999645e+00,1.096603999999999912e-01,5.930449055510042273e-04
6.000000000000000000e+00,1.008350000000000080e-01,3.306058075714937098e-04
6.400000000000000355e+00,9.321540000000000381e-02,9.529363882232655316e-04
6.799999999999999822e+00,8.625400000000001122e-02,7.379401737268405023e-04
7.200000000000000178e+00,8.054440000000000210e-02,5.670907863825688918e-04
7.599999999999999645e+00,7.501399999999999735e-02,1.996957686081497329e-04
8.000000000000000000e+00,6.946499999999999897e-02,6.199147522038812690e-04
8.400000000000000355e+00,6.574759999999998938e-02,5.823541534152556392e-04
8.800000000000000711e+00,6.170980000000000215e-02,2.930780442134823236e-04
9.199999999999999289e+00,5.732580000000000314e-02,2.470160723515785260e-04
9.599999999999999645e+00,5.417960000000000831e-02,3.949389319882250443e-04
1.000000000000000000e+01,5.113360000000000127e-02,3.875660717864768236e-04
1.040000000000000036e+01,4.904880000000000351e-02,5.579794261440109262e-04
1.080000000000000071e+01,4.662419999999999759e-02,6.395350185877241283e-04
1.119999999999999929e+01,4.500300000000000133e-02,5.290583143661945365e-04
1.159999999999999964e+01,4.257239999999999636e-02,1.609535957970497191e-04
1.200000000000000000e+01,4.061520000000000408e-02,2.966410962762923800e-04
1.240000000000000036e+01,3.853419999999999762e-02,2.965434875359765658e-04
1.280000000000000071e+01,3.577999999999999931e-02,2.333126657513472037e-04
1.319999999999999929e+01,3.497319999999999596e-02,4.325777849127248925e-04
1.359999999999999964e+01,3.334679999999999589e-02,5.236418050537976427e-04
1.400000000000000000e+01,3.219199999999999839e-02,2.335217334639326178e-04
1.440000000000000036e+01,3.055200000000000277e-02,4.298384580281288119e-04
1.480000000000000071e+01,2.977719999999999673e-02,2.384018456304395970e-04
1.519999999999999929e+01,2.833519999999999789e-02,2.881973976287782843e-04
1.559999999999999964e+01,2.741839999999999902e-02,3.215074804728502642e-04
1.600000000000000000e+01,2.661999999999999783e-02,3.610422412959458471e-04
1.639999999999999858e+01,2.604959999999999914e-02,1.762386450242959407e-04
1.680000000000000071e+01,2.490779999999999730e-02,4.429779227004435006e-04
1.719999999999999929e+01,2.403200000000000128e-02,5.134231198534009062e-04
1.760000000000000142e+01,2.313380000000000297e-02,5.599319958709270129e-04
1.800000000000000000e+01,2.191180000000000211e-02,6.815029273598166050e-04
1.839999999999999858e+01,2.108319999999999986e-02,3.038768500560713390e-04
1.880000000000000071e+01,2.018740000000000118e-02,1.029900966112761503e-04
1.919999999999999929e+01,1.985940000000000275e-02,2.205716663581249284e-04
1.960000000000000142e+01,1.921039999999999900e-02,1.806274065583626494e-04
2.000000000000000000e+01,1.833019999999999788e-02,1.956157969081229089e-04
2.039999999999999858e+01,1.797180000000000305e-02,1.058051983600048074e-04
2.080000000000000071e+01,1.741419999999999774e-02,1.816574798900393267e-04
2.119999999999999929e+01,1.647979999999999931e-02,3.369469394429929301e-04
2.160000000000000142e+01,1.632580000000000142e-02,3.602317864930855299e-04
2.200000000000000000e+01,1.589020000000000016e-02,2.840769966047939385e-04
2.239999999999999858e+01,1.602020000000000180e-02,4.589182280101761148e-04
2.280000000000000071e+01,1.516920000000000247e-02,3.924187049568359171e-04
2.319999999999999929e+01,1.497599999999999973e-02,1.980457017963274235e-04
2.360000000000000142e+01,1.480259999999999909e-02,1.508497928404279047e-04
2.400000000000000000e+01,1.366120000000000181e-02,3.427118906603621867e-04
2.439999999999999858e+01,1.338199999999999980e-02,3.144014949073874383e-04
2.480000000000000071e+01,1.315180000000000168e-02,2.419794206125801337e-04
2.519999999999999929e+01,1.341979999999999909e-02,1.518362275611455467e-04
2.560000000000000142e+01,1.327180000000000026e-02,8.516771688850184217e-05
2.600000000000000000e+01,1.298159999999999939e-02,3.194466465624580640e-04
2.639999999999999858e+01,1.286299999999999943e-02,2.689334490166666301e-04
2.680000000000000071e+01,1.248519999999999838e-02,2.417563649627450643e-04
2.719999999999999929e+01,1.184160000000000074e-02,6.974496397590313108e-05
2.760000000000000142e+01,1.172880000000000103e-02,2.881462128850559670e-04
2.800000000000000000e+01,1.135019999999999953e-02,3.046831797129602080e-04
2.839999999999999858e+01,1.145619999999999972e-02,2.389245487596450973e-04
2.880000000000000071e+01,1.106079999999999910e-02,1.344992193285894167e-04
2.919999999999999929e+01,1.095060000000000131e-02,1.526190027486748198e-04
2.960000000000000142e+01,1.064020000000000070e-02,3.330309895490207966e-04
3.000000000000000000e+01,1.053639999999999959e-02,1.363108946489605469e-04
3.039999999999999858e+01,1.005860000000000087e-02,1.630734803700466533e-04
3.080000000000000071e+01,9.704000000000000820e-03,4.122790317248743969e-04
3.119999999999999929e+01,9.563999999999999585e-03,2.485469774509436861e-04
3.160000000000000142e+01,9.354199999999998280e-03,2.605698370878715584e-04
3.200000000000000000e+01,9.260600000000000775e-03,2.133109467420740354e-04
3.239999999999999858e+01,9.013200000000000725e-03,2.381156021767576560e-04
3.279999999999999716e+01,8.957399999999999043e-03,3.681329379449765340e-04
3.320000000000000284e+01,8.963000000000000481e-03,2.606543688488647289e-04
3.360000000000000142e+01,8.492200000000000096e-03,1.599191670813727561e-04
3.400000000000000000e+01,8.441399999999999945e-03,2.186365934604726845e-04
3.439999999999999858e+01,8.207400000000000112e-03,1.387622427031214728e-04
3.479999999999999716e+01,7.854999999999999136e-03,2.166631025347877848e-04
3.520000000000000284e+01,7.824999999999998623e-03,2.884189660892639011e-04
3.560000000000000142e+01,7.817400000000000390e-03,2.849609797849523445e-04
3.600000000000000000e+01,7.389999999999999000e-03,2.997433902523956046e-04
3.639999999999999858e+01,7.295600000000001042e-03,4.111918773516812556e-04
3.679999999999999716e+01,7.246199999999999516e-03,3.238128162997876212e-04
3.720000000000000284e+01,7.116399999999999289e-03,3.316716147034593203e-04
3.760000000000000142e+01,7.247599999999999876e-03,2.162123030726974412e-04
3.800000000000000000e+01,7.141799999999999364e-03,2.622225009414713530e-04
3.839999999999999858e+01,6.908200000000000625e-03,1.407278934682105185e-04
3.879999999999999716e+01,6.974600000000000070e-03,2.353872553899211942e-04
3.920000000000000284e+01,6.900199999999999563e-03,2.233041423708930309e-04
3.960000000000000142e+01,6.807999999999999816e-03,1.871221526169469546e-04
4.000000000000000000e+01,6.507000000000000631e-03,2.529855727111725446e-04
4.039999999999999858e+01,6.502599999999999873e-03,2.068597592573288217e-04
4.079999999999999716e+01,6.471200000000000736e-03,2.946305143735115472e-04
4.120000000000000284e+01,6.629199999999999156e-03,2.631354024072016977e-04
4.160000000000000142e+01,6.464200000000000675e-03,3.487694654065920299e-04
4.200000000000000000e+01,6.392799999999999698e-03,1.951162217756381983e-04
4.239999999999999858e+01,6.062800000000000133e-03,1.271130992463012416e-04
4.279999999999999716e+01,5.789199999999999555e-03,1.916223890885405371e-04
4.320000000000000284e+01,5.643400000000000673e-03,1.332818817394171437e-04
4.360000000000000142e+01,5.356799999999999236e-03,1.668955961072671114e-04
4.400000000000000000e+01,5.421400000000001565e-03,2.615539332527805371e-04
4.439999999999999858e+01,5.688600000000000254e-03,5.503689671484027321e-05
4.479999999999999716e+01,5.445600000000000093e-03,9.324623316788733629e-05
4.520000000000000284e+01,5.318800000000000264e-03,1.493965863063811755e-04
4.560000000000000142e+01,5.330000000000000536e-03,2.673967090298606884e-04
4.600000000000000000e+01,5.095999999999999835e-03,2.123106214959581369e-04
4.639999999999999858e+01,5.230799999999998992e-03,9.074106016572665301e-05
4.679999999999999716e+01,4.918999999999999762e-03,1.535926430529795746e-04
4.720000000000000284e+01,5.000800000000000557e-03,1.540192845068434353e-04
4.760000000000000142e+01,4.893799999999999366e-03,1.167481905641367372e-04
4.800000000000000000e+01,4.989799999999999965e-03,4.500155552867035207e-05
4.839999999999999858e+01,4.862599999999999908e-03,2.825349535898167316e-05
4.879999999999999716e+01,4.883000000000000188e-03,1.212604634660448131e-04
4.920000000000000284e+01,4.832000000000000357e-03,1.905906608415008279e-04
4.960000000000000142e+01,4.666800000000000462e-03,1.271512485192340168e-04
5.000000000000000000e+01,4.641799999999999746e-03,1.950893128800242321e-04
5.039999999999999858e+01,4.552399999999999849e-03,1.203858795706538669e-04
5.079999999999999716e+01,4.698400000000000146e-03,1.720597570613186509e-04
5.120000000000000284e+01,4.683800000000000116e-03,1.881545641221600107e-04
5.160000000000000142e+01,4.386400000000000368e-03,9.094261927171443159e-05
5.200000000000000000e+01,4.519800000000000033e-03,1.228073287715354190e-04
5.239999999999999858e+01,4.355600000000000270e-03,7.864896693536404919e-05
5.279999999999999716e+01,4.190199999999999828e-03,8.403177970268160585e-05
5.320000000000000284e+01,4.100999999999999611e-03,3.993995493237316463e-05
5.360000000000000142e+01,4.210000000000000200e-03,1.400689116113922235e-04
5.400000000000000000e+01,4.285999999999999879e-03,1.438871085260942661e-04
5.439999999999999858e+01,4.183400000000000313e-03,1.095530008717241334e-04
5.479999999999999716e+01,4.056599999999999616e-03,1.104679138935827157e-04
5.520000000000000284e+01,4.000200000000000630e-03,1.233326396376888210e-04
5.560000000000000142e+01,4.057799999999999428e-03,1.839808142171351312e-04
5.600000000000000000e+01,3.929799999999999786e-03,2.311664768083815575e-04
5.639999999999999858e+01,3.917200000000000022e-03,1.718183342952666942e-04
5.679999999999999716e+01,3.866000000000000079e-03,1.835001362397314798e-04
5.720000000000000284e+01,3.789200000000000380e-03,1.154579577162180196e-04
5.760000000000000142e+01,3.789800000000000287e-03,1.240408803580496822e-04
5.800000000000000000e+01,3.822400000000000103e-03,1.788565346863233980e-04
5.839999999999999858e+01,3.785199999999999849e-03,2.532124404526759601e-04
5.879999999999999716e+01,3.771400000000000273e-03,5.266744725159937186e-05
5.920000000000000284e+01,3.740000000000000269e-03,1.097027802747039941e-04
5.960000000000000142e+01,3.873199999999999386e-03,9.971930605454483801e-05
6.000000000000000000e+01,3.631399999999999906e-03,4.686320518274441325e-05
6.039999999999999858e+01,3.517400000000000387e-03,9.225215444638677482e-05
6.079999999999999716e+01,3.611999999999999759e-03,1.512514462740770249e-04
6.120000000000000284e+01,3.662999999999999590e-03,1.534617216116122883e-04
6.160000000000000142e+01,3.460999999999999667e-03,1.035369499261012049e-04
6.200000000000000000e+01,3.637800000000000061e-03,4.904426571985762986e-05
6.239999999999999858e+01,3.320800000000000054e-03,7.802717475341523334e-05
6.279999999999999716e+01,3.447599999999999883e-03,1.784888231794921030e-04
6.320000000000000284e+01,3.517800000000000180e-03,1.691988179627741077e-04
6.360000000000000142e+01,3.568400000000000218e-03,1.515551384810161456e-04
6.400000000000000000e+01,3.593800000000000293e-03,1.757083947909149173e-04
6.440000000000000568e+01,3.524400000000000449e-03,1.101338276825063650e-04
6.479999999999999716e+01,3.625599999999999656e-03,1.506395034511200321e-04
6.520000000000000284e+01,3.398199999999999658e-03,1.397102000571181992e-04
6.559999999999999432e+01,3.275999999999999832e-03,1.344057290445611419e-04
6.600000000000000000e+01,3.212600000000000351e-03,7.209895977058200641e-05
6.640000000000000568e+01,3.269399999999999997e-03,9.589296115982650270e-05
6.679999999999999716e+01,3.200400000000000380e-03,5.971147293443697184e-05
6.720000000000000284e+01,3.199999999999999286e-03,9.163787426604785250e-05
6.759999999999999432e+01,2.960000000000000391e-03,1.618653761617968570e-04
6.800000000000000000e+01,3.220200000000000319e-03,1.584633711619186814e-04
6.840000000000000568e+01,3.404999999999999607e-03,1.895373314152122340e-04
6.879999999999999716e+01,3.321199999999999847e-03,1.067424001978595270e-04
6.920000000000000284e+01,3.334399999999999951e-03,1.649577521670321360e-04
6.959999999999999432e+01,3.142199999999999941e-03,1.485410381005868399e-04
7.000000000000000000e+01,3.015199999999999998e-03,1.318166909006594778e-04
7.040000000000000568e+01,3.161999999999999447e-03,1.787937359081687475e-04
7.079999999999999716e+01,3.090599999999999771e-03,1.674928655196990853e-04
7.120000000000000284e+01,2.978399999999999971e-03,1.168852428666681452e-04
7.159999999999999432e+01,2.782000000000000185e-03,1.276925996289526616e-04
7.200000000000000000e+01,2.667400000000000326e-03,1.339636517865947396e-04
7.240000000000000568e+01,2.773600000000000197e-03,1.102159698047428877e-04
