A_fit,A_fit_error,omega_fit,omega_fit_error,phi_fit,phi_fit_error,lambda_fit,lambda_fit_error,relative_err (err/l_d),lambda_debye
4.435840792781606,0.1304703812364483,0.0,0.0,0.0,0.0,3.122840585417552,0.12415287528385434,0.05440362271264875,2.28207
4.664335459581814,0.0758142763315028,0.0,0.0,0.0,0.0,2.4892625835175903,0.04080331161796543,0.02179279914222676,1.87233
4.850179744088628,0.1214514877811441,0.0,0.0,0.0,0.0,2.170185522040083,0.043171404190804556,0.026496903081571568,1.6293
5.750354437275147,0.05106494582439622,0.0,0.0,0.0,0.0,1.3728584187665998,0.006971214280966017,0.006580652552004547,1.05935
7.014042509198771,0.08542827354676155,0.0,0.0,0.0,0.0,1.066696436701498,0.006035176801512143,0.007020096314426128,0.8597
8.00375232308997,0.07174686083989087,0.0,0.0,0.0,0.0,0.9417483358228109,0.0036918931999576233,0.004721694845834024,0.7819
10.964252190891717,0.12891898968681256,0.0,0.0,0.0,0.0,0.7479569201332563,0.002832622145388629,0.0042654832932607955,0.66408
15.102108409554381,0.14684910057006104,0.0,0.0,0.0,0.0,0.6301128810385064,0.0016920197501878401,0.002836532078570083,0.59651
28.96558822876249,0.4340503639675543,0.0,0.0,0.0,0.0,0.48621896759075656,0.0016464769649015914,0.003164901995082159,0.52023
53.50912811814827,0.5996846819310304,0.0,0.0,0.0,0.0,0.40404570613580404,0.0008467020582410792,0.0017730866296171532,0.47753
55.03952842127703,9.592870359134308,1.3341116787906713,0.19026515091257418,4.395245207929017,0.4900429253397436,0.41161006354311735,0.0038433823865881077,0.009487256267651028,0.40511
