t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000222e-01,2.765256999999999854e-01,1.804905176210917089e-02,2.786306083333333072e-01,1.830078230571166586e-02
8.000000000000000444e-01,1.812575979166666795e-01,9.044600269752282873e-03,1.825151624999999667e-01,9.197818738301929975e-03
1.199999999999999956e+00,1.494695124999999847e-01,6.019026781133552176e-03,1.504043291666666837e-01,6.162182943631847563e-03
1.600000000000000089e+00,1.335640729166666651e-01,4.517188040856061695e-03,1.343201458333333487e-01,4.643609664884739210e-03
2.000000000000000000e+00,1.240118833333333503e-01,3.614967298876221695e-03,1.246818249999999823e-01,3.730034964719823685e-03
2.399999999999999911e+00,1.176636597222222164e-01,3.022158672299898093e-03,1.182518472222222200e-01,3.116009278749489516e-03
2.799999999999999822e+00,1.131457976190476389e-01,2.604871935990338110e-03,1.136209285714286088e-01,2.680891227502394877e-03
3.200000000000000178e+00,1.097225885416666380e-01,2.284854255950519251e-03,1.101346979166666767e-01,2.357291189700203102e-03
3.600000000000000089e+00,1.070644305555555481e-01,2.036155047252132758e-03,1.074331712962962870e-01,2.108175463674476311e-03
4.000000000000000000e+00,1.049242999999999981e-01,1.836163419974757042e-03,1.052725541666666570e-01,1.898391855106404662e-03
4.400000000000000355e+00,1.031820378787878800e-01,1.671680810620687586e-03,1.034992878787878851e-01,1.732983109107571942e-03
4.799999999999999822e+00,1.017463472222222276e-01,1.536234908886121350e-03,1.020170625000000053e-01,1.594429230221240798e-03
5.200000000000000178e+00,1.005117083333333383e-01,1.420904900790096554e-03,1.007405416666666553e-01,1.473478332129328668e-03
5.599999999999999645e+00,9.947046428571429399e-02,1.324064048069852366e-03,9.965585416666668250e-02,1.372194770083717905e-03
6.000000000000000000e+00,9.857750833333331353e-02,1.243497190607823887e-03,9.868789444444445169e-02,1.283585536631317355e-03
6.400000000000000355e+00,9.776968489583330590e-02,1.169252377420811366e-03,9.785310677083330910e-02,1.203926378618967036e-03
6.799999999999999822e+00,9.705753431372551865e-02,1.103484627043969327e-03,9.711715441176470287e-02,1.135738661863983394e-03
7.200000000000000178e+00,9.640553009259260342e-02,1.043004149009136997e-03,9.645723842592593411e-02,1.072322747283389801e-03
7.599999999999999645e+00,9.582216885964914277e-02,9.892491514509153816e-04,9.586309429824563244e-02,1.019697440462920225e-03
8.000000000000000000e+00,9.528772916666665427e-02,9.387292515450891377e-04,9.532805416666664811e-02,9.698016310463948879e-04
8.400000000000000355e+00,9.480729365079365589e-02,8.966292994422688564e-04,9.484485714285714741e-02,9.265887997072364121e-04
8.800000000000000711e+00,9.437212500000000115e-02,8.592512743521721688e-04,9.441067992424242994e-02,8.861827726997536896e-04
9.199999999999999289e+00,9.397408876811594314e-02,8.266380371088754165e-04,9.401450181159419495e-02,8.503155516582322580e-04
9.599999999999999645e+00,9.360528472222222340e-02,7.950085415510218427e-04,9.364524131944446106e-02,8.163862088004964239e-04
1.000000000000000000e+01,9.326524166666666504e-02,7.645294164509488241e-04,9.330231999999999415e-02,7.895686223189327547e-04
1.040000000000000036e+01,9.296266025641022890e-02,7.376900038055330842e-04,9.298563301282050664e-02,7.645322763534475631e-04
1.080000000000000071e+01,9.267169753086416939e-02,7.097562550804393817e-04,9.269128240740739932e-02,7.387495274451712224e-04
1.119999999999999929e+01,9.241080357142858470e-02,6.838543642050335519e-04,9.241243601190476942e-02,7.149285744373622435e-04
1.159999999999999964e+01,9.216826580459772100e-02,6.611143890621838095e-04,9.215535775862068735e-02,6.917552981712887187e-04
1.200000000000000000e+01,9.194360694444445037e-02,6.426643488429285411e-04,9.191069999999998408e-02,6.705015849439730294e-04
1.240000000000000036e+01,9.173690322580643763e-02,6.270303213802272185e-04,9.168364516129030861e-02,6.510467693731501098e-04
1.280000000000000071e+01,9.153456119791665568e-02,6.103697325229064108e-04,9.147788281249999431e-02,6.338916282470531552e-04
1.319999999999999929e+01,9.134878787878790429e-02,5.958825675397819328e-04,9.128297601010101903e-02,6.159572970292919889e-04
1.359999999999999964e+01,9.117292034313725924e-02,5.832881116016922461e-04,9.109902696078432671e-02,6.012701194421240462e-04
1.400000000000000000e+01,9.101161547619047998e-02,5.713331354637071324e-04,9.092777261904763653e-02,5.867553821173864545e-04
1.440000000000000036e+01,9.086185300925925246e-02,5.616666173003838228e-04,9.076105671296294530e-02,5.713172484540344782e-04
1.480000000000000071e+01,9.071802364864864354e-02,5.532695980176155753e-04,9.060489189189190051e-02,5.580969616209037866e-04
1.519999999999999929e+01,9.057940241228069900e-02,5.446644035527411793e-04,9.046773903508772974e-02,5.473922910319816695e-04
1.559999999999999964e+01,9.044454700854701046e-02,5.350218986137756207e-04,9.033170085470085264e-02,5.370737515973129234e-04
1.600000000000000000e+01,9.031867916666666551e-02,5.262722094207198525e-04,9.020130729166667138e-02,5.259256929324909041e-04
1.639999999999999858e+01,9.019553963414635167e-02,5.161932837174972727e-04,9.007454776422765819e-02,5.150529286784717980e-04
1.680000000000000071e+01,9.007202876984125861e-02,5.068704391743817338e-04,8.995388194444445262e-02,5.048954510872046952e-04
1.719999999999999929e+01,8.995640213178293654e-02,4.978105910914395809e-04,8.983589825581396460e-02,4.944707380982788945e-04
1.760000000000000142e+01,8.984281344696969096e-02,4.890555691657461762e-04,8.972480208333331875e-02,4.857022582323844428e-04
1.800000000000000000e+01,8.974089814814814603e-02,4.809539286871316460e-04,8.961950833333334754e-02,4.749629622839590020e-04
1.839999999999999858e+01,8.964470380434783059e-02,4.733174728417269359e-04,8.951674275362321576e-02,4.664219573897583041e-04
1.880000000000000071e+01,8.955485992907800952e-02,4.668758464354801963e-04,8.941966932624111075e-02,4.598327585732394588e-04
1.919999999999999929e+01,8.946702777777779114e-02,4.615865853160613474e-04,8.932783854166667648e-02,4.533256007901499164e-04
1.960000000000000142e+01,8.938119047619047519e-02,4.566487690888640827e-04,8.924145408163265680e-02,4.456927467641138988e-04
2.000000000000000000e+01,8.930105000000000681e-02,4.527617456602670769e-04,8.916064166666667901e-02,4.415050584924052235e-04
2.039999999999999858e+01,8.922560457516340304e-02,4.484192405631867522e-04,8.908327614379084325e-02,4.358175495633286739e-04
2.080000000000000071e+01,8.914895032051280144e-02,4.436539829377233644e-04,8.900578525641025807e-02,4.317145608274254955e-04
2.119999999999999929e+01,8.907782232704404557e-02,4.393944699795319779e-04,8.892858490566038498e-02,4.278651952958553717e-04
