cluster_size, probability, probability_err
1.000000000000000000e+00,5.947103462961272902e-01,3.923846113535110714e-04
2.000000000000000000e+00,1.786528028930800538e-01,2.493468310859937062e-04
3.000000000000000000e+00,8.295343944317128126e-02,6.121952010574489584e-04
4.000000000000000000e+00,4.590560437825172424e-02,2.114209150480283485e-04
5.000000000000000000e+00,2.830041859200187540e-02,2.922735871919630336e-04
6.000000000000000000e+00,1.841925976793823763e-02,2.128934815801725188e-04
7.000000000000000000e+00,1.263135359655457625e-02,1.355229537316129257e-04
8.000000000000000000e+00,9.002203098015942873e-03,1.126479276354631887e-04
9.000000000000000000e+00,6.495382191956374472e-03,3.203191183818892461e-05
1.000000000000000000e+01,4.893876317951746657e-03,4.020562276704973712e-06
1.100000000000000000e+01,3.728105475042221926e-03,1.129353807442845489e-05
1.200000000000000000e+01,2.839156108780030788e-03,1.132722014957256314e-04
1.300000000000000000e+01,2.153835839941225291e-03,5.940312483045928345e-05
1.400000000000000000e+01,1.825627575553313798e-03,4.403680455010256862e-05
1.500000000000000000e+01,1.424965588870483234e-03,3.879465765175591716e-05
1.600000000000000000e+01,1.186423706714847268e-03,4.217588551629919159e-05
1.700000000000000000e+01,8.657412757231251624e-04,3.304993128429917004e-05
1.800000000000000000e+01,6.655364422582999611e-04,1.287808794782749529e-05
1.900000000000000000e+01,5.217351572709999930e-04,2.752339641542979638e-05
2.000000000000000000e+01,4.800871757363777879e-04,2.159183304900481583e-05
2.100000000000000000e+01,4.439871469599278048e-04,2.032679020734584491e-05
2.200000000000000000e+01,3.057711253886305600e-04,1.433017983006377007e-05
2.300000000000000000e+01,2.667575655631305152e-04,9.362781825863932938e-06
2.400000000000000000e+01,2.272278820671666609e-04,2.796987575080107970e-05
2.500000000000000000e+01,1.874041051862028028e-04,6.849555877008519839e-06
2.600000000000000000e+01,1.374040621959581965e-04,1.599830476298738028e-05
2.700000000000000000e+01,1.135331621322921013e-04,1.726950846556124075e-05
2.800000000000000000e+01,1.276400700244761444e-04,1.775457463962467179e-05
2.900000000000000000e+01,7.454537560783922295e-05,1.353271570186278197e-05
3.000000000000000000e+01,7.822952469452007691e-05,7.472936034145943048e-06
3.100000000000000000e+01,6.263918389458908529e-05,5.607415295547781276e-06
3.200000000000000000e+01,5.867931570975086849e-05,1.998650095883299451e-06
3.300000000000000000e+01,3.554954880462980066e-05,6.721952896148722461e-06
3.400000000000000000e+01,2.983722980256172077e-05,5.658888791698663096e-06
3.500000000000000000e+01,1.938292686501129762e-05,4.281436365111010323e-06
3.600000000000000000e+01,2.704014663740165897e-05,8.150187904871024810e-06
3.700000000000000000e+01,2.765087885729218962e-05,5.464003653708529641e-06
3.800000000000000000e+01,1.122441137621680086e-05,6.212777095449042308e-06
3.900000000000000000e+01,1.535835422185297493e-05,6.720107327095812389e-06
4.000000000000000000e+01,1.492934911860049472e-05,3.405466016326707186e-06
4.100000000000000000e+01,5.508299001056396651e-06,5.508299001056397498e-06
4.200000000000000000e+01,8.695565930800835865e-06,6.792813393851648624e-06
4.300000000000000000e+01,1.006006230576255453e-05,9.649246184220924097e-07
4.400000000000000000e+01,3.655007988639196384e-06,1.827644620548490206e-06
4.500000000000000000e+01,8.718174862338627144e-06,6.776206342986437575e-06
4.600000000000000000e+01,3.601286402964288725e-06,3.601286402964289148e-06
4.700000000000000000e+01,6.658989454164000161e-06,1.993548338529490738e-06
4.800000000000000000e+01,3.799379596563856375e-06,3.799379596563856375e-06
4.900000000000000000e+01,4.541020628794769416e-06,2.409687611373409435e-06
5.000000000000000000e+01,8.227225662451272790e-06,1.670655024585914350e-06
5.100000000000000000e+01,6.393348750313981002e-06,3.297671981733947803e-06
5.500000000000000000e+01,1.816401744472235121e-06,1.816401744472235545e-06
5.600000000000000000e+01,1.354881366587541755e-06,1.354881366587541755e-06
5.700000000000000000e+01,1.740162426760913994e-06,1.740162426760913783e-06
6.100000000000000000e+01,1.380445165957117995e-06,1.380445165957117783e-06
6.200000000000000000e+01,1.802581296416468340e-06,1.802581296416468340e-06
6.500000000000000000e+01,1.354881366587541755e-06,1.354881366587541755e-06
