cluster_size, probability, probability_err
1.000000000000000000e+00,7.261889244925917586e-01,6.544180827637287399e-04
2.000000000000000000e+00,1.695349446937558791e-01,9.160976618457077362e-04
3.000000000000000000e+00,5.840147255025560785e-02,2.625309918101132269e-04
4.000000000000000000e+00,2.418368027589489974e-02,1.415244414853389235e-04
5.000000000000000000e+00,1.093460415662480915e-02,3.261076615141307182e-05
6.000000000000000000e+00,5.207797959657622586e-03,9.958734651144453146e-05
7.000000000000000000e+00,2.653078025202694219e-03,1.624056838169695891e-04
8.000000000000000000e+00,1.320379260113516660e-03,6.746923019304625221e-05
9.000000000000000000e+00,7.243164310206693735e-04,2.853305463590230471e-05
1.000000000000000000e+01,3.928283945793194817e-04,2.944336271330598703e-05
1.100000000000000000e+01,2.204625302860555632e-04,1.424336677654640279e-05
1.200000000000000000e+01,9.539369837041702406e-05,1.128553063380337119e-05
1.300000000000000000e+01,7.710815710111244099e-05,8.559664119812488765e-06
1.400000000000000000e+01,1.976298676845906623e-05,2.480547550279515917e-06
1.500000000000000000e+01,2.554581741123916315e-05,3.763342671731673336e-06
1.600000000000000000e+01,9.979248350391797998e-06,6.614522299867971226e-06
1.700000000000000000e+01,4.206948195639918918e-06,2.163836331512105225e-06
1.800000000000000000e+01,1.818393413051700521e-06,1.818393413051700732e-06
1.900000000000000000e+01,1.896007766047809866e-06,1.896007766047810078e-06
2.700000000000000000e+01,1.799972640415865633e-06,1.799972640415865845e-06
