timestep,H(t)_mean,H(t)_err
4.000000000000000222e-01,7.809544000000000485e-01,3.343737917361343844e-03
8.000000000000000444e-01,6.580329999999999790e-01,6.225832289742474525e-03
1.199999999999999956e+00,5.845749999999999558e-01,5.135044839142109165e-03
1.600000000000000089e+00,5.215751999999999056e-01,1.209008329168996662e-03
2.000000000000000000e+00,4.834281999999999746e-01,2.532569631816665966e-03
2.399999999999999911e+00,4.349236000000000213e-01,5.345293374549245011e-03
2.799999999999999822e+00,4.024472000000000049e-01,3.931295058883269369e-03
3.200000000000000178e+00,3.709469999999999712e-01,7.959390856089421790e-03
3.600000000000000089e+00,3.487240000000000339e-01,1.040674332824635673e-02
4.000000000000000000e+00,3.274809999999999666e-01,9.809995096838736856e-03
4.400000000000000355e+00,3.064609999999999834e-01,1.088190128148569524e-02
4.799999999999999822e+00,2.838124000000000202e-01,3.482436310975411866e-03
5.200000000000000178e+00,2.631439999999999335e-01,6.950573479936742946e-03
5.599999999999999645e+00,2.552490000000000037e-01,7.379993855010992185e-03
6.000000000000000000e+00,2.471788000000000041e-01,4.942770057366620978e-03
6.400000000000000355e+00,2.376172000000000006e-01,7.615910040172482569e-03
6.799999999999999822e+00,2.215704000000000007e-01,5.724752261888719530e-03
7.200000000000000178e+00,2.054498000000000157e-01,4.142738084890232840e-03
7.599999999999999645e+00,1.994145999999999697e-01,1.254329167324112673e-03
8.000000000000000000e+00,1.938121999999999900e-01,4.558554369534272357e-03
8.400000000000000355e+00,1.886536000000000046e-01,6.003696028281240186e-04
8.800000000000000711e+00,1.823526000000000313e-01,3.540450163467918996e-03
9.199999999999999289e+00,1.746208000000000204e-01,2.559843967901169817e-03
9.599999999999999645e+00,1.705196000000000212e-01,6.569326629115045113e-03
1.000000000000000000e+01,1.632452000000000070e-01,5.871939095392591026e-03
1.040000000000000036e+01,1.610098000000000085e-01,4.592931954645091894e-03
1.080000000000000071e+01,1.542698000000000125e-01,2.158126117723425854e-03
1.119999999999999929e+01,1.503728000000000287e-01,4.405334350534583464e-03
1.159999999999999964e+01,1.465559999999999918e-01,2.575531945055233116e-03
1.200000000000000000e+01,1.466275999999999968e-01,3.317874810778730782e-03
1.240000000000000036e+01,1.438334000000000001e-01,2.040531024022912941e-03
1.280000000000000071e+01,1.410887999999999864e-01,3.949124173788409915e-03
1.319999999999999929e+01,1.329043999999999781e-01,2.818766655826621635e-03
1.359999999999999964e+01,1.293713999999999975e-01,2.992312326612978860e-03
1.400000000000000000e+01,1.237262000000000084e-01,2.774362564626332069e-03
1.440000000000000036e+01,1.215275999999999995e-01,1.188644126725909049e-03
1.480000000000000071e+01,1.161654000000000020e-01,4.773771377014194607e-03
1.519999999999999929e+01,1.133335999999999927e-01,4.233970590356054067e-03
1.559999999999999964e+01,1.120106000000000018e-01,4.717093232065696848e-03
1.600000000000000000e+01,1.083311999999999886e-01,5.745068088369362051e-03
1.639999999999999858e+01,1.099313999999999847e-01,6.205999497260695531e-03
1.680000000000000071e+01,1.053231999999999918e-01,4.219730766293033029e-03
1.719999999999999929e+01,1.031662000000000134e-01,5.145179806381890673e-03
1.760000000000000142e+01,9.536300000000000332e-02,3.495637123615664803e-03
1.800000000000000000e+01,9.891400000000000192e-02,3.850506005708859668e-03
1.839999999999999858e+01,9.804999999999999827e-02,3.648220689596504661e-03
1.880000000000000071e+01,9.651799999999999269e-02,5.532615538784527685e-03
1.919999999999999929e+01,9.357599999999999252e-02,3.820542683965197535e-03
1.960000000000000142e+01,8.866479999999998807e-02,2.909689337369196407e-03
2.000000000000000000e+01,8.532579999999997944e-02,4.859225323032467098e-03
2.039999999999999858e+01,8.747060000000000946e-02,2.533217136370270912e-03
2.080000000000000071e+01,7.980940000000000256e-02,3.448125180442263796e-03
2.119999999999999929e+01,7.852239999999999220e-02,2.410165940345186837e-03
2.160000000000000142e+01,8.080560000000000520e-02,4.782657583394403153e-03
2.200000000000000000e+01,8.040079999999999449e-02,6.924773659838998931e-03
2.239999999999999858e+01,8.116960000000000841e-02,5.599842565644143344e-03
2.280000000000000071e+01,7.712959999999999261e-02,3.880861703281886926e-03
2.319999999999999929e+01,7.703000000000000125e-02,7.925570011046537437e-04
2.360000000000000142e+01,7.814319999999999600e-02,2.304573613491222965e-03
2.400000000000000000e+01,7.317179999999999518e-02,2.405634498422400385e-03
2.439999999999999858e+01,6.764019999999999755e-02,3.276432425672775369e-03
2.480000000000000071e+01,6.987140000000000017e-02,2.676179900529859334e-03
2.519999999999999929e+01,6.706600000000000061e-02,4.198707860759068496e-03
2.560000000000000142e+01,6.549140000000000517e-02,3.331539172814871469e-03
2.600000000000000000e+01,6.627220000000000333e-02,3.485035672701214653e-03
2.639999999999999858e+01,6.368240000000000012e-02,4.194660601288260730e-03
2.680000000000000071e+01,6.358240000000001113e-02,2.293466428792887129e-03
2.719999999999999929e+01,7.008240000000000303e-02,3.269454137925778634e-03
2.760000000000000142e+01,6.532479999999998843e-02,3.782060449014531568e-03
2.800000000000000000e+01,6.455839999999998802e-02,2.780045837751601249e-03
2.839999999999999858e+01,6.465519999999999601e-02,4.451753995898696109e-03
2.880000000000000071e+01,6.199280000000000068e-02,2.070338291197842007e-03
2.919999999999999929e+01,5.966139999999999638e-02,3.422049964568020866e-03
2.960000000000000142e+01,6.003959999999999159e-02,2.790105958561430073e-03
3.000000000000000000e+01,5.989419999999999467e-02,3.156627257057761753e-03
3.039999999999999858e+01,5.846320000000000683e-02,3.862016499187956829e-03
3.080000000000000071e+01,5.663680000000000103e-02,2.621326580187978601e-03
3.119999999999999929e+01,5.728400000000000158e-02,2.571755159419339930e-03
3.160000000000000142e+01,5.629100000000000076e-02,4.109629034353343147e-03
3.200000000000000000e+01,5.497280000000000222e-02,3.790170634681240980e-03
