A_fit,A_fit_error,omega_fit,omega_fit_error,phi_fit,phi_fit_error,lambda_fit,lambda_fit_error,relative_err (err/l_d),lambda_debye
2.8430213289162296,0.18352666586311567,0.0,0.0,0.0,0.0,0.9053453391805512,0.03676300149382833,0.010002231407551757,3.67548
5.33867536512492,1.2225684302628053,6.743612854370999,0.1260710862734724,-1.745119590669248,0.29163814825797457,1.2339402680463696,0.3264630234660199,0.10825627094192626,3.01565
4.782553380194031,2.2100457826604196,6.462899144184261,0.09665864817449966,-1.2319369574007406,0.2687053233501244,1.2946321660193703,0.19663122446725,0.07492654267286383,2.62432
3.3182720768171263,0.14663688971973046,6.4514243793397394,0.04822678405917641,-1.052718521968402,0.11428357126187133,1.0122294773458813,0.01834750005651803,0.010749144671282122,1.70688
2.846187437415688,0.13689789454529477,6.523304209233234,0.03824261134327377,-1.2183585903310843,0.08989684277021075,1.0788287326680515,0.026477658115040242,0.019109716010162134,1.38556
3.153468538446754,0.08153127007865267,6.553449103847171,0.03287976002712894,-1.2820349772343846,0.0783394081645187,1.0224577904503018,0.011634447547720046,0.009229659710221765,1.26055
2.944240458528186,0.09688923955421885,6.51311171883499,0.01081699578686639,-1.1961795666485286,0.026956202167645403,1.0582228553543571,0.014839585155908866,0.013852976191546896,1.07122
3.122893522663821,0.05873264837995812,6.541051294755991,0.016158928771504353,-1.2608282090533938,0.040349247768378435,1.0271267532172481,0.00839879906551895,0.008724393428261677,0.96268
3.1914168281612456,0.02756174825897292,6.565032897139733,0.00889868573273203,-1.317363101084584,0.02217493239888607,1.0154507438995464,0.0038165411295632266,0.0045422035722689075,0.84024
3.1266632285831264,0.04039022924117706,6.572417167556283,0.0037387993734171953,-1.3404370408824253,0.00971275553237802,1.0261180145305304,0.005742507033490408,0.007440793813478812,0.77176
2.788039591678976,0.021781446456096892,6.49420617815677,0.0015025765692496262,-1.1331768522920531,0.00378057552117177,1.0813609215939255,0.0032992171241624474,0.005031058334724748,0.65577
