A_fit,A_fit_error,omega_fit,omega_fit_error,phi_fit,phi_fit_error,lambda_fit,lambda_fit_error,relative_err (err/l_d),lambda_debye
2.2670055674157723,0.00905051292967163,6.50677083433968,0.0018334729483429366,-1.182899271677489,0.0053112653825699,1.1580973650240611,0.0018204617626731076,0.002477400598560307,0.7348273685454962
2.291800713375629,0.010676895041641028,6.505011968353799,0.0013152621523731796,-1.1754016845679587,0.004395824124158486,1.1527230187882533,0.0018754471358294483,0.0031113129446643417,0.6027831880575348
2.249242366817259,0.010788696138126105,6.509689736661518,0.0012944450317008175,-1.1892189996050977,0.004357307336477859,1.163062912272661,0.002253228753380145,0.004296396784357934,0.5244461502214056
2.255712369901893,0.01291541284276193,6.512122046644339,0.0018033809640598628,-1.1880026957169716,0.0051946176776770875,1.1645086252777608,0.0027542804055351133,0.008085176427823108,0.3406580462557314
2.256912290792819,0.017508425158218786,6.514638602454428,0.0020138454962276395,1.9524757783855828,0.0063375104327796725,1.1659793632774167,0.003969273881789179,0.014370210614383264,0.27621542845143127
2.2664587453992096,0.012319206309838819,6.51811436316747,0.002080458529257802,1.948460994539931,0.00630984997830467,1.1647246567238299,0.002620614990290274,0.010437360731989266,0.2510802354716362
2.244278010436417,0.0061432302730881905,6.531555386619471,0.002439814409550385,1.9178921576295882,0.006753773751927682,1.1734308937478555,0.0013030298101491093,0.006117496543297381,0.21300049798585835
2.230666787092036,0.009511670888029868,6.531436849343865,0.002236534322525554,1.928240834803986,0.00662656391730562,1.1804269957004414,0.0018409872560112767,0.009631824904823418,0.19113587240247157
2.2220784018063227,0.01179054140243512,6.539046798321837,0.0019297243698429454,1.914972387603045,0.005208109417007179,1.1865128608384545,0.002560965303570846,0.015387509792018651,0.16643143290795456
2.2323244143549283,0.012730644216164022,6.5456598685211205,0.0030520129872092616,1.9071170621132825,0.00889227069348591,1.1889541096476866,0.002461536510758793,0.016131240889501137,0.15259436813449737
2.2504328874258857,0.01062375110127678,6.5577617324666475,0.0024740763187720348,1.894701139258904,0.006326735742117985,1.1959188354433326,0.0028570799964192316,0.02213019318715042,0.12910325600221847
