timestep,H(t)_mean,H(t)_err
2.000000000000000111e-01,9.332209999999999672e-01,3.370027804039595152e-03
4.000000000000000222e-01,8.983107999999999649e-01,3.033918759624260660e-03
5.999999999999999778e-01,8.665623999999999549e-01,9.886097701317752076e-03
8.000000000000000444e-01,8.410818000000001016e-01,8.602370925506525393e-03
1.000000000000000000e+00,8.285744000000001552e-01,3.657644291070417594e-03
1.199999999999999956e+00,8.093753999999998561e-01,3.186520007782784377e-03
1.399999999999999911e+00,7.883835999999999622e-01,9.262829106703852552e-03
1.600000000000000089e+00,7.718191999999999275e-01,8.806399022301915000e-03
1.800000000000000044e+00,7.536514000000000824e-01,8.595399726597939896e-03
2.000000000000000000e+00,7.213398000000000865e-01,1.274601553976770912e-02
2.200000000000000178e+00,7.164909999999999890e-01,1.281857389103797061e-02
2.399999999999999911e+00,6.980031999999999348e-01,2.025653339147644866e-02
2.600000000000000089e+00,6.928408000000001454e-01,1.725150975538082554e-02
2.799999999999999822e+00,6.736938000000000093e-01,1.877928372009964736e-02
3.000000000000000000e+00,6.698109999999999342e-01,1.258274778416860855e-02
3.200000000000000178e+00,6.409413999999999945e-01,1.416182431256651254e-02
3.399999999999999911e+00,6.447746000000000866e-01,1.333714271349001161e-02
3.600000000000000089e+00,6.243947999999999166e-01,9.395751057792011557e-03
3.799999999999999822e+00,6.204098000000000113e-01,1.167593217434907509e-02
4.000000000000000000e+00,6.110436000000000201e-01,1.352317641902227308e-02
4.200000000000000178e+00,5.943715999999999999e-01,1.362241971383937322e-02
4.400000000000000355e+00,5.918262000000000800e-01,1.521235020107019296e-02
4.599999999999999645e+00,5.857915999999999679e-01,1.351192663020341252e-02
4.799999999999999822e+00,5.799119999999999830e-01,1.511528177375466575e-02
5.000000000000000000e+00,5.716179999999999595e-01,1.316141011062265005e-02
5.200000000000000178e+00,5.569429999999998548e-01,1.620118736698023670e-02
5.400000000000000355e+00,5.414128000000000274e-01,9.968926298252996435e-03
5.599999999999999645e+00,5.477313999999999794e-01,9.634691165782124922e-03
5.799999999999999822e+00,5.420686000000000115e-01,1.071014079085796586e-02
6.000000000000000000e+00,5.365311999999999859e-01,8.922394338965286553e-03
6.200000000000000178e+00,5.293029999999999680e-01,1.241480424332175488e-02
6.400000000000000355e+00,5.204470000000001040e-01,1.055345445340055699e-02
6.599999999999999645e+00,5.153725999999999585e-01,1.149891373391416505e-02
