t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000222e-01,1.529860574999999699e+03,3.111784617158505739e+02
8.000000000000000444e-01,1.150147893749999866e+03,1.556113353600170228e+02
1.199999999999999956e+00,1.053069887500000050e+03,1.044488388196525790e+02
1.600000000000000089e+00,1.010881828124999856e+03,7.921182107950113505e+01
2.000000000000000000e+00,9.864417750000000069e+02,6.410828784906149735e+01
2.399999999999999911e+00,9.699633750000000418e+02,5.386848499351479092e+01
2.799999999999999822e+00,9.588534107142859284e+02,4.678614264846498827e+01
3.200000000000000178e+00,9.508896562499998026e+02,4.151647409746340855e+01
3.600000000000000089e+00,9.446438333333331911e+02,3.766754425296905140e+01
4.000000000000000000e+00,9.401422499999998763e+02,3.495914220799401306e+01
4.400000000000000355e+00,9.364062954545454431e+02,3.284046200949219241e+01
4.799999999999999822e+00,9.326951875000000882e+02,3.098274449946588405e+01
5.200000000000000178e+00,9.297165865384613426e+02,2.955699186508190834e+01
5.599999999999999645e+00,9.268921071428574123e+02,2.817303089006444239e+01
6.000000000000000000e+00,9.240501000000000431e+02,2.705175133638404361e+01
6.400000000000000355e+00,9.216300703124998108e+02,2.607543355327991108e+01
6.799999999999999822e+00,9.203115441176471450e+02,2.548561653851410824e+01
7.200000000000000178e+00,9.193504374999998845e+02,2.500990893414724425e+01
7.599999999999999645e+00,9.181519934210527936e+02,2.457334298224964897e+01
8.000000000000000000e+00,9.170949187499998061e+02,2.425436036865410117e+01
8.400000000000000355e+00,9.159124107142855564e+02,2.399749632163341673e+01
8.800000000000000711e+00,9.147526363636363840e+02,2.376211177259853358e+01
9.199999999999999289e+00,9.141406793478261079e+02,2.376468394727611511e+01
9.599999999999999645e+00,9.131794375000001764e+02,2.366500109361150095e+01
1.000000000000000000e+01,9.118844849999999269e+02,2.356339582925654241e+01
1.040000000000000036e+01,9.106764230769231290e+02,2.344881568968655472e+01
1.080000000000000071e+01,9.093839583333331120e+02,2.333939310873920547e+01
1.119999999999999929e+01,9.081536116071429205e+02,2.330694991553923501e+01
1.159999999999999964e+01,9.068937672413794644e+02,2.328817930185564222e+01
1.200000000000000000e+01,9.058777624999999034e+02,2.327192872741547092e+01
1.240000000000000036e+01,9.051340766129033000e+02,2.327978707805550584e+01
1.280000000000000071e+01,9.044783906249998608e+02,2.334194725306132767e+01
1.319999999999999929e+01,9.038625454545456250e+02,2.337247339709199423e+01
1.359999999999999964e+01,9.031237389705881924e+02,2.339562131641405074e+01
1.400000000000000000e+01,9.021602678571429124e+02,2.336296264314223237e+01
1.440000000000000036e+01,9.011709687499999291e+02,2.340763939812333305e+01
1.480000000000000071e+01,9.004163513513510679e+02,2.349599505583754322e+01
1.519999999999999929e+01,8.998784605263159619e+02,2.360158235445432595e+01
1.559999999999999964e+01,8.993150480769232900e+02,2.369831465095834488e+01
1.600000000000000000e+01,8.987127937500001735e+02,2.372769627838029294e+01
1.639999999999999858e+01,8.980689603658538545e+02,2.378618305830124768e+01
1.680000000000000071e+01,8.973474285714285088e+02,2.380471764956317315e+01
1.719999999999999929e+01,8.964595552325583867e+02,2.379752618241142770e+01
1.760000000000000142e+01,8.955034346590907717e+02,2.380383903950783520e+01
1.800000000000000000e+01,8.945631333333333259e+02,2.387032908814663656e+01
1.839999999999999858e+01,8.936228885869566056e+02,2.399613480862797132e+01
1.880000000000000071e+01,8.925754547872338662e+02,2.414841143261334722e+01
1.919999999999999929e+01,8.915688984375001382e+02,2.431913243679468550e+01
1.960000000000000142e+01,8.905646173469385758e+02,2.449056714066526297e+01
2.000000000000000000e+01,8.895060750000000098e+02,2.468829236967646423e+01
2.039999999999999858e+01,8.884835294117647209e+02,2.489559540725928954e+01
2.080000000000000071e+01,8.876125961538460842e+02,2.514814717573648650e+01
2.119999999999999929e+01,8.868676415094339518e+02,2.541777624885933307e+01
2.160000000000000142e+01,8.861202083333331530e+02,2.571196088378694355e+01
2.200000000000000000e+01,8.854200681818181238e+02,2.600450775975124884e+01
2.239999999999999858e+01,8.846954464285715858e+02,2.627910121034031832e+01
2.280000000000000071e+01,8.840009868421051351e+02,2.656234763797666432e+01
2.319999999999999929e+01,8.833837499999999636e+02,2.681640499628523244e+01
2.360000000000000142e+01,8.829573940677964856e+02,2.704026768370266254e+01
2.400000000000000000e+01,8.824554375000001301e+02,2.723105102237921926e+01
2.439999999999999858e+01,8.820501639344263367e+02,2.744323319844385267e+01
2.480000000000000071e+01,8.817059274193546798e+02,2.768720534010961387e+01
2.519999999999999929e+01,8.812676785714286325e+02,2.794781767978607689e+01
2.560000000000000142e+01,8.808587109374999500e+02,2.817362995797941849e+01
2.600000000000000000e+01,8.804543076923079070e+02,2.838445929598005790e+01
2.639999999999999858e+01,8.798761931818183939e+02,2.863297840684228390e+01
2.680000000000000071e+01,8.793518283582088770e+02,2.891055364306695097e+01
