A_fit,A_fit_error,omega_fit,omega_fit_error,phi_fit,phi_fit_error,lambda_fit,lambda_fit_error,relative_err (err/l_d),lambda_debye
5.231451419831837,0.16065747574539607,5.842612427878116,0.038902118915812176,1.6261002145622487,0.0836475556454525,0.4924937914111841,0.003497725223957742,0.0015326984816231499,2.28207
5.311907834900846,0.10390254923558714,5.802955120205632,0.023766735559699576,1.7657860370486773,0.051031439600948476,0.4919429636530797,0.002237095532517389,0.0011948190396550763,1.87233
5.385967706158903,0.10915771239719788,5.809450523400296,0.019665835047614353,1.692568992623943,0.041432436988896565,0.48918601667854045,0.0023645991744392406,0.001451297596783429,1.6293
5.475002462913528,0.15462591537113513,5.796573043082347,0.02246170103843625,1.7867530316023472,0.04541247011516996,0.4886986493553252,0.0032567519947670595,0.0030742927217322505,1.05935
5.283454298615164,0.14890793615718736,5.791920711322508,0.023810588416245285,1.783742284276698,0.05340335427331912,0.4925931638192404,0.0035476759008138056,0.004126644062828667,0.8597
5.324648187540257,0.1189034947293329,5.810079386518113,0.015396767868879706,-1.4057055153602172,0.037670314312209255,0.4913152949327785,0.0028351005494231143,0.0036259119445237425,0.7819
5.245739578361535,0.17046801095778566,5.793937370248941,0.01805710216585335,1.7905489819518767,0.03927066293853198,0.49347127334584256,0.003922072943368104,0.005906024791242175,0.66408
7.683889042730101,2.176817748246551,6.233101137281976,0.3222902337054559,7.186587730922236,0.6553054853917968,0.47609198963616944,0.01408480248280213,0.023612014019550605,0.59651
4.870279594304862,0.19892746997328936,5.789902904831098,0.021674030710349495,1.775668211228616,0.0548352803717249,0.503212115598197,0.005376030349497239,0.010333949117692634,0.52023
5.368421120135339,0.19151564880590866,5.804266491237887,0.018487804787054096,-4.578001425002695,0.04297425449809252,0.4900547791218405,0.003972491370361378,0.008318831006138625,0.47753
2.978762929716962,0.1491053818817701,5.478795834742693,0.02610503771560626,-0.7309049577794496,0.050536611830345794,0.5683646580143417,0.008716966705747384,0.02151753031459945,0.40511
