A_fit,A_fit_error,omega_fit,omega_fit_error,phi_fit,phi_fit_error,lambda_fit,lambda_fit_error,relative_err (err/l_d),lambda_debye
0.5423401836123808,0.1730584814406852,0,0,0,0,5.3830180938269745,1.7956955028150337,0.35186740869491756,5.10333
0.2914609284649049,0.03287368945980986,0,0,0,0,4.467873498381975,1.0787319328336629,0.2576223909749246,4.18726
0.2377660231162792,0.016768326909036183,0,0,0,0,3.863685398714272,0.346333487868917,0.09504681566842407,3.64382
0.22300665174019246,0.011909731273245407,0,0,0,0,3.1787121347725567,0.2056924379428441,0.0867940866212542,2.36989
0.22360847854839241,0.010519290027231676,0,0,0,0,2.592729847314255,0.09549323685265308,0.049634207331129394,1.92394
0.23369767663815927,0.007742511177919216,0,0,0,0,2.33223765678254,0.07795715274498476,0.04454236292551895,1.75018
0.2211761869892071,0.004472191312827604,0,0,0,0,2.087767846715926,0.024482505104342783,0.016462257750753287,1.48719
0.19768527576541145,0.005754270860688708,0,0,0,0,2.0771847777294576,0.05609760118084971,0.041973827848206656,1.33649
0.177304754799919,0.003148918374099175,0,0,0,0,1.9459767102929448,0.024706630899575015,0.02118086423844368,1.16646
0.30735815225660373,0.01485003850409601,0,0,0,0,1.3372606567493204,0.02326513396654342,0.02171592021817856,1.07134
0.24846477843132497,0.010708344306442213,0,0,0,0,1.235433826568784,0.021416224413063668,0.023528882799643675,0.91021
