t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000000e+00,6.065192916666666267e-01,2.193157783883258483e-03,6.129109166666666386e-01,2.163526634739774013e-03
8.000000000000000000e+00,4.525225208333333304e-01,1.057480849909972660e-03,4.557009166666666777e-01,1.050177252179539198e-03
1.200000000000000000e+01,4.034348472222221704e-01,7.603431368277163878e-04,4.055436388888888355e-01,7.492206807272220812e-04
1.600000000000000000e+01,3.796913020833333485e-01,5.315952770598168699e-04,3.812706666666666466e-01,5.175012357312837406e-04
2.000000000000000000e+01,3.656934583333333877e-01,4.051441888675531302e-04,3.669478166666667041e-01,4.278569540363721512e-04
2.400000000000000000e+01,3.565158888888889099e-01,3.319238979384180922e-04,3.575461319444445119e-01,3.088952760828338976e-04
2.800000000000000000e+01,3.499921309523809088e-01,2.770028063981609624e-04,3.508598095238095183e-01,2.768939682483261954e-04
3.200000000000000000e+01,3.452294479166666541e-01,2.631731870125970409e-04,3.459771979166667011e-01,2.676643808718693392e-04
3.600000000000000000e+01,3.416033749999999869e-01,2.324246561289360503e-04,3.422548657407407657e-01,2.286336872224992893e-04
4.000000000000000000e+01,3.387447333333333255e-01,2.204055461908033752e-04,3.393248333333332978e-01,2.192288700278801120e-04
4.400000000000000000e+01,3.364050454545454705e-01,2.100920564786797724e-04,3.369343712121212198e-01,2.061910940111537252e-04
4.800000000000000000e+01,3.344507152777778103e-01,1.831865406760035660e-04,3.349491111111110864e-01,1.735613570064472189e-04
5.200000000000000000e+01,3.327765384615384847e-01,1.553433263902394951e-04,3.332530448717949123e-01,1.759535741117885328e-04
5.600000000000000000e+01,3.313838988095237914e-01,1.616431518463796243e-04,3.318513988095238010e-01,1.499846724264497597e-04
6.000000000000000000e+01,3.301744999999999819e-01,1.443315311285619325e-04,3.306324999999999958e-01,1.515418187811734410e-04
6.400000000000000000e+01,3.291155989583333108e-01,1.466672556958429274e-04,3.295515364583333495e-01,1.576450093743478548e-04
6.800000000000000000e+01,3.282497303921568244e-01,1.445033523097685258e-04,3.286720833333333092e-01,1.580665969974555136e-04
7.200000000000000000e+01,3.274118750000000189e-01,1.509600133262972916e-04,3.278133564814814660e-01,1.293367551029645272e-04
7.600000000000000000e+01,3.267096271929824658e-01,1.444608000675187286e-04,3.270922149122806877e-01,1.581267492448144624e-04
8.000000000000000000e+01,3.260210416666666777e-01,1.438303485860397638e-04,3.263835416666666100e-01,1.460768964745661868e-04
8.400000000000000000e+01,3.254459523809524191e-01,1.407482002886498434e-04,3.257886904761905233e-01,1.509877846234991712e-04
8.800000000000000000e+01,3.248826515151515548e-01,1.409444371827722406e-04,3.252073484848484464e-01,1.567441217708769399e-04
9.200000000000000000e+01,3.243864673913043339e-01,1.469753795156630719e-04,3.246890760869565185e-01,1.546231753925322579e-04
9.600000000000000000e+01,3.239482812499999698e-01,1.418230016763645464e-04,3.242309895833333511e-01,1.506733088319005493e-04
1.000000000000000000e+02,3.235616333333333761e-01,1.517008768906190645e-04,3.238259833333332893e-01,1.515668748827688839e-04
1.040000000000000000e+02,3.232029807692307632e-01,1.550120165557597734e-04,3.234485096153846273e-01,1.508593806967922194e-04
1.080000000000000000e+02,3.228346759259259069e-01,1.522897319842136444e-04,3.230642746913580110e-01,1.536093076227676988e-04
1.120000000000000000e+02,3.225123809523809393e-01,1.558453752481505012e-04,3.227265922619047545e-01,1.543374174583004817e-04
1.160000000000000000e+02,3.221863649425287246e-01,1.471343850903432577e-04,3.223861925287356267e-01,1.621377619561615191e-04
1.200000000000000000e+02,3.219223055555555657e-01,1.600264389485413219e-04,3.221102361111110590e-01,1.543884000060021574e-04
1.240000000000000000e+02,3.216674193548387239e-01,1.614065941422354166e-04,3.218449462365591818e-01,1.560516481660425268e-04
1.280000000000000000e+02,3.214025390625000478e-01,1.631957883666773721e-04,3.215714322916666257e-01,1.535682382628902431e-04
1.320000000000000000e+02,3.211866792929292669e-01,1.650934010048917000e-04,3.213469696969697420e-01,1.571813339890664634e-04
1.360000000000000000e+02,3.209763725490196173e-01,1.676787111470671944e-04,3.211291421568627236e-01,1.569991809041783076e-04
1.400000000000000000e+02,3.207745238095238149e-01,1.711848511854457012e-04,3.209175000000000777e-01,1.553173366263011109e-04
1.440000000000000000e+02,3.205673611111111709e-01,1.756193968675124999e-04,3.207045833333334039e-01,1.550693181280100484e-04
1.480000000000000000e+02,3.204015765765765855e-01,1.728362091164871168e-04,3.205349436936937302e-01,1.648221364906166488e-04
1.520000000000000000e+02,3.202186074561403362e-01,1.764057951963772270e-04,3.203473245614035236e-01,1.670215201607116757e-04
1.560000000000000000e+02,3.200644444444444847e-01,1.842278583586766133e-04,3.201870299145299081e-01,1.596569726049833313e-04
1.600000000000000000e+02,3.199034895833333669e-01,1.853422553102493028e-04,3.200221249999999351e-01,1.585687951311703144e-04
1.640000000000000000e+02,3.197374898373984142e-01,1.917840792514945462e-04,3.198526219512194957e-01,1.652504626521839027e-04
1.680000000000000000e+02,3.196079067460317336e-01,1.984710843603613929e-04,3.197189087301587351e-01,1.623595990380403043e-04
1.720000000000000000e+02,3.194670251937984373e-01,2.020569377670844631e-04,3.195741279069767016e-01,1.664394270426736535e-04
1.760000000000000000e+02,3.193255018939393786e-01,2.025581817673549731e-04,3.194279166666667003e-01,1.729577454285180429e-04
1.800000000000000000e+02,3.192069907407407703e-01,1.958222852685283461e-04,3.193043148148148047e-01,1.798552225601254720e-04
1.840000000000000000e+02,3.190769112318840861e-01,2.077057771649360341e-04,3.191719746376812106e-01,1.757117885884514823e-04
1.880000000000000000e+02,3.189710017730496561e-01,2.058150581561297944e-04,3.190609042553191332e-01,1.840775022198216579e-04
1.920000000000000000e+02,3.188548784722222140e-01,2.135677278367201031e-04,3.189409288194444692e-01,1.825106402931266374e-04
1.960000000000000000e+02,3.187564625850340394e-01,2.127091531085472970e-04,3.188394047619048099e-01,1.853326405258818666e-04
2.000000000000000000e+02,3.186609583333333551e-01,2.142284293598443730e-04,3.187420166666666832e-01,1.905497297457373973e-04
2.040000000000000000e+02,3.185673937908496400e-01,2.140726010840858181e-04,3.186449836601307206e-01,1.938538044311125040e-04
2.080000000000000000e+02,3.184658573717948360e-01,2.233194398501269775e-04,3.185406891025640563e-01,1.887950574208326125e-04
2.120000000000000000e+02,3.183713286163522005e-01,2.256888332285895168e-04,3.184453537735848494e-01,1.944530992729639031e-04
2.160000000000000000e+02,3.182832484567900688e-01,2.264721717361198685e-04,3.183573765432098912e-01,1.986960345148034736e-04
2.200000000000000000e+02,3.181946212121212203e-01,2.307235652460336609e-04,3.182677045454544995e-01,1.985659259606404865e-04
2.240000000000000000e+02,3.181142187500000107e-01,2.311986558788432929e-04,3.181862872023809574e-01,1.982693467917973952e-04
2.280000000000000000e+02,3.180360307017543464e-01,2.365327642784329041e-04,3.181075292397660403e-01,2.011080733092478591e-04
